start_time,spot_price_forecast_ensemble
2026-05-19 05:00:00+02:00,49.986410698360864
2026-05-19 16:00:00+02:00,39.78685603328123
2026-05-19 13:00:00+02:00,30.98139110687119
2026-05-19 04:00:00+02:00,46.311887098872965
2026-05-20 00:00:00+02:00,23.271397326271586
2026-05-19 19:00:00+02:00,36.949063371525234
2026-05-19 21:00:00+02:00,33.59388106802638
2026-05-19 11:00:00+02:00,39.89380381873284
2026-05-19 10:00:00+02:00,49.805850096929305
2026-05-19 17:00:00+02:00,43.30223744797295
2026-05-19 02:00:00+02:00,46.11314050552761
2026-05-19 06:00:00+02:00,56.650759997797
2026-05-19 12:00:00+02:00,34.28458572714666
2026-05-19 03:00:00+02:00,44.740615534637605
2026-05-19 07:00:00+02:00,65.21639324938349
2026-05-19 18:00:00+02:00,42.17151665078108
2026-05-20 01:00:00+02:00,24.409532917484654
2026-05-19 09:00:00+02:00,61.35967510895929
2026-05-19 20:00:00+02:00,35.23539483504683
2026-05-19 14:00:00+02:00,27.0136570499542
2026-05-19 15:00:00+02:00,33.119324834755105
2026-05-19 08:00:00+02:00,69.36418545969235
2026-05-19 22:00:00+02:00,29.87781815613756
2026-05-19 23:00:00+02:00,24.32007452425491
2026-04-23 23:00:00+02:00,20.702348423552895
2026-04-23 17:00:00+02:00,67.98323932715199
2026-04-23 22:00:00+02:00,29.060927949083815
2026-04-23 14:00:00+02:00,33.48570933481904
2026-04-23 16:00:00+02:00,51.642586170506014
2026-04-23 19:00:00+02:00,70.43543394179811
2026-04-23 10:00:00+02:00,45.787757688846
2026-04-23 07:00:00+02:00,63.56873872800927
2026-04-23 12:00:00+02:00,35.82801550647434
2026-04-23 11:00:00+02:00,40.08241099165565
2026-04-23 03:00:00+02:00,20.46835336857048
2026-04-24 01:00:00+02:00,8.252856290274119
2026-04-24 00:00:00+02:00,8.95576612926907
2026-04-23 13:00:00+02:00,35.01916124232844
2026-04-23 21:00:00+02:00,45.32068363535539
2026-04-23 08:00:00+02:00,64.10069591200505
2026-04-23 18:00:00+02:00,77.23139897450064
2026-04-23 09:00:00+02:00,53.18971053198148
2026-04-23 20:00:00+02:00,57.75460722726916
2026-04-23 06:00:00+02:00,53.35039105526122
2026-04-23 04:00:00+02:00,22.02517316471749
2026-04-23 05:00:00+02:00,33.05406659085671
2026-04-23 15:00:00+02:00,37.034136696288215
2026-04-23 02:00:00+02:00,18.104792008193964
2026-06-06 19:00:00+02:00,58.398734713803115
2026-06-06 21:00:00+02:00,43.981909892607725
2026-06-06 03:00:00+02:00,87.03714303476748
2026-06-06 12:00:00+02:00,38.60414297678378
2026-06-06 04:00:00+02:00,86.90148122483576
2026-06-06 23:00:00+02:00,30.41330158196884
2026-06-06 20:00:00+02:00,51.54428331971434
2026-06-06 17:00:00+02:00,47.14780557809326
2026-06-06 05:00:00+02:00,96.9892469858065
2026-06-06 16:00:00+02:00,40.16590412505781
2026-06-06 13:00:00+02:00,41.504846113840564
2026-06-06 14:00:00+02:00,39.83009363650469
2026-06-06 07:00:00+02:00,104.26827541001664
2026-06-06 02:00:00+02:00,85.90093880502427
2026-06-06 18:00:00+02:00,55.605852145470216
2026-06-06 10:00:00+02:00,52.62176534445289
2026-06-07 00:00:00+02:00,23.817261160503318
2026-06-06 06:00:00+02:00,101.93153566780347
2026-06-06 15:00:00+02:00,40.529256877726745
2026-06-06 11:00:00+02:00,48.92473179390978
2026-06-06 22:00:00+02:00,36.45893025086932
2026-06-07 01:00:00+02:00,26.59618963409842
2026-06-06 08:00:00+02:00,88.65698902302739
2026-06-06 09:00:00+02:00,64.67635469564043
2026-06-11 05:00:00+02:00,32.27370634962438
2026-06-11 03:00:00+02:00,19.981163114894144
2026-06-11 17:00:00+02:00,91.46423637842628
2026-06-11 04:00:00+02:00,25.2357952884754
2026-06-11 08:00:00+02:00,66.34861827860617
2026-06-11 13:00:00+02:00,37.56242648887104
2026-06-11 11:00:00+02:00,41.397525488698875
2026-06-11 16:00:00+02:00,67.13224087563036
2026-06-11 15:00:00+02:00,49.32279048690858
2026-06-11 14:00:00+02:00,38.91223910789821
2026-06-12 00:00:00+02:00,66.8335154770807
2026-06-11 22:00:00+02:00,89.3540842201673
2026-06-11 21:00:00+02:00,111.45761503061486
2026-06-11 19:00:00+02:00,130.05517588860974
2026-06-11 18:00:00+02:00,112.99953129137465
2026-06-11 12:00:00+02:00,36.44026671616498
2026-06-11 07:00:00+02:00,71.99632724569712
2026-06-11 02:00:00+02:00,18.117867507204824
2026-06-11 23:00:00+02:00,68.11488830534678
2026-06-11 06:00:00+02:00,52.02423774231911
2026-06-12 01:00:00+02:00,60.118808491370544
2026-06-11 09:00:00+02:00,58.84026819899282
2026-06-11 10:00:00+02:00,42.71445373266681
2026-06-11 20:00:00+02:00,122.29511208373644
2026-05-30 07:00:00+02:00,78.36869830244103
2026-05-30 17:00:00+02:00,62.00106016161775
2026-05-30 12:00:00+02:00,31.067872666461767
2026-05-30 15:00:00+02:00,31.6077025610392
2026-05-30 21:00:00+02:00,79.48109582502981
2026-05-30 13:00:00+02:00,29.751434392359652
2026-05-30 06:00:00+02:00,73.00242819636519
2026-05-30 20:00:00+02:00,83.56602056262064
2026-05-30 04:00:00+02:00,49.8716625603378
2026-05-30 11:00:00+02:00,34.299136494092444
2026-05-30 02:00:00+02:00,46.349549749969164
2026-05-30 19:00:00+02:00,91.22818088198183
2026-05-30 23:00:00+02:00,38.27590021467315
2026-05-31 00:00:00+02:00,35.670231215502554
2026-05-30 14:00:00+02:00,27.474498302697828
2026-05-30 10:00:00+02:00,40.289035448141156
2026-05-31 01:00:00+02:00,37.58058774343389
2026-05-30 09:00:00+02:00,52.57797818837779
2026-05-30 22:00:00+02:00,58.22392057088903
2026-05-30 16:00:00+02:00,44.260930495019466
2026-05-30 18:00:00+02:00,84.2459480101344
2026-05-30 05:00:00+02:00,59.98100325649457
2026-05-30 03:00:00+02:00,46.103915469886886
2026-05-30 08:00:00+02:00,69.30233154689653
2026-03-02 14:00:00+01:00,113.00538944246563
2026-03-02 04:00:00+01:00,69.02250625756388
2026-03-02 19:00:00+01:00,119.8026957863732
2026-03-02 20:00:00+01:00,99.6824049136144
2026-03-02 12:00:00+01:00,121.91298851808783
2026-03-02 23:00:00+01:00,69.54888876340614
2026-03-02 18:00:00+01:00,138.26604133992697
2026-03-02 08:00:00+01:00,151.0329480674682
2026-03-02 03:00:00+01:00,65.01848348803453
2026-03-02 22:00:00+01:00,78.04806723862237
2026-03-02 15:00:00+01:00,115.986170081922
2026-03-02 10:00:00+01:00,131.0986707473788
2026-03-02 01:00:00+01:00,66.94373621807303
2026-03-02 09:00:00+01:00,149.03253362212325
2026-03-02 02:00:00+01:00,66.00211628910847
2026-03-02 06:00:00+01:00,105.29245514291112
2026-03-02 11:00:00+01:00,118.55296256059597
2026-03-02 07:00:00+01:00,134.7434627593254
2026-03-02 13:00:00+01:00,118.26153142627015
2026-03-02 05:00:00+01:00,90.19508297006587
2026-03-03 00:00:00+01:00,76.8174130835226
2026-03-02 21:00:00+01:00,94.23932454308846
2026-03-02 17:00:00+01:00,146.0871310184157
2026-03-02 16:00:00+01:00,127.9077083406711
2026-02-28 21:00:00+01:00,90.43441684267655
2026-03-01 00:00:00+01:00,75.22181065148742
2026-02-28 05:00:00+01:00,62.88937101988436
2026-02-28 22:00:00+01:00,82.48893444959918
2026-02-28 12:00:00+01:00,85.33818624360612
2026-02-28 14:00:00+01:00,95.01400995932846
2026-02-28 19:00:00+01:00,94.82194125166198
2026-02-28 02:00:00+01:00,60.531989543736245
2026-02-28 18:00:00+01:00,114.18436024129556
2026-02-28 08:00:00+01:00,96.98703286101265
2026-02-28 01:00:00+01:00,62.67505724695011
2026-02-28 20:00:00+01:00,93.57487994352842
2026-02-28 06:00:00+01:00,72.63916975288237
2026-02-28 11:00:00+01:00,84.99039035549156
2026-02-28 15:00:00+01:00,98.8932117711103
2026-02-28 03:00:00+01:00,59.2547905989908
2026-02-28 17:00:00+01:00,121.76881788497626
2026-02-28 09:00:00+01:00,95.14834483480233
2026-02-28 16:00:00+01:00,110.86023489643493
2026-02-28 07:00:00+01:00,92.84133079020374
2026-02-28 13:00:00+01:00,92.22205124573968
2026-02-28 10:00:00+01:00,89.64963453998672
2026-02-28 04:00:00+01:00,62.25354073138626
2026-02-28 23:00:00+01:00,71.41583635786303
2026-01-28 15:00:00+01:00,198.0275838473142
2026-01-28 05:00:00+01:00,143.51791260177205
2026-01-28 23:00:00+01:00,116.9267828902337
2026-01-28 22:00:00+01:00,137.07368735785622
2026-01-28 03:00:00+01:00,119.04185647299823
2026-01-28 14:00:00+01:00,181.23579330230612
2026-01-28 01:00:00+01:00,123.98755696408956
2026-01-28 19:00:00+01:00,189.60802592222217
2026-01-29 00:00:00+01:00,117.05653130422651
2026-01-28 04:00:00+01:00,120.98924355867479
2026-01-28 12:00:00+01:00,180.57982025557092
2026-01-28 21:00:00+01:00,144.65998293972197
2026-01-28 09:00:00+01:00,201.65747139858013
2026-01-28 17:00:00+01:00,211.9427373246588
2026-01-28 18:00:00+01:00,206.5155186842669
2026-01-28 02:00:00+01:00,119.47091319270662
2026-01-28 08:00:00+01:00,217.00198387451897
2026-01-28 20:00:00+01:00,156.17729341313293
2026-01-28 10:00:00+01:00,189.00939763601437
2026-01-28 13:00:00+01:00,177.44126588791337
2026-01-28 11:00:00+01:00,192.44879688347405
2026-01-28 16:00:00+01:00,213.15661058167078
2026-01-28 06:00:00+01:00,176.48769142968354
2026-01-28 07:00:00+01:00,206.81760713103836
2026-06-19 17:00:00+02:00,57.27016843081693
2026-06-19 11:00:00+02:00,38.360631664741256
2026-06-20 01:00:00+02:00,0.9975359279177418
2026-06-19 10:00:00+02:00,42.184052162575114
2026-06-19 07:00:00+02:00,67.49541927928756
2026-06-19 23:00:00+02:00,34.028222930990175
2026-06-19 02:00:00+02:00,37.50652565311143
2026-06-19 16:00:00+02:00,40.42654672864834
2026-06-19 06:00:00+02:00,60.35091821329733
2026-06-19 22:00:00+02:00,48.67279681711816
2026-06-19 12:00:00+02:00,29.96045085674613
2026-06-19 20:00:00+02:00,77.90824965982807
2026-06-19 04:00:00+02:00,38.30251229114801
2026-06-19 09:00:00+02:00,46.220531421324914
2026-06-20 00:00:00+02:00,2.550837914875244
2026-06-19 21:00:00+02:00,70.15797514149337
2026-06-19 08:00:00+02:00,60.877029074112954
2026-06-19 03:00:00+02:00,38.13210574562917
2026-06-19 14:00:00+02:00,29.86139441530209
2026-06-19 13:00:00+02:00,29.243958870957794
2026-06-19 18:00:00+02:00,74.23502338456898
2026-06-19 19:00:00+02:00,80.73259641526573
2026-06-19 05:00:00+02:00,45.643434074616096
2026-06-19 15:00:00+02:00,34.85073036177531
2026-06-05 12:00:00+02:00,9.5442162904534
2026-06-05 15:00:00+02:00,13.486133905517383
2026-06-05 08:00:00+02:00,37.79677508715224
2026-06-05 10:00:00+02:00,17.64130924324102
2026-06-05 04:00:00+02:00,18.760270430788097
2026-06-05 07:00:00+02:00,43.00694982485328
2026-06-05 19:00:00+02:00,58.37947741388612
2026-06-05 11:00:00+02:00,16.438220623444778
2026-06-05 14:00:00+02:00,8.812786516017676
2026-06-05 16:00:00+02:00,21.636636393862215
2026-06-05 22:00:00+02:00,56.26232867981499
2026-06-06 00:00:00+02:00,93.71701978300545
2026-06-05 05:00:00+02:00,18.596300270262702
2026-06-05 02:00:00+02:00,16.56050583529075
2026-06-05 09:00:00+02:00,28.098534961354506
2026-06-05 03:00:00+02:00,17.517343087407056
2026-06-05 23:00:00+02:00,44.96700732883977
2026-06-05 18:00:00+02:00,43.978865610761524
2026-06-05 17:00:00+02:00,31.46606944701432
