"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"19/01/2024 21:45:00 - 19/01/2024 22:00:00","BZN|FI","1526.70","1344.00","1687.60","1622.90"
"19/01/2024 22:00:00 - 19/01/2024 22:15:00","BZN|FI","1517.80","1344.50","1605.30","1611.70"
"19/01/2024 22:15:00 - 19/01/2024 22:30:00","BZN|FI","1509.90","1345.30","1601.90","1597.90"
"19/01/2024 22:30:00 - 19/01/2024 22:45:00","BZN|FI","1503.10","1346.30","1595.60","1595.90"
"19/01/2024 22:45:00 - 19/01/2024 23:00:00","BZN|FI","1497.90","1350.60","1584.90","1578.90"
"19/01/2024 23:00:00 - 19/01/2024 23:15:00","BZN|FI","1494.70","1359.90","1482.30","1518.50"
"19/01/2024 23:15:00 - 19/01/2024 23:30:00","BZN|FI","1491.90","1364.40","1479.30","1485.50"
"19/01/2024 23:30:00 - 19/01/2024 23:45:00","BZN|FI","1489.80","1366.00","1474.40","1450.40"
"19/01/2024 23:45:00 - 20/01/2024 00:00:00","BZN|FI","1488.80","1367.10","1462.90","1423.00"
"20/01/2024 00:00:00 - 20/01/2024 00:15:00","BZN|FI","1397.00","1478.00","1438.40","1436.30"
"20/01/2024 00:15:00 - 20/01/2024 00:30:00","BZN|FI","1392.50","1477.10","1437.50","1460.20"
"20/01/2024 00:30:00 - 20/01/2024 00:45:00","BZN|FI","1385.30","1474.60","1435.40","1459.30"
"20/01/2024 00:45:00 - 20/01/2024 01:00:00","BZN|FI","1367.80","1473.50","1433.40","1468.70"
"20/01/2024 01:00:00 - 20/01/2024 01:15:00","BZN|FI","1334.20","1476.10","1349.80","1433.90"
"20/01/2024 01:15:00 - 20/01/2024 01:30:00","BZN|FI","1315.20","1470.20","1349.00","1418.50"
"20/01/2024 01:30:00 - 20/01/2024 01:45:00","BZN|FI","1304.30","1457.70","1347.10","1418.30"
"20/01/2024 01:45:00 - 20/01/2024 02:00:00","BZN|FI","1296.70","1443.30","1345.30","1411.40"
"20/01/2024 02:00:00 - 20/01/2024 02:15:00","BZN|FI","1296.60","1427.70","1364.00","1412.20"
"20/01/2024 02:15:00 - 20/01/2024 02:30:00","BZN|FI","1292.30","1403.80","1360.60","1384.80"
"20/01/2024 02:30:00 - 20/01/2024 02:45:00","BZN|FI","1285.50","1374.30","1354.40","1342.10"
"20/01/2024 02:45:00 - 20/01/2024 03:00:00","BZN|FI","1280.80","1335.20","1342.60","1277.30"
"20/01/2024 03:00:00 - 20/01/2024 03:15:00","BZN|FI","1278.40","1281.90","1296.10","1238.80"
"20/01/2024 03:15:00 - 20/01/2024 03:30:00","BZN|FI","1272.50","1237.30","1293.20","1199.90"
"20/01/2024 03:30:00 - 20/01/2024 03:45:00","BZN|FI","1266.30","1200.00","1287.80","1165.10"
"20/01/2024 03:45:00 - 20/01/2024 04:00:00","BZN|FI","1252.70","1152.80","1278.30","1113.50"
"20/01/2024 04:00:00 - 20/01/2024 04:15:00","BZN|FI","1225.00","1088.60","1231.60","1059.30"
"20/01/2024 04:15:00 - 20/01/2024 04:30:00","BZN|FI","1217.30","1053.10","1228.10","1011.20"
"20/01/2024 04:30:00 - 20/01/2024 04:45:00","BZN|FI","1220.90","1035.10","1223.60","987.47"
"20/01/2024 04:45:00 - 20/01/2024 05:00:00","BZN|FI","1236.60","1033.20","1208.10","1006.90"
"20/01/2024 05:00:00 - 20/01/2024 05:15:00","BZN|FI","1273.80","1057.80","1090.40","1034.50"
"20/01/2024 05:15:00 - 20/01/2024 05:30:00","BZN|FI","1294.40","1068.90","1094.00","1037.50"
"20/01/2024 05:30:00 - 20/01/2024 05:45:00","BZN|FI","1305.40","1075.10","1101.90","1025.90"
"20/01/2024 05:45:00 - 20/01/2024 06:00:00","BZN|FI","1317.10","1082.70","1111.50","1046.30"
"20/01/2024 06:00:00 - 20/01/2024 06:15:00","BZN|FI","1327.80","1086.70","1036.40","1057.60"
"20/01/2024 06:15:00 - 20/01/2024 06:30:00","BZN|FI","1334.00","1100.80","1047.50","1027.80"
"20/01/2024 06:30:00 - 20/01/2024 06:45:00","BZN|FI","1337.70","1121.00","1065.40","986.91"
"20/01/2024 06:45:00 - 20/01/2024 07:00:00","BZN|FI","1334.70","1149.60","1106.90","967.43"
"20/01/2024 07:00:00 - 20/01/2024 07:15:00","BZN|FI","1320.90","1192.00","1220.30","949.83"
"20/01/2024 07:15:00 - 20/01/2024 07:30:00","BZN|FI","1316.60","1224.70","1227.10","946.20"
"20/01/2024 07:30:00 - 20/01/2024 07:45:00","BZN|FI","1316.60","1250.70","1237.30","910.07"
"20/01/2024 07:45:00 - 20/01/2024 08:00:00","BZN|FI","1321.50","1281.50","1264.20","915.73"
"20/01/2024 08:00:00 - 20/01/2024 08:15:00","BZN|FI","1336.90","1319.70","1281.10","935.77"
"20/01/2024 08:15:00 - 20/01/2024 08:30:00","BZN|FI","1339.80","1343.10","1283.50","920.17"
"20/01/2024 08:30:00 - 20/01/2024 08:45:00","BZN|FI","1335.70","1357.80","1287.50","930.93"
"20/01/2024 08:45:00 - 20/01/2024 09:00:00","BZN|FI","1325.70","1361.30","1296.50","978.59"
"20/01/2024 09:00:00 - 20/01/2024 09:15:00","BZN|FI","1305.00","1345.90","1152.20","1052.70"
"20/01/2024 09:15:00 - 20/01/2024 09:30:00","BZN|FI","1291.80","1344.60","1157.20","1117.80"
"20/01/2024 09:30:00 - 20/01/2024 09:45:00","BZN|FI","1282.80","1349.80","1165.00","1099.00"
"20/01/2024 09:45:00 - 20/01/2024 10:00:00","BZN|FI","1273.50","1358.80","1184.50","1142.00"
"20/01/2024 10:00:00 - 20/01/2024 10:15:00","BZN|FI","1265.40","1377.90","957.70","1216.50"
"20/01/2024 10:15:00 - 20/01/2024 10:30:00","BZN|FI","1257.20","1384.80","958.90","1279.10"
"20/01/2024 10:30:00 - 20/01/2024 10:45:00","BZN|FI","1248.40","1385.30","961.00","1329.20"
"20/01/2024 10:45:00 - 20/01/2024 11:00:00","BZN|FI","1242.20","1378.70","965.30","1321.90"
"20/01/2024 11:00:00 - 20/01/2024 11:15:00","BZN|FI","1240.50","1359.00","1100.30","1293.40"
"20/01/2024 11:15:00 - 20/01/2024 11:30:00","BZN|FI","1232.30","1350.90","1099.80","1300.00"
"20/01/2024 11:30:00 - 20/01/2024 11:45:00","BZN|FI","1222.00","1350.60","1100.60","1274.80"
"20/01/2024 11:45:00 - 20/01/2024 12:00:00","BZN|FI","1203.10","1348.80","1095.40","1288.20"
"20/01/2024 12:00:00 - 20/01/2024 12:15:00","BZN|FI","1168.50","1345.10","1251.00","1315.50"
"20/01/2024 12:15:00 - 20/01/2024 12:30:00","BZN|FI","1153.90","1351.00","1254.50","1347.30"
"20/01/2024 12:30:00 - 20/01/2024 12:45:00","BZN|FI","1152.50","1365.20","1262.40","1438.80"
"20/01/2024 12:45:00 - 20/01/2024 13:00:00","BZN|FI","1156.20","1381.60","1270.50","1446.10"
"20/01/2024 13:00:00 - 20/01/2024 13:15:00","BZN|FI","1167.90","1398.70","1333.50","1383.30"
"20/01/2024 13:15:00 - 20/01/2024 13:30:00","BZN|FI","1183.90","1428.80","1344.90","1357.20"
"20/01/2024 13:30:00 - 20/01/2024 13:45:00","BZN|FI","1204.40","1468.30","1366.50","1317.20"
"20/01/2024 13:45:00 - 20/01/2024 14:00:00","BZN|FI","1232.40","1519.10","1403.00","1366.60"
"20/01/2024 14:00:00 - 20/01/2024 14:15:00","BZN|FI","1269.50","1585.50","1580.60","1468.50"
"20/01/2024 14:15:00 - 20/01/2024 14:30:00","BZN|FI","1306.80","1648.10","1597.20","1576.00"
"20/01/2024 14:30:00 - 20/01/2024 14:45:00","BZN|FI","1344.70","1709.10","1626.40","1709.30"
"20/01/2024 14:45:00 - 20/01/2024 15:00:00","BZN|FI","1390.50","1779.20","1684.40","1758.50"
"20/01/2024 15:00:00 - 20/01/2024 15:15:00","BZN|FI","1447.70","1861.60","1814.90","1770.20"
"20/01/2024 15:15:00 - 20/01/2024 15:30:00","BZN|FI","1495.40","1932.90","1830.00","1774.50"
"20/01/2024 15:30:00 - 20/01/2024 15:45:00","BZN|FI","1537.80","1996.70","1856.50","1828.10"
"20/01/2024 15:45:00 - 20/01/2024 16:00:00","BZN|FI","1578.80","2062.10","1909.50","1996.90"
"20/01/2024 16:00:00 - 20/01/2024 16:15:00","BZN|FI","1616.20","2130.20","2187.30","2138.00"
"20/01/2024 16:15:00 - 20/01/2024 16:30:00","BZN|FI","1655.10","2187.60","2197.30","2159.50"
"20/01/2024 16:30:00 - 20/01/2024 16:45:00","BZN|FI","1694.30","2237.30","2215.70","2352.40"
"20/01/2024 16:45:00 - 20/01/2024 17:00:00","BZN|FI","1733.60","2281.40","2249.30","2396.60"
"20/01/2024 17:00:00 - 20/01/2024 17:15:00","BZN|FI","1773.90","2318.30","2393.00","2585.50"
"20/01/2024 17:15:00 - 20/01/2024 17:30:00","BZN|FI","1811.40","2352.20","2402.00","2750.60"
"20/01/2024 17:30:00 - 20/01/2024 17:45:00","BZN|FI","1846.70","2384.40","2418.60","2783.30"
"20/01/2024 17:45:00 - 20/01/2024 18:00:00","BZN|FI","1880.40","2406.10","2448.30","2800.30"
"20/01/2024 18:00:00 - 20/01/2024 18:15:00","BZN|FI","1911.60","2412.10","2675.90","2887.10"
"20/01/2024 18:15:00 - 20/01/2024 18:30:00","BZN|FI","1943.10","2432.30","2685.60","3031.00"
"20/01/2024 18:30:00 - 20/01/2024 18:45:00","BZN|FI","1977.20","2460.40","2702.30","3155.70"
"20/01/2024 18:45:00 - 20/01/2024 19:00:00","BZN|FI","2002.10","2491.60","2736.30","3281.10"
"20/01/2024 19:00:00 - 20/01/2024 19:15:00","BZN|FI","2009.90","2529.80","3046.40","3385.40"
"20/01/2024 19:15:00 - 20/01/2024 19:30:00","BZN|FI","2044.40","2564.20","3051.40","3451.80"
"20/01/2024 19:30:00 - 20/01/2024 19:45:00","BZN|FI","2094.10","2596.90","3061.50","3503.70"
"20/01/2024 19:45:00 - 20/01/2024 20:00:00","BZN|FI","2161.10","2629.70","3076.00","3610.20"
"20/01/2024 20:00:00 - 20/01/2024 20:15:00","BZN|FI","2258.00","2660.90","3318.10","3721.20"
"20/01/2024 20:15:00 - 20/01/2024 20:30:00","BZN|FI","2332.50","2695.20","3325.60","3814.80"
"20/01/2024 20:30:00 - 20/01/2024 20:45:00","BZN|FI","2394.70","2731.50","3340.40","3886.70"
"20/01/2024 20:45:00 - 20/01/2024 21:00:00","BZN|FI","2456.30","2769.50","3363.10","3844.10"
"20/01/2024 21:00:00 - 20/01/2024 21:15:00","BZN|FI","2512.70","2810.00","3664.80","3759.50"
"20/01/2024 21:15:00 - 20/01/2024 21:30:00","BZN|FI","2570.10","2849.90","3671.30","3820.20"
"20/01/2024 21:30:00 - 20/01/2024 21:45:00","BZN|FI","2627.60","2889.80","3684.60","3934.40"
"20/01/2024 21:45:00 - 20/01/2024 22:00:00","BZN|FI","2682.90","2930.30","3704.20","3968.80"
"20/01/2024 22:00:00 - 20/01/2024 22:15:00","BZN|FI","2736.20","2970.90","3905.30","4013.50"
"20/01/2024 22:15:00 - 20/01/2024 22:30:00","BZN|FI","2789.50","3012.70","3908.90","4174.50"
"20/01/2024 22:30:00 - 20/01/2024 22:45:00","BZN|FI","2839.50","3052.60","3916.70","4274.50"
"20/01/2024 22:45:00 - 20/01/2024 23:00:00","BZN|FI","2897.80","3102.20","3926.20","4267.00"
"20/01/2024 23:00:00 - 20/01/2024 23:15:00","BZN|FI","2973.40","3170.50","4037.60","4289.60"
"20/01/2024 23:15:00 - 20/01/2024 23:30:00","BZN|FI","3018.10","3209.80","4043.10","4352.50"
"20/01/2024 23:30:00 - 20/01/2024 23:45:00","BZN|FI","3040.70","3229.00","4052.60","4400.30"
"20/01/2024 23:45:00 - 21/01/2024 00:00:00","BZN|FI","3053.60","3240.20","4072.10","4400.30"
"21/01/2024 00:00:00 - 21/01/2024 00:15:00","BZN|FI","3740.40","4434.00","4333.20","4426.30"
"21/01/2024 00:15:00 - 21/01/2024 00:30:00","BZN|FI","3748.10","4429.00","4335.00","4434.60"
"21/01/2024 00:30:00 - 21/01/2024 00:45:00","BZN|FI","3762.40","4421.70","4338.20","4435.80"
"21/01/2024 00:45:00 - 21/01/2024 01:00:00","BZN|FI","3788.00","4401.10","4344.60","4443.40"
"21/01/2024 01:00:00 - 21/01/2024 01:15:00","BZN|FI","3828.50","4358.60","4419.80","4373.30"
"21/01/2024 01:15:00 - 21/01/2024 01:30:00","BZN|FI","3864.80","4339.10","4421.40","4333.20"
"21/01/2024 01:30:00 - 21/01/2024 01:45:00","BZN|FI","3898.50","4330.90","4423.40","4310.40"
"21/01/2024 01:45:00 - 21/01/2024 02:00:00","BZN|FI","3942.50","4335.90","4430.50","4335.40"
"21/01/2024 02:00:00 - 21/01/2024 02:15:00","BZN|FI","4001.90","4366.80","4456.00","4384.30"
"21/01/2024 02:15:00 - 21/01/2024 02:30:00","BZN|FI","4043.50","4371.10","4455.50","4440.40"
"21/01/2024 02:30:00 - 21/01/2024 02:45:00","BZN|FI","4074.60","4363.10","4454.60","4415.30"
"21/01/2024 02:45:00 - 21/01/2024 03:00:00","BZN|FI","4099.20","4337.80","4452.60","4358.80"
"21/01/2024 03:00:00 - 21/01/2024 03:15:00","BZN|FI","4112.00","4278.10","4380.20","4299.50"
"21/01/2024 03:15:00 - 21/01/2024 03:30:00","BZN|FI","4130.20","4257.10","4379.60","4253.30"
"21/01/2024 03:30:00 - 21/01/2024 03:45:00","BZN|FI","4151.70","4259.80","4381.10","4287.80"
"21/01/2024 03:45:00 - 21/01/2024 04:00:00","BZN|FI","4168.00","4273.50","4374.60","4309.70"
"21/01/2024 04:00:00 - 21/01/2024 04:15:00","BZN|FI","4177.20","4306.90","4391.80","4375.70"
"21/01/2024 04:15:00 - 21/01/2024 04:30:00","BZN|FI","4195.50","4337.60","4396.90","4370.30"
"21/01/2024 04:30:00 - 21/01/2024 04:45:00","BZN|FI","4219.00","4367.10","4406.90","4341.60"
"21/01/2024 04:45:00 - 21/01/2024 05:00:00","BZN|FI","4247.40","4411.90","4422.70","4379.30"
"21/01/2024 05:00:00 - 21/01/2024 05:15:00","BZN|FI","4284.70","4478.60","4369.90","4466.70"
"21/01/2024 05:15:00 - 21/01/2024 05:30:00","BZN|FI","4315.30","4524.00","4378.80","4518.70"
"21/01/2024 05:30:00 - 21/01/2024 05:45:00","BZN|FI","4341.60","4556.40","4393.50","4592.90"
"21/01/2024 05:45:00 - 21/01/2024 06:00:00","BZN|FI","4369.30","4585.70","4426.20","4602.80"
"21/01/2024 06:00:00 - 21/01/2024 06:15:00","BZN|FI","4398.90","4608.10","4542.80","4432.30"
"21/01/2024 06:15:00 - 21/01/2024 06:30:00","BZN|FI","4423.10","4628.30","4546.60","4320.60"
"21/01/2024 06:30:00 - 21/01/2024 06:45:00","BZN|FI","4442.70","4645.20","4552.20","4244.20"
"21/01/2024 06:45:00 - 21/01/2024 07:00:00","BZN|FI","4462.00","4658.00","4567.20","4149.70"
"21/01/2024 07:00:00 - 21/01/2024 07:15:00","BZN|FI","4482.20","4667.10","4674.70","3970.70"
"21/01/2024 07:15:00 - 21/01/2024 07:30:00","BZN|FI","4493.70","4671.70","4672.80","3809.10"
"21/01/2024 07:30:00 - 21/01/2024 07:45:00","BZN|FI","4497.20","4672.80","4668.90","3776.70"
"21/01/2024 07:45:00 - 21/01/2024 08:00:00","BZN|FI","4499.00","4668.00","4663.10","3698.90"
"21/01/2024 08:00:00 - 21/01/2024 08:15:00","BZN|FI","4500.90","4655.80","4409.70","3671.50"
"21/01/2024 08:15:00 - 21/01/2024 08:30:00","BZN|FI","4488.80","4645.10","4407.70","3687.10"
"21/01/2024 08:30:00 - 21/01/2024 08:45:00","BZN|FI","4465.10","4633.30","4404.10","3653.90"
"21/01/2024 08:45:00 - 21/01/2024 09:00:00","BZN|FI","4434.00","4621.40","4397.30","3664.50"
"21/01/2024 09:00:00 - 21/01/2024 09:15:00","BZN|FI","4394.80","4612.30","4008.70","3593.60"
"21/01/2024 09:15:00 - 21/01/2024 09:30:00","BZN|FI","4345.80","4593.40","4010.30","3581.00"
"21/01/2024 09:30:00 - 21/01/2024 09:45:00","BZN|FI","4290.00","4568.30","4012.30","3599.50"
"21/01/2024 09:45:00 - 21/01/2024 10:00:00","BZN|FI","4216.80","4535.60","4019.60","3556.00"
"21/01/2024 10:00:00 - 21/01/2024 10:15:00","BZN|FI","4117.70","4491.50","3770.50","3470.10"
"21/01/2024 10:15:00 - 21/01/2024 10:30:00","BZN|FI","4037.40","4453.00","3767.70","3395.80"
"21/01/2024 10:30:00 - 21/01/2024 10:45:00","BZN|FI","3969.30","4416.80","3762.20","3294.50"
"21/01/2024 10:45:00 - 21/01/2024 11:00:00","BZN|FI","3894.90","4379.70","3753.70","3193.40"
"21/01/2024 11:00:00 - 21/01/2024 11:15:00","BZN|FI","3811.60","4343.50","3633.80","3027.40"
"21/01/2024 11:15:00 - 21/01/2024 11:30:00","BZN|FI","3748.60","4303.70","3628.10","2858.20"
"21/01/2024 11:30:00 - 21/01/2024 11:45:00","BZN|FI","3699.90","4262.40","3619.30","2708.40"
"21/01/2024 11:45:00 - 21/01/2024 12:00:00","BZN|FI","3660.40","4215.90","3597.10","2586.70"
"21/01/2024 12:00:00 - 21/01/2024 12:15:00","BZN|FI","3633.60","4160.40","3400.20","2543.30"
"21/01/2024 12:15:00 - 21/01/2024 12:30:00","BZN|FI","3610.60","4114.80","3397.20","2468.60"
"21/01/2024 12:30:00 - 21/01/2024 12:45:00","BZN|FI","3593.30","4074.90","3394.40","2309.90"
"21/01/2024 12:45:00 - 21/01/2024 13:00:00","BZN|FI","3583.00","4039.10","3378.90","2218.50"
"21/01/2024 13:00:00 - 21/01/2024 13:15:00","BZN|FI","3578.70","4011.10","2982.30","2229.90"
"21/01/2024 13:15:00 - 21/01/2024 13:30:00","BZN|FI","3583.40","3977.70","2992.30","2209.80"
"21/01/2024 13:30:00 - 21/01/2024 13:45:00","BZN|FI","3594.10","3943.80","3011.50","2223.20"
"21/01/2024 13:45:00 - 21/01/2024 14:00:00","BZN|FI","3620.30","3902.90","3042.70","2261.50"
"21/01/2024 14:00:00 - 21/01/2024 14:15:00","BZN|FI","3670.20","3847.00","2778.00","2277.80"
"21/01/2024 14:15:00 - 21/01/2024 14:30:00","BZN|FI","3701.70","3814.90","2799.40","2285.30"
"21/01/2024 14:30:00 - 21/01/2024 14:45:00","BZN|FI","3724.60","3799.90","2837.40","2349.10"
"21/01/2024 14:45:00 - 21/01/2024 15:00:00","BZN|FI","3742.30","3790.50","2910.60","2369.70"
"21/01/2024 15:00:00 - 21/01/2024 15:15:00","BZN|FI","3747.20","3787.70","2926.40","2398.20"
"21/01/2024 15:15:00 - 21/01/2024 15:30:00","BZN|FI","3766.70","3798.60","2953.60","2424.90"
"21/01/2024 15:30:00 - 21/01/2024 15:45:00","BZN|FI","3795.50","3820.60","3000.20","2507.90"
"21/01/2024 15:45:00 - 21/01/2024 16:00:00","BZN|FI","3827.00","3857.10","3096.80","2594.70"
"21/01/2024 16:00:00 - 21/01/2024 16:15:00","BZN|FI","3863.00","3912.00","3206.20","2666.10"
"21/01/2024 16:15:00 - 21/01/2024 16:30:00","BZN|FI","3902.90","3965.60","3233.40","2718.20"
"21/01/2024 16:30:00 - 21/01/2024 16:45:00","BZN|FI","3946.00","4019.60","3280.30","2755.10"
"21/01/2024 16:45:00 - 21/01/2024 17:00:00","BZN|FI","3995.70","4086.50","3377.10","2804.30"
"21/01/2024 17:00:00 - 21/01/2024 17:15:00","BZN|FI","4054.30","4170.70","3451.30","2870.70"
"21/01/2024 17:15:00 - 21/01/2024 17:30:00","BZN|FI","4109.10","4242.30","3480.00","2946.40"
"21/01/2024 17:30:00 - 21/01/2024 17:45:00","BZN|FI","4161.90","4306.00","3528.20","2992.10"
"21/01/2024 17:45:00 - 21/01/2024 18:00:00","BZN|FI","4217.70","4373.10","3632.70","3042.70"
"21/01/2024 18:00:00 - 21/01/2024 18:15:00","BZN|FI","4277.10","4444.40","3752.00","3123.90"
"21/01/2024 18:15:00 - 21/01/2024 18:30:00","BZN|FI","4333.10","4505.00","3777.80","3221.50"
"21/01/2024 18:30:00 - 21/01/2024 18:45:00","BZN|FI","4385.70","4557.20","3819.60","3281.70"
"21/01/2024 18:45:00 - 21/01/2024 19:00:00","BZN|FI","4441.40","4606.90","3916.50","3320.30"
"21/01/2024 19:00:00 - 21/01/2024 19:15:00","BZN|FI","4503.20","4654.60","3972.10","3334.50"
"21/01/2024 19:15:00 - 21/01/2024 19:30:00","BZN|FI","4552.70","4692.00","3992.70","3345.00"
"21/01/2024 19:30:00 - 21/01/2024 19:45:00","BZN|FI","4594.40","4722.60","4025.50","3359.30"
"21/01/2024 19:45:00 - 21/01/2024 20:00:00","BZN|FI","4628.70","4740.80","4103.80","3351.70"
"21/01/2024 20:00:00 - 21/01/2024 20:15:00","BZN|FI","4651.20","4740.60","4119.80","3385.10"
"21/01/2024 20:15:00 - 21/01/2024 20:30:00","BZN|FI","4678.90","4751.90","4134.60","3412.60"
"21/01/2024 20:30:00 - 21/01/2024 20:45:00","BZN|FI","4708.40","4769.50","4160.10","3400.40"
"21/01/2024 20:45:00 - 21/01/2024 21:00:00","BZN|FI","4736.20","4785.00","4212.70","3415.20"
"21/01/2024 21:00:00 - 21/01/2024 21:15:00","BZN|FI","4764.00","4799.90","4094.60","3487.60"
"21/01/2024 21:15:00 - 21/01/2024 21:30:00","BZN|FI","4788.80","4816.80","4110.10","3619.30"
"21/01/2024 21:30:00 - 21/01/2024 21:45:00","BZN|FI","4811.10","4835.20","4136.00","3713.50"
"21/01/2024 21:45:00 - 21/01/2024 22:00:00","BZN|FI","4831.70","4853.90","4192.90","3776.70"
"21/01/2024 22:00:00 - 21/01/2024 22:15:00","BZN|FI","4850.50","4872.60","4174.20","3830.70"
"21/01/2024 22:15:00 - 21/01/2024 22:30:00","BZN|FI","4867.30","4894.00","4185.20","3849.50"
"21/01/2024 22:30:00 - 21/01/2024 22:45:00","BZN|FI","4882.00","4915.50","4204.60","3857.40"
"21/01/2024 22:45:00 - 21/01/2024 23:00:00","BZN|FI","4895.20","4944.90","4242.50","3880.60"
"21/01/2024 23:00:00 - 21/01/2024 23:15:00","BZN|FI","4907.70","4988.60","4290.00","3901.50"
"21/01/2024 23:15:00 - 21/01/2024 23:30:00","BZN|FI","4916.30","5013.00","4301.80","3965.50"
"21/01/2024 23:30:00 - 21/01/2024 23:45:00","BZN|FI","4921.50","5024.30","4322.20","4022.10"
"21/01/2024 23:45:00 - 22/01/2024 00:00:00","BZN|FI","4924.30","5031.00","4363.80","4063.30"
"22/01/2024 00:00:00 - 22/01/2024 00:15:00","BZN|FI","5003.50","4456.40","4431.00","4195.20"
"22/01/2024 00:15:00 - 22/01/2024 00:30:00","BZN|FI","5007.60","4468.00","4441.40","4298.50"
"22/01/2024 00:30:00 - 22/01/2024 00:45:00","BZN|FI","5014.80","4485.90","4459.10","4415.10"
"22/01/2024 00:45:00 - 22/01/2024 01:00:00","BZN|FI","5029.30","4531.40","4496.50","4498.80"
"22/01/2024 01:00:00 - 22/01/2024 01:15:00","BZN|FI","5054.60","4620.60","4548.80","4549.70"
"22/01/2024 01:15:00 - 22/01/2024 01:30:00","BZN|FI","5073.00","4668.00","4554.90","4584.70"
"22/01/2024 01:30:00 - 22/01/2024 01:45:00","BZN|FI","5086.80","4690.60","4565.70","4553.60"
"22/01/2024 01:45:00 - 22/01/2024 02:00:00","BZN|FI","5104.70","4705.90","4586.30","4545.00"
"22/01/2024 02:00:00 - 22/01/2024 02:15:00","BZN|FI","5128.90","4705.50","4737.90","4580.70"
"22/01/2024 02:15:00 - 22/01/2024 02:30:00","BZN|FI","5141.90","4705.30","4740.00","4635.50"
"22/01/2024 02:30:00 - 22/01/2024 02:45:00","BZN|FI","5147.50","4705.70","4744.60","4643.50"
"22/01/2024 02:45:00 - 22/01/2024 03:00:00","BZN|FI","5147.50","4688.70","4750.20","4670.30"
"22/01/2024 03:00:00 - 22/01/2024 03:15:00","BZN|FI","5138.30","4644.30","4829.30","4659.80"
"22/01/2024 03:15:00 - 22/01/2024 03:30:00","BZN|FI","5131.80","4629.90","4830.40","4591.40"
"22/01/2024 03:30:00 - 22/01/2024 03:45:00","BZN|FI","5124.80","4632.30","4832.50","4527.60"
"22/01/2024 03:45:00 - 22/01/2024 04:00:00","BZN|FI","5117.80","4647.50","4836.30","4490.40"
"22/01/2024 04:00:00 - 22/01/2024 04:15:00","BZN|FI","5114.10","4687.30","4831.30","4530.30"
"22/01/2024 04:15:00 - 22/01/2024 04:30:00","BZN|FI","5100.10","4709.00","4830.90","4565.70"
"22/01/2024 04:30:00 - 22/01/2024 04:45:00","BZN|FI","5080.60","4721.40","4831.00","4644.50"
"22/01/2024 04:45:00 - 22/01/2024 05:00:00","BZN|FI","5050.50","4732.10","4827.60","4716.80"
"22/01/2024 05:00:00 - 22/01/2024 05:15:00","BZN|FI","5003.00","4736.40","4752.60","4711.60"
"22/01/2024 05:15:00 - 22/01/2024 05:30:00","BZN|FI","4970.90","4745.90","4755.30","4673.30"
"22/01/2024 05:30:00 - 22/01/2024 05:45:00","BZN|FI","4948.80","4757.90","4759.50","4653.50"
"22/01/2024 05:45:00 - 22/01/2024 06:00:00","BZN|FI","4925.30","4771.30","4769.80","4626.60"
"22/01/2024 06:00:00 - 22/01/2024 06:15:00","BZN|FI","4899.90","4788.00","4805.90","4624.00"
"22/01/2024 06:15:00 - 22/01/2024 06:30:00","BZN|FI","4885.80","4801.40","4807.70","4588.30"
"22/01/2024 06:30:00 - 22/01/2024 06:45:00","BZN|FI","4879.70","4814.80","4812.40","4665.90"
"22/01/2024 06:45:00 - 22/01/2024 07:00:00","BZN|FI","4881.60","4821.70","4815.50","4719.30"
"22/01/2024 07:00:00 - 22/01/2024 07:15:00","BZN|FI","4895.10","4815.70","4822.50","4727.10"
"22/01/2024 07:15:00 - 22/01/2024 07:30:00","BZN|FI","4906.30","4829.10","4832.30","4723.80"
"22/01/2024 07:30:00 - 22/01/2024 07:45:00","BZN|FI","4918.10","4853.90","4849.50","4687.80"
"22/01/2024 07:45:00 - 22/01/2024 08:00:00","BZN|FI","4932.60","4889.60","4883.90","4689.60"
"22/01/2024 08:00:00 - 22/01/2024 08:15:00","BZN|FI","4947.80","4943.60","4913.30","4709.20"
"22/01/2024 08:15:00 - 22/01/2024 08:30:00","BZN|FI","4969.50","4986.50","4924.30","4699.30"
"22/01/2024 08:30:00 - 22/01/2024 08:45:00","BZN|FI","4995.30","5024.10","4943.50","4726.70"
"22/01/2024 08:45:00 - 22/01/2024 09:00:00","BZN|FI","5028.30","5062.40","4982.30","4715.10"
"22/01/2024 09:00:00 - 22/01/2024 09:15:00","BZN|FI","5072.50","5098.30","5104.70","4769.40"
"22/01/2024 09:15:00 - 22/01/2024 09:30:00","BZN|FI","5109.50","5137.90","5115.40","4821.10"
"22/01/2024 09:30:00 - 22/01/2024 09:45:00","BZN|FI","5143.50","5179.50","5134.20","4957.30"
"22/01/2024 09:45:00 - 22/01/2024 10:00:00","BZN|FI","5176.70","5223.80","5171.20","5001.50"
"22/01/2024 10:00:00 - 22/01/2024 10:15:00","BZN|FI","5206.30","5273.20","5252.20","5040.30"
"22/01/2024 10:15:00 - 22/01/2024 10:30:00","BZN|FI","5241.20","5318.00","5260.70","5008.70"
"22/01/2024 10:30:00 - 22/01/2024 10:45:00","BZN|FI","5279.10","5360.00","5275.60","5049.10"
