"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/07/2024 00:15:00 - 01/07/2024 00:30:00","BZN|FI","843.20","994.00","978.50","991.00"
"01/07/2024 00:30:00 - 01/07/2024 00:45:00","BZN|FI","869.00","999.70","984.30","967.54"
"01/07/2024 00:45:00 - 01/07/2024 01:00:00","BZN|FI","918.90","1014.00","993.40","990.33"
"01/07/2024 01:00:00 - 01/07/2024 01:15:00","BZN|FI","1002.60","1041.60","1108.80","1033.50"
"01/07/2024 01:15:00 - 01/07/2024 01:30:00","BZN|FI","1068.50","1056.80","1115.50","1078.60"
"01/07/2024 01:30:00 - 01/07/2024 01:45:00","BZN|FI","1124.30","1067.00","1126.30","1060.40"
"01/07/2024 01:45:00 - 01/07/2024 02:00:00","BZN|FI","1191.40","1067.70","1152.00","1002.80"
"01/07/2024 02:00:00 - 01/07/2024 02:15:00","BZN|FI","1273.30","1048.80","1140.90","979.87"
"01/07/2024 02:15:00 - 01/07/2024 02:30:00","BZN|FI","1334.90","1055.00","1147.50","1033.00"
"01/07/2024 02:30:00 - 01/07/2024 02:45:00","BZN|FI","1384.70","1075.40","1158.30","1092.60"
"01/07/2024 02:45:00 - 01/07/2024 03:00:00","BZN|FI","1423.30","1109.00","1183.00","1106.80"
"01/07/2024 03:00:00 - 01/07/2024 03:15:00","BZN|FI","1442.20","1166.60","1237.00","1121.30"
"01/07/2024 03:15:00 - 01/07/2024 03:30:00","BZN|FI","1474.80","1206.60","1242.80","1154.00"
"01/07/2024 03:30:00 - 01/07/2024 03:45:00","BZN|FI","1512.40","1239.70","1251.70","1199.80"
"01/07/2024 03:45:00 - 01/07/2024 04:00:00","BZN|FI","1556.20","1264.80","1274.40","1211.20"
"01/07/2024 04:00:00 - 01/07/2024 04:15:00","BZN|FI","1615.50","1270.60","1285.80","1240.40"
"01/07/2024 04:15:00 - 01/07/2024 04:30:00","BZN|FI","1652.20","1303.10","1288.50","1246.80"
"01/07/2024 04:30:00 - 01/07/2024 04:45:00","BZN|FI","1675.00","1347.00","1292.80","1258.60"
"01/07/2024 04:45:00 - 01/07/2024 05:00:00","BZN|FI","1686.90","1417.60","1302.80","1372.50"
"01/07/2024 05:00:00 - 01/07/2024 05:15:00","BZN|FI","1680.40","1537.90","1334.10","1473.10"
"01/07/2024 05:15:00 - 01/07/2024 05:30:00","BZN|FI","1682.30","1600.60","1337.10","1576.90"
"01/07/2024 05:30:00 - 01/07/2024 05:45:00","BZN|FI","1687.00","1628.90","1340.40","1555.00"
"01/07/2024 05:45:00 - 01/07/2024 06:00:00","BZN|FI","1689.80","1637.10","1355.10","1651.90"
"01/07/2024 06:00:00 - 01/07/2024 06:15:00","BZN|FI","1693.70","1609.00","1406.50","1730.60"
"01/07/2024 06:15:00 - 01/07/2024 06:30:00","BZN|FI","1691.30","1595.00","1402.20","1748.80"
"01/07/2024 06:30:00 - 01/07/2024 06:45:00","BZN|FI","1684.40","1585.20","1393.30","1760.60"
"01/07/2024 06:45:00 - 01/07/2024 07:00:00","BZN|FI","1673.20","1568.20","1381.20","1725.80"
"01/07/2024 07:00:00 - 01/07/2024 07:15:00","BZN|FI","1656.10","1548.00","1528.60","1757.10"
"01/07/2024 07:15:00 - 01/07/2024 07:30:00","BZN|FI","1639.50","1520.20","1517.10","1698.50"
"01/07/2024 07:30:00 - 01/07/2024 07:45:00","BZN|FI","1623.00","1487.70","1497.50","1617.40"
"01/07/2024 07:45:00 - 01/07/2024 08:00:00","BZN|FI","1601.30","1443.60","1456.20","1524.70"
"01/07/2024 08:00:00 - 01/07/2024 08:15:00","BZN|FI","1572.10","1381.40","1446.30","1414.70"
"01/07/2024 08:15:00 - 01/07/2024 08:30:00","BZN|FI","1550.30","1333.40","1436.80","1355.00"
"01/07/2024 08:30:00 - 01/07/2024 08:45:00","BZN|FI","1532.70","1293.60","1420.90","1344.50"
"01/07/2024 08:45:00 - 01/07/2024 09:00:00","BZN|FI","1516.90","1254.20","1386.30","1325.60"
"01/07/2024 09:00:00 - 01/07/2024 09:15:00","BZN|FI","1504.70","1217.50","1295.40","1286.50"
"01/07/2024 09:15:00 - 01/07/2024 09:30:00","BZN|FI","1491.30","1181.90","1289.30","1174.40"
"01/07/2024 09:30:00 - 01/07/2024 09:45:00","BZN|FI","1477.30","1148.60","1278.60","1089.90"
"01/07/2024 09:45:00 - 01/07/2024 10:00:00","BZN|FI","1465.10","1114.70","1257.40","1033.70"
"01/07/2024 10:00:00 - 01/07/2024 10:15:00","BZN|FI","1455.20","1077.50","1146.30","977.41"
"01/07/2024 10:15:00 - 01/07/2024 10:30:00","BZN|FI","1443.10","1050.30","1142.40","988.89"
"01/07/2024 10:30:00 - 01/07/2024 10:45:00","BZN|FI","1430.50","1028.50","1135.20","978.38"
"01/07/2024 10:45:00 - 01/07/2024 11:00:00","BZN|FI","1415.50","1017.50","1122.40","913.07"
"01/07/2024 11:00:00 - 01/07/2024 11:15:00","BZN|FI","1395.90","1024.70","1032.10","891.87"
"01/07/2024 11:15:00 - 01/07/2024 11:30:00","BZN|FI","1382.80","1015.00","1028.90","902.90"
"01/07/2024 11:30:00 - 01/07/2024 11:45:00","BZN|FI","1374.20","997.40","1024.00","865.98"
"01/07/2024 11:45:00 - 01/07/2024 12:00:00","BZN|FI","1367.00","971.50","1011.30","843.39"
"01/07/2024 12:00:00 - 01/07/2024 12:15:00","BZN|FI","1361.50","928.70","936.10","836.51"
"01/07/2024 12:15:00 - 01/07/2024 12:30:00","BZN|FI","1359.30","904.40","937.60","816.24"
"01/07/2024 12:30:00 - 01/07/2024 12:45:00","BZN|FI","1360.70","890.80","940.30","774.80"
"01/07/2024 12:45:00 - 01/07/2024 13:00:00","BZN|FI","1363.10","883.70","945.50","740.98"
"01/07/2024 13:00:00 - 01/07/2024 13:15:00","BZN|FI","1365.00","888.50","920.00","722.63"
"01/07/2024 13:15:00 - 01/07/2024 13:30:00","BZN|FI","1375.00","887.30","922.80","733.50"
"01/07/2024 13:30:00 - 01/07/2024 13:45:00","BZN|FI","1389.60","884.50","927.00","724.73"
"01/07/2024 13:45:00 - 01/07/2024 14:00:00","BZN|FI","1413.70","880.30","938.00","718.20"
"01/07/2024 14:00:00 - 01/07/2024 14:15:00","BZN|FI","1452.90","870.70","927.40","654.20"
"01/07/2024 14:15:00 - 01/07/2024 14:30:00","BZN|FI","1479.70","872.20","928.50","660.33"
"01/07/2024 14:30:00 - 01/07/2024 14:45:00","BZN|FI","1498.90","879.50","929.60","655.57"
"01/07/2024 14:45:00 - 01/07/2024 15:00:00","BZN|FI","1518.70","897.40","935.50","639.90"
"01/07/2024 15:00:00 - 01/07/2024 15:15:00","BZN|FI","1538.50","933.40","885.30","629.57"
"01/07/2024 15:15:00 - 01/07/2024 15:30:00","BZN|FI","1552.70","952.20","883.70","624.57"
"01/07/2024 15:30:00 - 01/07/2024 15:45:00","BZN|FI","1562.80","961.50","880.10","640.50"
"01/07/2024 15:45:00 - 01/07/2024 16:00:00","BZN|FI","1568.70","966.50","875.60","671.40"
"01/07/2024 16:00:00 - 01/07/2024 16:15:00","BZN|FI","1569.00","962.60","830.40","680.03"
"01/07/2024 16:15:00 - 01/07/2024 16:30:00","BZN|FI","1569.40","963.20","825.30","704.50"
"01/07/2024 16:30:00 - 01/07/2024 16:45:00","BZN|FI","1569.10","965.10","817.10","706.50"
"01/07/2024 16:45:00 - 01/07/2024 17:00:00","BZN|FI","1565.30","967.60","797.20","717.24"
"01/07/2024 17:00:00 - 01/07/2024 17:15:00","BZN|FI","1557.40","973.20","704.00","757.30"
"01/07/2024 17:15:00 - 01/07/2024 17:30:00","BZN|FI","1551.00","972.10","702.10","767.37"
"01/07/2024 17:30:00 - 01/07/2024 17:45:00","BZN|FI","1543.70","967.10","699.30","742.84"
"01/07/2024 17:45:00 - 01/07/2024 18:00:00","BZN|FI","1538.80","956.80","691.30","765.03"
"01/07/2024 18:00:00 - 01/07/2024 18:15:00","BZN|FI","1540.20","937.60","679.70","767.94"
"01/07/2024 18:15:00 - 01/07/2024 18:30:00","BZN|FI","1529.40","925.30","680.80","791.40"
"01/07/2024 18:30:00 - 01/07/2024 18:45:00","BZN|FI","1513.00","916.80","682.80","798.83"
"01/07/2024 18:45:00 - 01/07/2024 19:00:00","BZN|FI","1483.10","908.40","686.90","790.54"
"01/07/2024 19:00:00 - 01/07/2024 19:15:00","BZN|FI","1429.10","901.40","782.30","732.70"
"01/07/2024 19:15:00 - 01/07/2024 19:30:00","BZN|FI","1401.30","894.60","783.60","697.14"
"01/07/2024 19:30:00 - 01/07/2024 19:45:00","BZN|FI","1389.80","889.30","786.70","715.30"
"01/07/2024 19:45:00 - 01/07/2024 20:00:00","BZN|FI","1384.00","882.20","789.70","700.67"
"01/07/2024 20:00:00 - 01/07/2024 20:15:00","BZN|FI","1388.80","870.80","872.80","700.36"
"01/07/2024 20:15:00 - 01/07/2024 20:30:00","BZN|FI","1395.60","868.50","877.00","706.06"
"01/07/2024 20:30:00 - 01/07/2024 20:45:00","BZN|FI","1404.00","872.30","885.70","744.45"
"01/07/2024 20:45:00 - 01/07/2024 21:00:00","BZN|FI","1424.70","881.00","898.00","872.49"
"01/07/2024 21:00:00 - 01/07/2024 21:15:00","BZN|FI","1463.80","896.80","857.70","956.02"
"01/07/2024 21:15:00 - 01/07/2024 21:30:00","BZN|FI","1486.30","911.60","868.90","1081.00"
"01/07/2024 21:30:00 - 01/07/2024 21:45:00","BZN|FI","1498.30","924.90","888.40","1105.10"
"01/07/2024 21:45:00 - 01/07/2024 22:00:00","BZN|FI","1510.00","946.70","928.10","1091.00"
"01/07/2024 22:00:00 - 01/07/2024 22:15:00","BZN|FI","1520.00","982.10","1048.40","1105.20"
"01/07/2024 22:15:00 - 01/07/2024 22:30:00","BZN|FI","1523.40","1000.10","1058.80","1099.50"
"01/07/2024 22:30:00 - 01/07/2024 22:45:00","BZN|FI","1522.80","1008.10","1076.80","1080.30"
"01/07/2024 22:45:00 - 01/07/2024 23:00:00","BZN|FI","1512.00","1007.40","1114.00","1104.30"
"01/07/2024 23:00:00 - 01/07/2024 23:15:00","BZN|FI","1484.60","991.20","1324.40","1142.20"
"01/07/2024 23:15:00 - 01/07/2024 23:30:00","BZN|FI","1471.90","985.50","1332.10","1159.50"
"01/07/2024 23:30:00 - 01/07/2024 23:45:00","BZN|FI","1467.90","985.60","1346.30","1195.80"
"01/07/2024 23:45:00 - 02/07/2024 00:00:00","BZN|FI","1465.00","984.80","1371.90","1247.20"
"02/07/2024 00:00:00 - 02/07/2024 00:15:00","BZN|FI","1385.60","1277.60","1317.20","1290.60"
"02/07/2024 00:15:00 - 02/07/2024 00:30:00","BZN|FI","1390.20","1285.10","1326.20","1274.00"
"02/07/2024 00:30:00 - 02/07/2024 00:45:00","BZN|FI","1398.40","1295.70","1341.20","1307.00"
"02/07/2024 00:45:00 - 02/07/2024 01:00:00","BZN|FI","1413.90","1327.20","1374.30","1349.00"
"02/07/2024 01:00:00 - 02/07/2024 01:15:00","BZN|FI","1439.50","1393.20","1420.90","1374.40"
"02/07/2024 01:15:00 - 02/07/2024 01:30:00","BZN|FI","1460.50","1421.80","1429.10","1390.50"
"02/07/2024 01:30:00 - 02/07/2024 01:45:00","BZN|FI","1480.10","1430.40","1441.90","1357.80"
"02/07/2024 01:45:00 - 02/07/2024 02:00:00","BZN|FI","1499.70","1421.40","1473.40","1324.10"
"02/07/2024 02:00:00 - 02/07/2024 02:15:00","BZN|FI","1516.60","1378.40","1553.30","1329.60"
"02/07/2024 02:15:00 - 02/07/2024 02:30:00","BZN|FI","1540.30","1364.10","1558.10","1303.70"
"02/07/2024 02:30:00 - 02/07/2024 02:45:00","BZN|FI","1567.00","1366.30","1564.00","1266.60"
"02/07/2024 02:45:00 - 02/07/2024 03:00:00","BZN|FI","1602.60","1371.20","1585.20","1286.30"
"02/07/2024 03:00:00 - 02/07/2024 03:15:00","BZN|FI","1653.70","1383.80","1673.60","1349.60"
"02/07/2024 03:15:00 - 02/07/2024 03:30:00","BZN|FI","1687.60","1397.40","1669.50","1343.60"
"02/07/2024 03:30:00 - 02/07/2024 03:45:00","BZN|FI","1709.40","1411.90","1662.60","1319.20"
"02/07/2024 03:45:00 - 02/07/2024 04:00:00","BZN|FI","1730.80","1433.80","1647.80","1308.50"
"02/07/2024 04:00:00 - 02/07/2024 04:15:00","BZN|FI","1751.90","1466.00","1536.90","1366.30"
"02/07/2024 04:15:00 - 02/07/2024 04:30:00","BZN|FI","1760.10","1490.40","1534.50","1398.50"
"02/07/2024 04:30:00 - 02/07/2024 04:45:00","BZN|FI","1759.50","1509.50","1530.80","1401.30"
"02/07/2024 04:45:00 - 02/07/2024 05:00:00","BZN|FI","1746.30","1530.60","1521.50","1452.00"
"02/07/2024 05:00:00 - 02/07/2024 05:15:00","BZN|FI","1714.30","1554.30","1454.50","1488.10"
"02/07/2024 05:15:00 - 02/07/2024 05:30:00","BZN|FI","1691.80","1570.80","1454.10","1496.00"
"02/07/2024 05:30:00 - 02/07/2024 05:45:00","BZN|FI","1677.30","1585.50","1457.20","1475.70"
"02/07/2024 05:45:00 - 02/07/2024 06:00:00","BZN|FI","1648.60","1586.40","1448.40","1459.60"
"02/07/2024 06:00:00 - 02/07/2024 06:15:00","BZN|FI","1596.20","1562.10","1462.90","1412.80"
"02/07/2024 06:15:00 - 02/07/2024 06:30:00","BZN|FI","1580.40","1570.40","1477.30","1335.40"
"02/07/2024 06:30:00 - 02/07/2024 06:45:00","BZN|FI","1587.50","1598.90","1502.70","1324.50"
"02/07/2024 06:45:00 - 02/07/2024 07:00:00","BZN|FI","1612.20","1639.40","1552.20","1347.80"
"02/07/2024 07:00:00 - 02/07/2024 07:15:00","BZN|FI","1665.80","1699.90","1743.60","1349.70"
"02/07/2024 07:15:00 - 02/07/2024 07:30:00","BZN|FI","1708.70","1756.00","1760.50","1302.10"
"02/07/2024 07:30:00 - 02/07/2024 07:45:00","BZN|FI","1746.40","1809.70","1788.60","1324.20"
"02/07/2024 07:45:00 - 02/07/2024 08:00:00","BZN|FI","1796.10","1877.40","1850.30","1323.90"
"02/07/2024 08:00:00 - 02/07/2024 08:15:00","BZN|FI","1860.30","1965.30","1917.60","1500.10"
"02/07/2024 08:15:00 - 02/07/2024 08:30:00","BZN|FI","1911.10","2032.40","1933.60","1512.30"
"02/07/2024 08:30:00 - 02/07/2024 08:45:00","BZN|FI","1955.10","2087.70","1959.70","1587.60"
"02/07/2024 08:45:00 - 02/07/2024 09:00:00","BZN|FI","1994.20","2136.00","2019.00","1607.70"
"02/07/2024 09:00:00 - 02/07/2024 09:15:00","BZN|FI","2022.60","2170.30","2046.30","1669.40"
"02/07/2024 09:15:00 - 02/07/2024 09:30:00","BZN|FI","2061.00","2213.30","2059.00","1735.30"
"02/07/2024 09:30:00 - 02/07/2024 09:45:00","BZN|FI","2104.80","2258.80","2080.30","1873.10"
"02/07/2024 09:45:00 - 02/07/2024 10:00:00","BZN|FI","2152.20","2308.90","2126.90","2034.10"
"02/07/2024 10:00:00 - 02/07/2024 10:15:00","BZN|FI","2207.10","2370.60","2184.60","2152.90"
"02/07/2024 10:15:00 - 02/07/2024 10:30:00","BZN|FI","2255.60","2413.40","2195.40","2237.40"
"02/07/2024 10:30:00 - 02/07/2024 10:45:00","BZN|FI","2299.80","2446.40","2214.40","2341.70"
"02/07/2024 10:45:00 - 02/07/2024 11:00:00","BZN|FI","2345.50","2464.00","2251.60","2439.30"
"02/07/2024 11:00:00 - 02/07/2024 11:15:00","BZN|FI","2393.70","2454.30","2209.80","2477.30"
"02/07/2024 11:15:00 - 02/07/2024 11:30:00","BZN|FI","2434.60","2470.20","2220.70","2574.10"
"02/07/2024 11:30:00 - 02/07/2024 11:45:00","BZN|FI","2469.90","2498.60","2238.90","2659.90"
"02/07/2024 11:45:00 - 02/07/2024 12:00:00","BZN|FI","2502.90","2539.00","2279.10","2704.40"
"02/07/2024 12:00:00 - 02/07/2024 12:15:00","BZN|FI","2533.70","2604.00","2499.00","2623.70"
"02/07/2024 12:15:00 - 02/07/2024 12:30:00","BZN|FI","2558.60","2643.20","2504.50","2454.20"
"02/07/2024 12:30:00 - 02/07/2024 12:45:00","BZN|FI","2582.10","2671.00","2515.70","2545.70"
"02/07/2024 12:45:00 - 02/07/2024 13:00:00","BZN|FI","2589.20","2680.50","2532.10","2534.00"
"02/07/2024 13:00:00 - 02/07/2024 13:15:00","BZN|FI","2567.20","2653.90","2708.30","2421.40"
"02/07/2024 13:15:00 - 02/07/2024 13:30:00","BZN|FI","2581.30","2669.10","2718.90","2515.30"
"02/07/2024 13:30:00 - 02/07/2024 13:45:00","BZN|FI","2612.70","2704.00","2734.60","2539.30"
"02/07/2024 13:45:00 - 02/07/2024 14:00:00","BZN|FI","2671.70","2769.70","2778.00","2514.30"
"02/07/2024 14:00:00 - 02/07/2024 14:15:00","BZN|FI","2782.40","2894.50","2791.70","2535.20"
"02/07/2024 14:15:00 - 02/07/2024 14:30:00","BZN|FI","2838.20","2954.70","2792.90","2523.00"
"02/07/2024 14:30:00 - 02/07/2024 14:45:00","BZN|FI","2860.80","2977.20","2794.50","2542.40"
"02/07/2024 14:45:00 - 02/07/2024 15:00:00","BZN|FI","2870.00","2977.90","2799.50","2528.10"
"02/07/2024 15:00:00 - 02/07/2024 15:15:00","BZN|FI","2853.90","2937.40","2749.50","2684.40"
"02/07/2024 15:15:00 - 02/07/2024 15:30:00","BZN|FI","2840.10","2916.80","2749.10","2753.60"
"02/07/2024 15:30:00 - 02/07/2024 15:45:00","BZN|FI","2825.70","2905.00","2746.60","2797.50"
"02/07/2024 15:45:00 - 02/07/2024 16:00:00","BZN|FI","2794.10","2885.20","2748.70","2809.10"
"02/07/2024 16:00:00 - 02/07/2024 16:15:00","BZN|FI","2739.60","2860.20","2779.80","2803.30"
"02/07/2024 16:15:00 - 02/07/2024 16:30:00","BZN|FI","2701.70","2835.90","2772.90","2680.00"
"02/07/2024 16:30:00 - 02/07/2024 16:45:00","BZN|FI","2671.60","2811.10","2759.80","2702.00"
"02/07/2024 16:45:00 - 02/07/2024 17:00:00","BZN|FI","2644.40","2785.00","2738.20","2687.30"
"02/07/2024 17:00:00 - 02/07/2024 17:15:00","BZN|FI","2626.30","2758.50","2765.70","2690.30"
"02/07/2024 17:15:00 - 02/07/2024 17:30:00","BZN|FI","2597.60","2728.70","2751.90","2623.70"
"02/07/2024 17:30:00 - 02/07/2024 17:45:00","BZN|FI","2562.90","2695.00","2728.80","2598.50"
"02/07/2024 17:45:00 - 02/07/2024 18:00:00","BZN|FI","2523.80","2662.60","2678.40","2536.60"
"02/07/2024 18:00:00 - 02/07/2024 18:15:00","BZN|FI","2476.70","2634.50","2575.60","2541.20"
"02/07/2024 18:15:00 - 02/07/2024 18:30:00","BZN|FI","2434.40","2593.30","2565.00","2508.10"
"02/07/2024 18:30:00 - 02/07/2024 18:45:00","BZN|FI","2396.50","2545.90","2548.40","2421.40"
"02/07/2024 18:45:00 - 02/07/2024 19:00:00","BZN|FI","2351.50","2481.90","2507.00","2345.90"
"02/07/2024 19:00:00 - 02/07/2024 19:15:00","BZN|FI","2293.60","2389.30","2418.10","2489.50"
"02/07/2024 19:15:00 - 02/07/2024 19:30:00","BZN|FI","2257.00","2326.90","2416.60","2549.80"
"02/07/2024 19:30:00 - 02/07/2024 19:45:00","BZN|FI","2236.10","2284.90","2416.60","2448.30"
"02/07/2024 19:45:00 - 02/07/2024 20:00:00","BZN|FI","2219.80","2244.30","2406.60","2332.20"
"02/07/2024 20:00:00 - 02/07/2024 20:15:00","BZN|FI","2208.40","2206.00","2369.90","2245.30"
"02/07/2024 20:15:00 - 02/07/2024 20:30:00","BZN|FI","2211.60","2185.70","2378.00","2235.50"
"02/07/2024 20:30:00 - 02/07/2024 20:45:00","BZN|FI","2224.10","2179.00","2392.10","2205.40"
"02/07/2024 20:45:00 - 02/07/2024 21:00:00","BZN|FI","2257.20","2188.30","2420.00","2223.00"
"02/07/2024 21:00:00 - 02/07/2024 21:15:00","BZN|FI","2321.70","2219.40","2578.20","2231.10"
"02/07/2024 21:15:00 - 02/07/2024 21:30:00","BZN|FI","2363.10","2246.60","2583.00","2261.00"
"02/07/2024 21:30:00 - 02/07/2024 21:45:00","BZN|FI","2391.00","2269.80","2590.90","2292.50"
"02/07/2024 21:45:00 - 02/07/2024 22:00:00","BZN|FI","2421.80","2315.00","2609.10","2313.40"
"02/07/2024 22:00:00 - 02/07/2024 22:15:00","BZN|FI","2454.40","2395.20","2578.30","2332.80"
"02/07/2024 22:15:00 - 02/07/2024 22:30:00","BZN|FI","2477.00","2432.40","2577.50","2322.10"
"02/07/2024 22:30:00 - 02/07/2024 22:45:00","BZN|FI","2492.90","2445.50","2575.10","2344.90"
"02/07/2024 22:45:00 - 02/07/2024 23:00:00","BZN|FI","2500.60","2436.70","2574.00","2392.60"
"02/07/2024 23:00:00 - 02/07/2024 23:15:00","BZN|FI","2495.80","2388.20","2280.70","2364.20"
"02/07/2024 23:15:00 - 02/07/2024 23:30:00","BZN|FI","2496.80","2369.10","2269.60","2319.30"
"02/07/2024 23:30:00 - 02/07/2024 23:45:00","BZN|FI","2500.10","2366.50","2251.40","2296.10"
"02/07/2024 23:45:00 - 03/07/2024 00:00:00","BZN|FI","2501.20","2363.00","2210.10","2263.80"
"03/07/2024 00:00:00 - 03/07/2024 00:15:00","BZN|FI","2528.10","2419.70","2223.60","2253.50"
"03/07/2024 00:15:00 - 03/07/2024 00:30:00","BZN|FI","2508.60","2403.50","2206.30","2210.20"
"03/07/2024 00:30:00 - 03/07/2024 00:45:00","BZN|FI","2474.10","2375.60","2176.00","2151.00"
"03/07/2024 00:45:00 - 03/07/2024 01:00:00","BZN|FI","2406.10","2318.00","2115.60","2096.20"
"03/07/2024 01:00:00 - 03/07/2024 01:15:00","BZN|FI","2290.70","2216.80","1991.40","2091.00"
"03/07/2024 01:15:00 - 03/07/2024 01:30:00","BZN|FI","2202.20","2144.90","1973.50","1984.50"
"03/07/2024 01:30:00 - 03/07/2024 01:45:00","BZN|FI","2127.50","2085.50","1941.60","1892.90"
"03/07/2024 01:45:00 - 03/07/2024 02:00:00","BZN|FI","2044.60","2033.00","1880.30","1874.50"
"03/07/2024 02:00:00 - 03/07/2024 02:15:00","BZN|FI","1955.60","2001.20","1830.90","1913.40"
"03/07/2024 02:15:00 - 03/07/2024 02:30:00","BZN|FI","1874.10","1940.10","1808.80","1868.20"
"03/07/2024 02:30:00 - 03/07/2024 02:45:00","BZN|FI","1794.90","1860.90","1769.30","1794.40"
"03/07/2024 02:45:00 - 03/07/2024 03:00:00","BZN|FI","1724.90","1768.40","1693.60","1690.50"
"03/07/2024 03:00:00 - 03/07/2024 03:15:00","BZN|FI","1672.70","1653.60","1554.70","1544.10"
"03/07/2024 03:15:00 - 03/07/2024 03:30:00","BZN|FI","1597.20","1547.80","1528.20","1465.90"
"03/07/2024 03:30:00 - 03/07/2024 03:45:00","BZN|FI","1508.70","1444.50","1482.10","1396.20"
"03/07/2024 03:45:00 - 03/07/2024 04:00:00","BZN|FI","1407.20","1338.40","1388.80","1317.40"
"03/07/2024 04:00:00 - 03/07/2024 04:15:00","BZN|FI","1282.30","1233.40","1201.60","1196.80"
"03/07/2024 04:15:00 - 03/07/2024 04:30:00","BZN|FI","1175.30","1119.30","1174.20","1080.40"
"03/07/2024 04:30:00 - 03/07/2024 04:45:00","BZN|FI","1079.90","1004.40","1129.30","951.56"
"03/07/2024 04:45:00 - 03/07/2024 05:00:00","BZN|FI","979.80","865.70","1027.40","836.12"
"03/07/2024 05:00:00 - 03/07/2024 05:15:00","BZN|FI","873.10","683.40","751.20","693.68"
"03/07/2024 05:15:00 - 03/07/2024 05:30:00","BZN|FI","783.90","559.70","735.00","561.55"
"03/07/2024 05:30:00 - 03/07/2024 05:45:00","BZN|FI","707.50","472.90","709.30","435.55"
"03/07/2024 05:45:00 - 03/07/2024 06:00:00","BZN|FI","637.80","407.70","647.20","314.82"
"03/07/2024 06:00:00 - 03/07/2024 06:15:00","BZN|FI","576.20","378.10","455.70","219.74"
"03/07/2024 06:15:00 - 03/07/2024 06:30:00","BZN|FI","523.50","343.20","450.50","167.37"
"03/07/2024 06:30:00 - 03/07/2024 06:45:00","BZN|FI","478.80","308.30","442.20","136.74"
"03/07/2024 06:45:00 - 03/07/2024 07:00:00","BZN|FI","445.40","293.20","422.90","112.30"
"03/07/2024 07:00:00 - 03/07/2024 07:15:00","BZN|FI","426.10","302.40","296.20","93.53"
"03/07/2024 07:15:00 - 03/07/2024 07:30:00","BZN|FI","406.30","297.80","294.20","90.03"
"03/07/2024 07:30:00 - 03/07/2024 07:45:00","BZN|FI","387.80","286.90","291.20","80.30"
"03/07/2024 07:45:00 - 03/07/2024 08:00:00","BZN|FI","378.30","278.10","283.60","73.33"
"03/07/2024 08:00:00 - 03/07/2024 08:15:00","BZN|FI","380.10","268.10","186.80","71.74"
"03/07/2024 08:15:00 - 03/07/2024 08:30:00","BZN|FI","376.40","261.40","187.20","61.93"
"03/07/2024 08:30:00 - 03/07/2024 08:45:00","BZN|FI","370.70","257.00","188.50","63.43"
"03/07/2024 08:45:00 - 03/07/2024 09:00:00","BZN|FI","366.20","254.20","188.90","74.73"
"03/07/2024 09:00:00 - 03/07/2024 09:15:00","BZN|FI","361.20","253.70","156.40","90.80"
"03/07/2024 09:15:00 - 03/07/2024 09:30:00","BZN|FI","359.30","253.80","158.70","122.19"
"03/07/2024 09:30:00 - 03/07/2024 09:45:00","BZN|FI","359.20","254.90","163.40","166.32"
"03/07/2024 09:45:00 - 03/07/2024 10:00:00","BZN|FI","362.00","256.70","170.70","195.33"
"03/07/2024 10:00:00 - 03/07/2024 10:15:00","BZN|FI","369.70","258.80","165.80","232.99"
"03/07/2024 10:15:00 - 03/07/2024 10:30:00","BZN|FI","373.90","263.70","170.30","253.36"
"03/07/2024 10:30:00 - 03/07/2024 10:45:00","BZN|FI","376.80","270.40","177.80","248.86"
"03/07/2024 10:45:00 - 03/07/2024 11:00:00","BZN|FI","378.50","280.30","193.60","279.53"
"03/07/2024 11:00:00 - 03/07/2024 11:15:00","BZN|FI","377.00","295.40","267.80","313.90"
"03/07/2024 11:15:00 - 03/07/2024 11:30:00","BZN|FI","379.90","306.80","270.80","303.33"
"03/07/2024 11:30:00 - 03/07/2024 11:45:00","BZN|FI","385.00","316.30","276.10","300.77"
"03/07/2024 11:45:00 - 03/07/2024 12:00:00","BZN|FI","393.50","325.60","285.90","298.47"
"03/07/2024 12:00:00 - 03/07/2024 12:15:00","BZN|FI","408.20","333.70","321.40","286.90"
"03/07/2024 12:15:00 - 03/07/2024 12:30:00","BZN|FI","416.80","342.80","323.00","300.56"
"03/07/2024 12:30:00 - 03/07/2024 12:45:00","BZN|FI","421.70","352.00","325.70","307.50"
"03/07/2024 12:45:00 - 03/07/2024 13:00:00","BZN|FI","425.90","363.20","331.90","301.94"
"03/07/2024 13:00:00 - 03/07/2024 13:15:00","BZN|FI","428.30","378.50","360.50","288.39"
"03/07/2024 13:15:00 - 03/07/2024 13:30:00","BZN|FI","429.70","387.50","362.10","320.20"
"03/07/2024 13:30:00 - 03/07/2024 13:45:00","BZN|FI","430.00","392.50","364.40","408.39"
"03/07/2024 13:45:00 - 03/07/2024 14:00:00","BZN|FI","428.50","394.50","371.10","407.46"
"03/07/2024 14:00:00 - 03/07/2024 14:15:00","BZN|FI","424.80","391.50","368.90","403.73"
"03/07/2024 14:15:00 - 03/07/2024 14:30:00","BZN|FI","421.30","390.40","368.80","401.87"
"03/07/2024 14:30:00 - 03/07/2024 14:45:00","BZN|FI","417.70","389.30","368.40","397.86"
