"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|FI","204.17","204.17","511.44","583.27"
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|FI","204.87","204.87","562.44","571.72"
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|FI","203.96","529.69","529.69","538.48"
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|FI","198.89","532.22","532.22","547.40"
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|FI","192.92","576.28","576.28","585.82"
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|FI","198.62","610.56","610.56","618.49"
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|FI","206.62","627.89","627.89","644.85"
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|FI","211.93","600.35","600.35","610.98"
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|FI","211.30","551.16","566.39","581.20"
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|FI","206.70","498.02","573.10","584.00"
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|FI","210.57","453.33","544.56","561.60"
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|FI","214.40","408.61","536.63","558.83"
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|FI","215.12","360.77","535.85","550.75"
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|FI","213.52","310.63","539.52","549.08"
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|FI","213.99","262.54","553.51","567.45"
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|FI","213.30","213.30","554.17","569.81"
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|FI","213.69","213.69","578.87","597.19"
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|FI","215.09","215.09","572.53","589.45"
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|FI","213.62","213.62","516.49","532.64"
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|FI","209.64","209.64","434.84","508.70"
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|FI","207.62","207.62","475.18","488.63"
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|FI","207.38","207.38","513.27","523.95"
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|FI","202.80","202.80","607.31","625.02"
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|FI","192.57","192.57","674.50","673.81"
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|FI","194.80","194.80","616.49","595.13"
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|FI","197.29","197.29","486.54","466.17"
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|FI","190.53","403.35","416.35","399.75"
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|FI","189.30","362.57","374.32","358.88"
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|FI","188.28","369.42","379.33","359.87"
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|FI","187.98","421.41","425.24","409.89"
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|FI","196.79","419.81","422.87","414.38"
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|FI","203.90","375.10","376.41","373.30"
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|FI","203.15","352.43","300.15","297.33"
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|FI","202.30","330.16","242.71","234.05"
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|FI","201.34","307.89","188.84","181.12"
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|FI","207.66","292.90","160.42","157.14"
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|FI","212.78","276.72","144.83","137.36"
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|FI","212.57","255.19","126.69","110.35"
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|FI","212.01","233.32","117.36","94.57"
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|FI","211.59","211.59","137.63","111.63"
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|FI","211.90","211.90","198.32","165.78"
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|FI","212.99","212.99","225.31","198.44"
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|FI","210.34","210.34","234.61","212.35"
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|FI","206.60","206.60","224.50","211.14"
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|FI","205.96","205.96","238.62","227.09"
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|FI","203.13","203.13","223.80","217.73"
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|FI","197.91","197.91","174.51","175.63"
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|FI","192.08","192.08","143.35","143.66"
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|FI","188.97","188.97","136.41","120.97"
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|FI","191.82","191.82","114.88","104.75"
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|FI","104.99","95.42","95.69","85.56"
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|FI","106.59","93.74","94.24","82.17"
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|FI","113.38","101.30","101.67","91.00"
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|FI","130.48","95.10","95.44","98.41"
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|FI","135.64","124.91","125.78","123.04"
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|FI","132.26","128.34","129.60","121.68"
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|FI","129.68","128.85","131.00","122.85"
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|FI","123.84","127.29","147.98","135.30"
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|FI","131.32","130.02","129.77","121.81"
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|FI","143.00","141.44","118.64","110.92"
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|FI","146.46","156.01","111.69","102.35"
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|FI","151.36","163.71","125.61","112.05"
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|FI","157.00","167.85","132.45","119.83"
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|FI","159.62","188.26","138.99","121.27"
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|FI","166.28","202.02","141.83","118.03"
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|FI","173.03","218.12","140.16","115.38"
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|FI","179.08","222.98","138.92","114.88"
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|FI","192.49","221.96","140.01","122.64"
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|FI","208.14","226.86","155.53","140.38"
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|FI","216.68","226.98","163.68","149.47"
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|FI","219.87","229.39","135.95","123.22"
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|FI","237.46","237.74","122.41","116.03"
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|FI","246.73","250.01","143.06","92.23"
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|FI","255.25","260.02","91.83","76.52"
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|FI","235.00","95.77","95.79","77.70"
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|FI","233.73","96.22","96.32","77.11"
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|FI","235.99","121.54","121.83","102.83"
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|FI","237.73","139.60","140.49","123.74"
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|FI","241.15","141.69","142.83","131.07"
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|FI","244.06","147.86","150.05","140.95"
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|FI","241.12","164.25","150.74","136.11"
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|FI","247.29","178.82","129.07","113.50"
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|FI","259.70","193.19","116.11","100.52"
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|FI","278.17","210.06","106.99","93.23"
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|FI","281.53","228.45","103.56","89.45"
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|FI","270.26","246.91","99.38","82.78"
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|FI","265.97","258.03","99.72","79.00"
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|FI","265.42","270.94","102.78","77.55"
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|FI","263.30","274.96","104.89","80.01"
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|FI","274.77","288.86","117.03","95.51"
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|FI","290.32","308.37","156.06","131.99"
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|FI","299.25","319.52","200.98","172.08"
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|FI","308.14","322.72","249.10","218.70"
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|FI","317.15","335.82","281.31","248.33"
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|FI","334.41","362.16","317.72","280.38"
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|FI","346.95","389.41","357.42","301.78"
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|FI","360.23","411.47","365.24","285.69"
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|FI","370.35","416.53","324.32","280.21"
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|FI","387.85","354.43","354.16","304.41"
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|FI","399.65","409.44","409.07","369.08"
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|FI","421.92","447.17","445.98","417.21"
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|FI","442.92","461.09","459.30","430.66"
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|FI","465.59","467.00","466.02","437.91"
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|FI","486.69","427.42","426.20","407.77"
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|FI","499.61","450.83","393.67","373.49"
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|FI","507.56","471.41","384.40","369.98"
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|FI","521.35","493.30","397.66","379.36"
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|FI","527.45","513.43","422.37","397.87"
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|FI","510.00","518.11","456.03","435.04"
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|FI","482.14","512.32","449.77","430.41"
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|FI","470.54","491.57","397.00","379.77"
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|FI","482.99","494.54","398.48","390.43"
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|FI","506.01","515.64","417.29","409.00"
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|FI","529.67","543.44","384.89","379.22"
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|FI","545.74","568.34","384.15","379.67"
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|FI","549.27","592.68","408.88","403.88"
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|FI","545.46","607.10","423.97","415.55"
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|FI","537.66","598.02","445.29","439.14"
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|FI","529.72","571.65","437.91","432.26"
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|FI","533.89","538.99","419.65","411.67"
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|FI","528.77","512.76","405.15","416.18"
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|FI","524.67","497.37","434.02","421.25"
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|FI","450.29","418.33","418.49","406.96"
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|FI","440.60","374.89","375.19","370.85"
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|FI","436.85","339.28","339.21","336.82"
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|FI","434.01","343.16","342.96","338.88"
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|FI","428.50","347.61","347.87","347.99"
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|FI","416.49","355.31","355.12","354.12"
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|FI","400.05","339.93","344.12","341.98"
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|FI","377.77","319.21","334.92","332.12"
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|FI","353.11","298.77","270.39","269.25"
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|FI","324.41","276.54","237.91","234.01"
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|FI","288.10","245.32","243.89","236.83"
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|FI","246.89","221.72","219.41","211.70"
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|FI","220.94","201.48","172.85","164.64"
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|FI","213.77","192.61","146.93","137.83"
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|FI","212.13","191.99","126.42","120.16"
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|FI","209.87","193.43","124.67","119.14"
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|FI","203.19","185.89","140.62","134.94"
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|FI","191.77","174.20","129.69","121.47"
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|FI","179.56","167.30","132.27","127.52"
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|FI","165.14","163.18","117.37","110.56"
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|FI","150.29","155.18","122.20","111.06"
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|FI","138.15","144.79","117.08","126.17"
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|FI","124.89","134.06","112.57","147.03"
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|FI","116.78","121.23","179.42","164.67"
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|FI","133.16","176.12","176.25","153.83"
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|FI","127.07","125.07","125.12","118.38"
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|FI","128.18","118.79","118.45","112.76"
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|FI","134.59","109.04","108.69","97.41"
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|FI","136.33","104.05","103.10","95.73"
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|FI","143.00","118.87","120.10","111.40"
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|FI","151.90","126.90","135.89","128.81"
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|FI","167.67","137.41","166.29","160.64"
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|FI","187.81","151.34","171.25","165.88"
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|FI","197.52","164.83","160.50","155.36"
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|FI","206.55","176.30","181.94","176.51"
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|FI","206.29","193.25","148.47","144.43"
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|FI","208.74","203.84","131.36","128.71"
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|FI","227.05","225.84","145.72","143.64"
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|FI","261.67","260.29","205.87","202.73"
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|FI","303.55","307.42","306.21","298.48"
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|FI","348.25","362.57","403.25","391.77"
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|FI","390.68","419.91","443.86","428.04"
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|FI","439.06","473.53","478.57","462.40"
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|FI","488.20","510.34","507.88","492.79"
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|FI","541.41","540.47","598.96","577.16"
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|FI","614.78","573.43","680.15","655.12"
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|FI","674.84","613.46","702.26","668.37"
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|FI","736.45","654.78","697.12","670.04"
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|FI","655.36","681.53","686.45","659.33"
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|FI","695.97","693.92","699.14","665.66"
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|FI","743.21","798.02","802.64","771.07"
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|FI","801.41","937.77","939.38","897.61"
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|FI","871.57","1043.26","1037.71","992.87"
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|FI","948.83","1173.46","1167.56","1132.10"
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|FI","1021.68","1227.42","1243.10","1209.80"
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|FI","1084.24","1260.10","1271.36","1233.70"
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|FI","1135.29","1286.08","1331.66","1284.60"
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|FI","1172.20","1307.85","1379.71","1326.00"
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|FI","1208.24","1319.64","1471.48","1416.20"
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|FI","1250.34","1334.65","1512.37","1460.80"
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|FI","1299.70","1352.76","1574.87","1527.90"
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|FI","1346.26","1372.49","1619.84","1571.10"
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|FI","1384.96","1409.98","1632.32","1579.00"
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|FI","1412.57","1437.50","1646.01","1590.50"
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|FI","1442.44","1449.23","1678.55","1622.00"
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|FI","1484.71","1465.81","1686.58","1624.30"
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|FI","1523.02","1484.29","1652.43","1597.50"
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|FI","1543.83","1504.53","1607.71","1565.50"
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|FI","1556.55","1528.35","1610.56","1565.00"
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|FI","1577.68","1542.50","1591.84","1554.10"
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|FI","1582.14","1540.54","1558.36","1488.90"
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|FI","1560.01","1526.83","1461.37","1429.40"
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|FI","1458.24","1438.48","1438.76","1396.60"
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|FI","1416.79","1440.25","1441.33","1397.10"
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|FI","1378.43","1425.54","1429.89","1369.70"
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|FI","1357.30","1390.64","1399.64","1333.80"
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|FI","1334.42","1371.58","1380.07","1320.50"
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|FI","1308.47","1365.33","1370.85","1308.80"
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|FI","1285.36","1348.33","1384.01","1323.80"
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|FI","1272.86","1331.49","1386.31","1330.60"
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|FI","1281.54","1314.34","1376.97","1319.10"
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|FI","1289.35","1304.25","1340.02","1287.60"
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|FI","1303.40","1298.47","1305.37","1249.20"
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|FI","1309.78","1290.68","1295.84","1241.60"
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|FI","1324.24","1277.29","1323.15","1276.60"
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|FI","1359.60","1283.71","1385.55","1337.00"
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|FI","1399.97","1319.63","1466.85","1423.30"
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|FI","1442.98","1361.01","1546.20","1499.80"
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|FI","1502.51","1417.63","1590.13","1563.00"
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|FI","1563.88","1479.67","1617.75","1597.40"
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|FI","1611.59","1534.47","1678.50","1649.70"
