"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"01/01/2025 04:30:00 - 01/01/2025 04:45:00","BZN|FI","1805.30","2149.80","2231.50","1989.50"
"01/01/2025 04:45:00 - 01/01/2025 05:00:00","BZN|FI","1757.10","2094.90","2210.70","1898.80"
"01/01/2025 05:00:00 - 01/01/2025 05:15:00","BZN|FI","1684.20","2011.60","2140.90","1884.90"
"01/01/2025 05:15:00 - 01/01/2025 05:30:00","BZN|FI","1637.40","1952.00","2108.50","1810.70"
"01/01/2025 05:30:00 - 01/01/2025 05:45:00","BZN|FI","1590.50","1892.40","2076.00","1731.70"
"01/01/2025 05:45:00 - 01/01/2025 06:00:00","BZN|FI","1543.70","1832.70","2043.60","1660.20"
"01/01/2025 06:00:00 - 01/01/2025 06:15:00","BZN|FI","1489.60","1776.50","1860.30","1646.70"
"01/01/2025 06:15:00 - 01/01/2025 06:30:00","BZN|FI","1463.30","1725.70","1832.30","1685.30"
"01/01/2025 06:30:00 - 01/01/2025 06:45:00","BZN|FI","1445.70","1674.80","1804.40","1636.90"
"01/01/2025 06:45:00 - 01/01/2025 07:00:00","BZN|FI","1419.40","1623.90","1776.40","1563.80"
"01/01/2025 07:00:00 - 01/01/2025 07:15:00","BZN|FI","1419.40","1581.70","1647.50","1564.30"
"01/01/2025 07:15:00 - 01/01/2025 07:30:00","BZN|FI","1401.60","1537.40","1621.60","1547.40"
"01/01/2025 07:30:00 - 01/01/2025 07:45:00","BZN|FI","1383.80","1493.10","1595.60","1405.30"
"01/01/2025 07:45:00 - 01/01/2025 08:00:00","BZN|FI","1366.00","1448.80","1569.70","1403.20"
"01/01/2025 08:00:00 - 01/01/2025 08:15:00","BZN|FI","1345.80","1416.70","1427.60","1440.60"
"01/01/2025 08:15:00 - 01/01/2025 08:30:00","BZN|FI","1323.40","1369.40","1399.80","1444.70"
"01/01/2025 08:30:00 - 01/01/2025 08:45:00","BZN|FI","1301.00","1322.00","1372.10","1383.50"
"01/01/2025 08:45:00 - 01/01/2025 09:00:00","BZN|FI","1278.60","1274.70","1344.30","1286.80"
"01/01/2025 09:00:00 - 01/01/2025 09:15:00","BZN|FI","1255.20","1209.70","1225.40","1171.80"
"01/01/2025 09:15:00 - 01/01/2025 09:30:00","BZN|FI","1227.30","1160.90","1201.30","1112.30"
"01/01/2025 09:30:00 - 01/01/2025 09:45:00","BZN|FI","1199.50","1112.00","1177.10","1058.30"
"01/01/2025 09:45:00 - 01/01/2025 10:00:00","BZN|FI","1171.70","1063.20","1153.00","973.20"
"01/01/2025 10:00:00 - 01/01/2025 10:15:00","BZN|FI","1143.70","1018.70","1197.80","917.16"
"01/01/2025 10:15:00 - 01/01/2025 10:30:00","BZN|FI","1107.60","976.30","1169.80","912.24"
"01/01/2025 10:30:00 - 01/01/2025 10:45:00","BZN|FI","1071.40","933.80","1141.90","859.54"
"01/01/2025 10:45:00 - 01/01/2025 11:00:00","BZN|FI","1035.20","891.30","1113.90","823.37"
"01/01/2025 11:00:00 - 01/01/2025 11:15:00","BZN|FI","985.30","848.70","976.50","746.98"
"01/01/2025 11:15:00 - 01/01/2025 11:30:00","BZN|FI","944.40","814.00","956.30","681.10"
"01/01/2025 11:30:00 - 01/01/2025 11:45:00","BZN|FI","903.50","779.30","936.20","623.74"
"01/01/2025 11:45:00 - 01/01/2025 12:00:00","BZN|FI","862.60","744.70","916.10","572.98"
"01/01/2025 12:00:00 - 01/01/2025 12:15:00","BZN|FI","810.70","715.60","698.00","533.51"
"01/01/2025 12:15:00 - 01/01/2025 12:30:00","BZN|FI","778.40","690.30","688.70","504.43"
"01/01/2025 12:30:00 - 01/01/2025 12:45:00","BZN|FI","746.20","665.00","679.50","474.68"
"01/01/2025 12:45:00 - 01/01/2025 13:00:00","BZN|FI","713.90","639.70","670.30","430.27"
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|FI","680.70","610.80","572.80","440.30"
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|FI","669.70","598.30","567.10","443.23"
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|FI","662.30","590.00","561.50","433.77"
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|FI","651.20","577.50","555.80","418.73"
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|FI","651.20","574.80","482.80","426.56"
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|FI","644.70","572.90","478.70","430.03"
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|FI","644.70","571.60","474.60","419.23"
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|FI","651.20","569.70","470.40","447.60"
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|FI","663.40","569.70","425.50","466.73"
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|FI","665.10","567.20","423.90","464.54"
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|FI","665.10","564.70","422.20","424.80"
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|FI","663.40","562.30","420.60","383.87"
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|FI","663.40","559.40","423.70","365.77"
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|FI","660.70","554.80","420.20","371.50"
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|FI","658.90","550.10","416.80","353.97"
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|FI","656.20","545.40","413.30","350.10"
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|FI","635.20","536.40","421.70","355.43"
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|FI","620.70","531.20","417.40","355.50"
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|FI","606.20","526.00","413.10","346.30"
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|FI","591.70","520.80","408.90","322.77"
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|FI","570.30","519.30","392.50","325.33"
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|FI","552.50","513.80","388.70","314.14"
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|FI","534.70","508.20","384.90","314.43"
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|FI","516.90","502.70","381.10","340.96"
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|FI","492.80","497.70","357.60","348.70"
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|FI","478.30","488.80","356.00","310.34"
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|FI","463.70","479.80","354.40","278.44"
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|FI","449.20","470.90","352.80","251.94"
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|FI","428.60","455.20","365.80","234.30"
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|FI","426.20","444.60","363.40","218.00"
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|FI","426.20","434.00","361.10","195.01"
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|FI","428.60","423.40","358.80","183.70"
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|FI","430.90","403.50","342.20","170.77"
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|FI","432.50","400.50","340.60","162.63"
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|FI","434.10","398.60","338.90","153.73"
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|FI","435.60","395.60","337.30","169.27"
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|FI","439.50","395.60","299.70","172.27"
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|FI","440.50","393.60","305.70","188.57"
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|FI","440.50","393.60","311.80","199.93"
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|FI","439.50","395.60","317.90","216.66"
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|FI","438.00","404.20","309.70","220.76"
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|FI","437.60","405.80","315.50","232.57"
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|FI","437.30","407.40","321.30","264.13"
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|FI","436.90","409.00","327.10","288.69"
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|FI","321.50","400.00","375.10","313.17"
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|FI","323.70","408.90","375.80","328.63"
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|FI","325.90","417.90","376.60","367.33"
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|FI","328.20","426.80","377.40","403.09"
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|FI","334.00","480.50","378.10","432.39"
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|FI","339.10","480.50","376.70","436.83"
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|FI","344.20","480.50","375.30","427.67"
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|FI","349.30","480.50","373.90","425.00"
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|FI","353.40","480.50","398.10","424.50"
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|FI","361.40","487.60","395.60","418.77"
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|FI","369.40","494.70","393.10","425.13"
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|FI","377.40","501.70","390.70","441.90"
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|FI","392.10","540.20","437.10","492.70"
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|FI","401.10","555.90","435.30","489.70"
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|FI","410.00","555.90","433.60","482.37"
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|FI","419.00","540.20","431.80","451.55"
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|FI","433.40","523.10","442.10","429.26"
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|FI","440.80","513.60","442.10","469.70"
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|FI","440.80","504.00","442.10","457.97"
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|FI","433.40","494.50","442.10","383.50"
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|FI","421.20","479.20","513.10","415.20"
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|FI","415.70","464.30","517.40","404.14"
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|FI","415.70","464.30","521.70","357.54"
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|FI","421.20","479.20","526.00","346.56"
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|FI","421.20","499.50","547.80","322.54"
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|FI","429.50","514.70","555.30","301.07"
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|FI","435.00","529.90","562.80","283.83"
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|FI","443.30","545.00","570.30","254.47"
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|FI","484.70","592.60","615.20","268.96"
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|FI","499.90","593.60","615.20","289.96"
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|FI","515.10","593.60","615.20","304.77"
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|FI","530.30","592.60","615.20","318.43"
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|FI","550.50","592.60","600.70","328.37"
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|FI","557.30","591.10","594.00","320.04"
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|FI","557.30","590.10","587.20","305.87"
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|FI","550.50","588.60","580.40","308.17"
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|FI","549.20","546.10","467.20","288.57"
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|FI","541.00","533.60","470.20","253.70"
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|FI","532.90","533.60","473.20","238.40"
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|FI","524.70","546.10","476.20","246.96"
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|FI","503.60","557.60","478.80","269.33"
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|FI","493.70","566.70","484.30","291.79"
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|FI","483.80","575.70","489.80","314.07"
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|FI","474.00","584.80","495.30","319.13"
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|FI","465.60","611.90","510.20","318.27"
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|FI","459.90","612.60","522.40","312.70"
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|FI","456.10","612.60","534.50","329.76"
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|FI","450.40","611.90","546.70","352.20"
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|FI","450.40","610.80","557.50","360.00"
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|FI","448.50","610.10","573.30","358.70"
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|FI","446.60","610.10","589.10","373.33"
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|FI","444.60","610.80","604.90","416.03"
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|FI","443.50","611.40","676.60","440.73"
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|FI","441.50","614.50","696.40","469.87"
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|FI","441.50","617.60","716.30","448.90"
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|FI","443.50","620.70","736.10","518.56"
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|FI","450.20","621.00","798.50","562.36"
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|FI","458.50","630.50","810.10","658.55"
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|FI","466.80","639.90","821.70","673.97"
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|FI","475.20","649.40","833.30","691.53"
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|FI","508.90","664.80","857.10","732.80"
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|FI","509.60","682.60","871.80","744.20"
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|FI","509.60","700.40","886.60","786.39"
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|FI","508.90","718.30","901.30","833.79"
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|FI","507.70","765.30","966.50","810.94"
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|FI","507.00","774.70","978.80","868.15"
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|FI","507.00","780.90","991.00","987.25"
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|FI","507.70","790.20","1003.30","1114.30"
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|FI","507.70","790.20","1064.50","1240.00"
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|FI","511.70","796.50","1066.50","1336.60"
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|FI","514.30","796.50","1068.40","1338.30"
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|FI","518.30","790.20","1070.40","1460.20"
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|FI","546.00","760.50","1104.70","1492.20"
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|FI","554.00","748.00","1110.70","1491.60"
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|FI","561.90","735.50","1116.60","1534.90"
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|FI","569.80","723.00","1122.60","1549.90"
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|FI","572.70","710.10","1330.20","1584.90"
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|FI","580.10","699.10","1338.60","1615.20"
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|FI","580.10","688.00","1347.00","1539.50"
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|FI","572.70","677.00","1355.40","1529.60"
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|FI","543.60","658.80","1527.20","1455.00"
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|FI","541.00","654.70","1527.20","1430.80"
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|FI","541.00","652.00","1527.20","1383.20"
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|FI","543.60","647.90","1527.20","1349.90"
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|FI","544.20","647.90","1566.80","1301.10"
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|FI","547.30","645.20","1546.70","1388.20"
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|FI","550.50","645.20","1526.70","1404.30"
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|FI","553.60","647.90","1506.70","1409.90"
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|FI","566.10","658.70","1717.70","1390.40"
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|FI","568.70","660.50","1698.30","1424.20"
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|FI","568.70","660.50","1679.00","1425.30"
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|FI","566.10","658.70","1659.70","1461.60"
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|FI","562.10","656.10","1391.70","1485.50"
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|FI","561.20","655.60","1385.50","1442.00"
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|FI","560.30","655.00","1379.30","1428.10"
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|FI","559.40","654.40","1373.10","1332.70"
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|FI","846.80","1382.10","1385.70","1261.50"
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|FI","837.40","1384.40","1385.70","1224.80"
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|FI","828.00","1386.70","1385.70","1327.70"
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|FI","818.50","1389.00","1385.70","1316.00"
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|FI","784.90","1400.20","1460.60","1265.70"
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|FI","769.60","1405.10","1463.90","1347.70"
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|FI","754.30","1405.10","1467.30","1387.60"
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|FI","739.00","1400.20","1470.60","1361.20"
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|FI","732.30","1400.20","1416.80","1298.60"
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|FI","717.50","1392.70","1421.90","1348.20"
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|FI","702.80","1387.80","1427.00","1345.00"
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|FI","688.10","1380.40","1432.10","1290.40"
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|FI","666.60","1283.40","1486.50","1273.00"
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|FI","651.60","1283.40","1472.10","1233.30"
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|FI","636.50","1283.40","1457.60","1103.80"
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|FI","621.50","1283.40","1443.20","1091.00"
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|FI","605.70","1283.40","1364.00","1127.80"
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|FI","595.00","1261.20","1343.60","1141.60"
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|FI","584.30","1239.10","1323.20","1195.30"
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|FI","573.70","1216.90","1302.80","1197.40"
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|FI","572.50","1131.80","1101.20","1099.30"
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|FI","563.40","1098.30","1090.00","1004.80"
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|FI","554.20","1064.90","1078.80","952.47"
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|FI","545.10","1031.40","1067.60","946.34"
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|FI","516.60","1015.60","1089.10","898.61"
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|FI","516.60","993.50","1076.70","865.97"
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|FI","516.60","971.40","1064.40","900.49"
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|FI","516.60","949.30","1052.00","901.98"
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|FI","516.60","931.40","917.70","813.74"
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|FI","514.30","913.70","909.10","729.71"
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|FI","512.00","896.00","900.60","688.89"
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|FI","509.70","878.30","892.00","704.91"
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|FI","496.00","855.30","803.50","685.24"
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|FI","490.50","844.30","800.40","612.50"
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|FI","485.00","836.90","797.20","573.47"
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|FI","479.50","825.90","794.10","572.67"
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|FI","474.20","825.90","740.80","597.57"
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|FI","470.80","815.80","736.50","601.03"
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|FI","467.40","805.70","732.30","579.27"
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|FI","464.00","795.70","728.00","571.13"
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|FI","462.10","789.30","551.70","618.04"
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|FI","458.90","769.70","559.60","631.73"
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|FI","458.90","750.10","567.40","643.47"
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|FI","462.10","730.50","575.30","647.70"
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|FI","462.10","685.50","650.10","650.27"
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|FI","466.90","664.40","657.70","628.03"
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|FI","470.10","643.30","665.40","585.10"
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|FI","474.90","622.20","673.10","599.33"
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|FI","486.80","594.30","791.20","523.38"
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|FI","504.00","591.90","791.20","469.67"
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|FI","521.20","590.20","791.20","487.43"
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|FI","538.40","587.80","791.20","466.94"
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|FI","562.10","587.80","771.70","474.17"
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|FI","591.40","586.10","774.70","446.17"
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|FI","620.70","586.10","777.70","456.33"
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|FI","650.00","587.80","780.70","452.70"
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|FI","702.30","609.50","654.80","404.73"
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|FI","732.10","617.90","660.60","437.66"
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|FI","761.90","626.40","666.30","465.94"
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|FI","791.80","634.90","672.00","468.23"
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|FI","838.30","648.20","681.00","473.40"
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|FI","850.80","661.20","674.40","547.72"
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|FI","850.80","661.20","667.80","612.96"
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|FI","838.30","648.20","661.10","627.56"
