"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"25/02/2025 23:15:00 - 25/02/2025 23:30:00","BZN|FI","4262.50","2927.70","2286.30","2037.80"
"25/02/2025 23:30:00 - 25/02/2025 23:45:00","BZN|FI","4220.30","2893.10","2272.40","2008.70"
"25/02/2025 23:45:00 - 26/02/2025 00:00:00","BZN|FI","4178.00","2858.60","2258.50","1997.10"
"26/02/2025 00:00:00 - 26/02/2025 00:15:00","BZN|FI","2582.20","2022.70","2108.70","2018.00"
"26/02/2025 00:15:00 - 26/02/2025 00:30:00","BZN|FI","2564.90","2001.40","2090.60","1978.30"
"26/02/2025 00:30:00 - 26/02/2025 00:45:00","BZN|FI","2547.50","1980.10","2072.50","1966.60"
"26/02/2025 00:45:00 - 26/02/2025 01:00:00","BZN|FI","2530.20","1958.90","2054.40","1935.60"
"26/02/2025 01:00:00 - 26/02/2025 01:15:00","BZN|FI","2468.30","1875.90","1873.80","1876.70"
"26/02/2025 01:15:00 - 26/02/2025 01:30:00","BZN|FI","2440.20","1846.10","1862.30","1834.00"
"26/02/2025 01:30:00 - 26/02/2025 01:45:00","BZN|FI","2412.00","1816.40","1850.80","1785.50"
"26/02/2025 01:45:00 - 26/02/2025 02:00:00","BZN|FI","2383.90","1786.60","1839.30","1769.10"
"26/02/2025 02:00:00 - 26/02/2025 02:15:00","BZN|FI","2361.30","1781.30","1801.80","1750.20"
"26/02/2025 02:15:00 - 26/02/2025 02:30:00","BZN|FI","2341.20","1762.30","1794.90","1742.10"
"26/02/2025 02:30:00 - 26/02/2025 02:45:00","BZN|FI","2321.00","1743.30","1788.10","1736.30"
"26/02/2025 02:45:00 - 26/02/2025 03:00:00","BZN|FI","2300.90","1724.20","1781.20","1714.00"
"26/02/2025 03:00:00 - 26/02/2025 03:15:00","BZN|FI","2292.00","1704.20","1722.50","1678.70"
"26/02/2025 03:15:00 - 26/02/2025 03:30:00","BZN|FI","2273.90","1687.40","1714.00","1652.00"
"26/02/2025 03:30:00 - 26/02/2025 03:45:00","BZN|FI","2255.70","1670.70","1705.40","1675.50"
"26/02/2025 03:45:00 - 26/02/2025 04:00:00","BZN|FI","2237.60","1654.00","1696.90","1638.80"
"26/02/2025 04:00:00 - 26/02/2025 04:15:00","BZN|FI","2219.20","1646.40","1661.70","1619.80"
"26/02/2025 04:15:00 - 26/02/2025 04:30:00","BZN|FI","2197.00","1628.00","1658.50","1603.60"
"26/02/2025 04:30:00 - 26/02/2025 04:45:00","BZN|FI","2174.80","1609.60","1655.30","1597.80"
"26/02/2025 04:45:00 - 26/02/2025 05:00:00","BZN|FI","2152.50","1591.30","1652.00","1591.50"
"26/02/2025 05:00:00 - 26/02/2025 05:15:00","BZN|FI","2120.90","1564.80","1613.80","1553.60"
"26/02/2025 05:15:00 - 26/02/2025 05:30:00","BZN|FI","2098.30","1543.00","1616.40","1534.40"
"26/02/2025 05:30:00 - 26/02/2025 05:45:00","BZN|FI","2075.70","1521.30","1619.10","1515.40"
"26/02/2025 05:45:00 - 26/02/2025 06:00:00","BZN|FI","2053.10","1499.50","1621.80","1465.30"
"26/02/2025 06:00:00 - 26/02/2025 06:15:00","BZN|FI","2027.90","1456.90","1647.20","1434.60"
"26/02/2025 06:15:00 - 26/02/2025 06:30:00","BZN|FI","2012.60","1447.80","1644.00","1429.90"
"26/02/2025 06:30:00 - 26/02/2025 06:45:00","BZN|FI","1997.40","1441.70","1640.80","1425.60"
"26/02/2025 06:45:00 - 26/02/2025 07:00:00","BZN|FI","1982.10","1432.70","1637.60","1424.90"
"26/02/2025 07:00:00 - 26/02/2025 07:15:00","BZN|FI","1969.00","1432.70","1556.20","1421.70"
"26/02/2025 07:15:00 - 26/02/2025 07:30:00","BZN|FI","1960.60","1427.40","1556.50","1437.40"
"26/02/2025 07:30:00 - 26/02/2025 07:45:00","BZN|FI","1960.60","1427.40","1556.70","1461.20"
"26/02/2025 07:45:00 - 26/02/2025 08:00:00","BZN|FI","1969.00","1432.70","1557.00","1468.20"
"26/02/2025 08:00:00 - 26/02/2025 08:15:00","BZN|FI","1981.70","1437.90","1470.50","1465.30"
"26/02/2025 08:15:00 - 26/02/2025 08:30:00","BZN|FI","1990.10","1441.40","1472.80","1472.00"
"26/02/2025 08:30:00 - 26/02/2025 08:45:00","BZN|FI","1990.10","1445.00","1475.10","1441.30"
"26/02/2025 08:45:00 - 26/02/2025 09:00:00","BZN|FI","1981.70","1448.50","1477.40","1461.30"
"26/02/2025 09:00:00 - 26/02/2025 09:15:00","BZN|FI","1927.90","1458.50","1503.50","1460.80"
"26/02/2025 09:15:00 - 26/02/2025 09:30:00","BZN|FI","1913.20","1458.50","1503.50","1439.20"
"26/02/2025 09:30:00 - 26/02/2025 09:45:00","BZN|FI","1898.50","1458.50","1503.50","1436.40"
"26/02/2025 09:45:00 - 26/02/2025 10:00:00","BZN|FI","1883.80","1458.50","1503.50","1396.70"
"26/02/2025 10:00:00 - 26/02/2025 10:15:00","BZN|FI","1875.90","1458.50","1427.00","1375.10"
"26/02/2025 10:15:00 - 26/02/2025 10:30:00","BZN|FI","1861.00","1467.80","1432.00","1391.80"
"26/02/2025 10:30:00 - 26/02/2025 10:45:00","BZN|FI","1861.00","1477.10","1436.90","1369.90"
"26/02/2025 10:45:00 - 26/02/2025 11:00:00","BZN|FI","1875.90","1486.50","1441.90","1385.90"
"26/02/2025 11:00:00 - 26/02/2025 11:15:00","BZN|FI","1902.80","1518.70","1455.00","1383.00"
"26/02/2025 11:15:00 - 26/02/2025 11:30:00","BZN|FI","1925.20","1549.60","1457.90","1414.20"
"26/02/2025 11:30:00 - 26/02/2025 11:45:00","BZN|FI","1947.50","1580.50","1460.70","1434.90"
"26/02/2025 11:45:00 - 26/02/2025 12:00:00","BZN|FI","1969.80","1611.40","1463.60","1444.80"
"26/02/2025 12:00:00 - 26/02/2025 12:15:00","BZN|FI","1993.30","1661.30","1481.60","1388.80"
"26/02/2025 12:15:00 - 26/02/2025 12:30:00","BZN|FI","2029.10","1700.20","1481.60","1333.60"
"26/02/2025 12:30:00 - 26/02/2025 12:45:00","BZN|FI","2065.00","1739.10","1481.60","1336.70"
"26/02/2025 12:45:00 - 26/02/2025 13:00:00","BZN|FI","2100.80","1778.00","1481.60","1354.90"
"26/02/2025 13:00:00 - 26/02/2025 13:15:00","BZN|FI","2161.90","1824.60","1490.30","1381.40"
"26/02/2025 13:15:00 - 26/02/2025 13:30:00","BZN|FI","2202.80","1859.00","1516.00","1460.50"
"26/02/2025 13:30:00 - 26/02/2025 13:45:00","BZN|FI","2243.70","1893.30","1541.80","1559.20"
"26/02/2025 13:45:00 - 26/02/2025 14:00:00","BZN|FI","2284.50","1927.60","1567.60","1578.70"
"26/02/2025 14:00:00 - 26/02/2025 14:15:00","BZN|FI","2320.20","1947.10","1589.40","1644.20"
"26/02/2025 14:15:00 - 26/02/2025 14:30:00","BZN|FI","2356.20","1978.50","1623.60","1723.30"
"26/02/2025 14:30:00 - 26/02/2025 14:45:00","BZN|FI","2392.10","2009.90","1657.80","1805.90"
"26/02/2025 14:45:00 - 26/02/2025 15:00:00","BZN|FI","2428.10","2041.30","1692.00","1926.30"
"26/02/2025 15:00:00 - 26/02/2025 15:15:00","BZN|FI","2442.80","2061.00","1957.40","2043.10"
"26/02/2025 15:15:00 - 26/02/2025 15:30:00","BZN|FI","2488.10","2105.30","1989.00","2095.00"
"26/02/2025 15:30:00 - 26/02/2025 15:45:00","BZN|FI","2533.40","2149.50","2020.50","2132.80"
"26/02/2025 15:45:00 - 26/02/2025 16:00:00","BZN|FI","2578.70","2193.80","2052.10","2239.20"
"26/02/2025 16:00:00 - 26/02/2025 16:15:00","BZN|FI","2645.30","2249.90","2252.50","2355.20"
"26/02/2025 16:15:00 - 26/02/2025 16:30:00","BZN|FI","2706.10","2315.50","2287.30","2402.30"
"26/02/2025 16:30:00 - 26/02/2025 16:45:00","BZN|FI","2767.00","2381.00","2322.20","2477.70"
"26/02/2025 16:45:00 - 26/02/2025 17:00:00","BZN|FI","2827.90","2446.50","2357.10","2595.40"
"26/02/2025 17:00:00 - 26/02/2025 17:15:00","BZN|FI","2925.80","2546.10","2600.90","2709.70"
"26/02/2025 17:15:00 - 26/02/2025 17:30:00","BZN|FI","2973.70","2616.60","2634.70","2821.10"
"26/02/2025 17:30:00 - 26/02/2025 17:45:00","BZN|FI","3021.60","2687.00","2668.50","2936.60"
"26/02/2025 17:45:00 - 26/02/2025 18:00:00","BZN|FI","3069.50","2757.40","2702.30","3018.50"
"26/02/2025 18:00:00 - 26/02/2025 18:15:00","BZN|FI","3085.20","2831.10","2942.90","3012.40"
"26/02/2025 18:15:00 - 26/02/2025 18:30:00","BZN|FI","3108.10","2884.80","2968.10","3002.00"
"26/02/2025 18:30:00 - 26/02/2025 18:45:00","BZN|FI","3131.00","2938.40","2993.30","2983.00"
"26/02/2025 18:45:00 - 26/02/2025 19:00:00","BZN|FI","3154.00","2992.10","3018.50","2966.80"
"26/02/2025 19:00:00 - 26/02/2025 19:15:00","BZN|FI","3161.30","3032.20","3305.40","3017.50"
"26/02/2025 19:15:00 - 26/02/2025 19:30:00","BZN|FI","3174.40","3064.80","3316.30","2968.30"
"26/02/2025 19:30:00 - 26/02/2025 19:45:00","BZN|FI","3187.60","3097.30","3327.10","3044.50"
"26/02/2025 19:45:00 - 26/02/2025 20:00:00","BZN|FI","3200.70","3129.90","3337.90","3077.50"
"26/02/2025 20:00:00 - 26/02/2025 20:15:00","BZN|FI","3216.60","3169.00","3359.70","3103.60"
"26/02/2025 20:15:00 - 26/02/2025 20:30:00","BZN|FI","3232.80","3175.40","3355.50","3125.00"
"26/02/2025 20:30:00 - 26/02/2025 20:45:00","BZN|FI","3232.80","3175.40","3351.30","3223.70"
"26/02/2025 20:45:00 - 26/02/2025 21:00:00","BZN|FI","3216.60","3169.00","3347.10","3159.40"
"26/02/2025 21:00:00 - 26/02/2025 21:15:00","BZN|FI","3210.40","3169.00","3213.60","3264.40"
"26/02/2025 21:15:00 - 26/02/2025 21:30:00","BZN|FI","3192.80","3159.50","3212.10","3350.30"
"26/02/2025 21:30:00 - 26/02/2025 21:45:00","BZN|FI","3175.30","3153.20","3210.50","3425.50"
"26/02/2025 21:45:00 - 26/02/2025 22:00:00","BZN|FI","3157.80","3143.60","3208.90","3501.10"
"26/02/2025 22:00:00 - 26/02/2025 22:15:00","BZN|FI","3117.70","3106.70","3177.80","3512.50"
"26/02/2025 22:15:00 - 26/02/2025 22:30:00","BZN|FI","3095.50","3088.80","3177.00","3477.90"
"26/02/2025 22:30:00 - 26/02/2025 22:45:00","BZN|FI","3073.20","3070.90","3176.40","3441.50"
"26/02/2025 22:45:00 - 26/02/2025 23:00:00","BZN|FI","3051.00","3053.00","3175.60","3458.60"
"26/02/2025 23:00:00 - 26/02/2025 23:15:00","BZN|FI","3022.00","3026.60","3358.70","3361.90"
"26/02/2025 23:15:00 - 26/02/2025 23:30:00","BZN|FI","3011.60","3017.70","3342.30","3307.90"
"26/02/2025 23:30:00 - 26/02/2025 23:45:00","BZN|FI","3001.20","3008.80","3325.90","3307.80"
"26/02/2025 23:45:00 - 27/02/2025 00:00:00","BZN|FI","2990.90","3000.00","3309.50","3335.60"
"27/02/2025 00:00:00 - 27/02/2025 00:15:00","BZN|FI","3090.20","3406.60","3324.80","3393.50"
"27/02/2025 00:15:00 - 27/02/2025 00:30:00","BZN|FI","3082.20","3406.60","3310.80","3410.10"
"27/02/2025 00:30:00 - 27/02/2025 00:45:00","BZN|FI","3074.20","3406.60","3296.80","3342.00"
"27/02/2025 00:45:00 - 27/02/2025 01:00:00","BZN|FI","3066.20","3406.60","3282.80","3322.80"
"27/02/2025 01:00:00 - 27/02/2025 01:15:00","BZN|FI","3043.70","3406.60","3175.20","3306.50"
"27/02/2025 01:15:00 - 27/02/2025 01:30:00","BZN|FI","3026.80","3400.00","3179.30","3351.00"
"27/02/2025 01:30:00 - 27/02/2025 01:45:00","BZN|FI","3009.90","3393.40","3183.40","3365.60"
"27/02/2025 01:45:00 - 27/02/2025 02:00:00","BZN|FI","2993.10","3386.80","3187.50","3375.60"
"27/02/2025 02:00:00 - 27/02/2025 02:15:00","BZN|FI","2971.10","3343.30","3313.70","3280.50"
"27/02/2025 02:15:00 - 27/02/2025 02:30:00","BZN|FI","2952.50","3317.10","3318.40","3123.10"
"27/02/2025 02:30:00 - 27/02/2025 02:45:00","BZN|FI","2934.00","3290.90","3323.10","3128.50"
"27/02/2025 02:45:00 - 27/02/2025 03:00:00","BZN|FI","2915.40","3264.80","3327.80","3114.50"
"27/02/2025 03:00:00 - 27/02/2025 03:15:00","BZN|FI","2896.30","3229.00","3447.40","3023.50"
"27/02/2025 03:15:00 - 27/02/2025 03:30:00","BZN|FI","2878.70","3201.10","3439.00","3017.80"
"27/02/2025 03:30:00 - 27/02/2025 03:45:00","BZN|FI","2861.00","3173.20","3430.50","3019.90"
"27/02/2025 03:45:00 - 27/02/2025 04:00:00","BZN|FI","2843.40","3145.30","3422.10","2947.90"
"27/02/2025 04:00:00 - 27/02/2025 04:15:00","BZN|FI","2821.30","3086.60","3343.30","2919.70"
"27/02/2025 04:15:00 - 27/02/2025 04:30:00","BZN|FI","2808.50","3075.20","3333.60","2876.50"
"27/02/2025 04:30:00 - 27/02/2025 04:45:00","BZN|FI","2795.80","3075.20","3323.90","2867.40"
"27/02/2025 04:45:00 - 27/02/2025 05:00:00","BZN|FI","2783.00","3086.60","3314.20","2874.40"
"27/02/2025 05:00:00 - 27/02/2025 05:15:00","BZN|FI","2776.40","3103.70","3168.30","2929.80"
"27/02/2025 05:15:00 - 27/02/2025 05:30:00","BZN|FI","2769.90","3115.10","3161.60","2925.70"
"27/02/2025 05:30:00 - 27/02/2025 05:45:00","BZN|FI","2765.60","3115.10","3154.90","2965.20"
"27/02/2025 05:45:00 - 27/02/2025 06:00:00","BZN|FI","2759.10","3103.70","3148.10","2929.60"
"27/02/2025 06:00:00 - 27/02/2025 06:15:00","BZN|FI","2759.10","3054.50","3055.00","2869.30"
"27/02/2025 06:15:00 - 27/02/2025 06:30:00","BZN|FI","2737.60","3054.40","3055.00","2982.40"
"27/02/2025 06:30:00 - 27/02/2025 06:45:00","BZN|FI","2716.00","3054.40","3055.00","3037.60"
"27/02/2025 06:45:00 - 27/02/2025 07:00:00","BZN|FI","2694.50","3054.50","3055.00","3023.30"
"27/02/2025 07:00:00 - 27/02/2025 07:15:00","BZN|FI","2662.00","3054.60","3100.00","3035.90"
"27/02/2025 07:15:00 - 27/02/2025 07:30:00","BZN|FI","2617.70","3054.60","3074.10","3027.90"
"27/02/2025 07:30:00 - 27/02/2025 07:45:00","BZN|FI","2573.40","3054.60","3048.30","3058.70"
"27/02/2025 07:45:00 - 27/02/2025 08:00:00","BZN|FI","2529.10","3054.60","3022.40","3004.20"
"27/02/2025 08:00:00 - 27/02/2025 08:15:00","BZN|FI","2451.70","2948.70","2911.60","2875.20"
"27/02/2025 08:15:00 - 27/02/2025 08:30:00","BZN|FI","2398.80","2890.40","2875.30","2760.80"
"27/02/2025 08:30:00 - 27/02/2025 08:45:00","BZN|FI","2345.90","2832.20","2838.90","2685.90"
"27/02/2025 08:45:00 - 27/02/2025 09:00:00","BZN|FI","2293.00","2774.00","2802.60","2583.90"
"27/02/2025 09:00:00 - 27/02/2025 09:15:00","BZN|FI","2241.20","2675.50","2659.30","2497.00"
"27/02/2025 09:15:00 - 27/02/2025 09:30:00","BZN|FI","2195.20","2617.80","2633.10","2388.60"
"27/02/2025 09:30:00 - 27/02/2025 09:45:00","BZN|FI","2149.30","2560.10","2606.90","2310.50"
"27/02/2025 09:45:00 - 27/02/2025 10:00:00","BZN|FI","2103.30","2502.40","2580.70","2204.60"
"27/02/2025 10:00:00 - 27/02/2025 10:15:00","BZN|FI","2050.30","2473.80","2278.60","2131.90"
"27/02/2025 10:15:00 - 27/02/2025 10:30:00","BZN|FI","2019.90","2424.60","2264.80","2035.20"
"27/02/2025 10:30:00 - 27/02/2025 10:45:00","BZN|FI","1989.50","2375.40","2251.00","2038.20"
"27/02/2025 10:45:00 - 27/02/2025 11:00:00","BZN|FI","1959.10","2326.10","2237.10","2025.10"
"27/02/2025 11:00:00 - 27/02/2025 11:15:00","BZN|FI","1928.90","2260.40","2149.80","2082.60"
"27/02/2025 11:15:00 - 27/02/2025 11:30:00","BZN|FI","1928.90","2216.80","2140.00","2086.60"
"27/02/2025 11:30:00 - 27/02/2025 11:45:00","BZN|FI","1928.90","2173.30","2130.10","2040.50"
"27/02/2025 11:45:00 - 27/02/2025 12:00:00","BZN|FI","1928.90","2129.70","2120.20","1990.00"
"27/02/2025 12:00:00 - 27/02/2025 12:15:00","BZN|FI","1928.90","2094.80","1998.40","2034.40"
"27/02/2025 12:15:00 - 27/02/2025 12:30:00","BZN|FI","1917.60","2066.00","1991.90","2066.20"
"27/02/2025 12:30:00 - 27/02/2025 12:45:00","BZN|FI","1906.40","2037.10","1985.50","1981.40"
"27/02/2025 12:45:00 - 27/02/2025 13:00:00","BZN|FI","1895.10","2008.20","1979.10","2046.60"
"27/02/2025 13:00:00 - 27/02/2025 13:15:00","BZN|FI","1848.30","1968.90","1945.40","2121.40"
"27/02/2025 13:15:00 - 27/02/2025 13:30:00","BZN|FI","1829.70","1965.30","1954.80","2078.50"
"27/02/2025 13:30:00 - 27/02/2025 13:45:00","BZN|FI","1811.10","1962.90","1964.20","2050.70"
"27/02/2025 13:45:00 - 27/02/2025 14:00:00","BZN|FI","1792.40","1959.20","1973.50","1968.90"
"27/02/2025 14:00:00 - 27/02/2025 14:15:00","BZN|FI","1774.50","1959.20","2037.30","1961.60"
"27/02/2025 14:15:00 - 27/02/2025 14:30:00","BZN|FI","1751.50","1956.80","2060.10","2006.40"
"27/02/2025 14:30:00 - 27/02/2025 14:45:00","BZN|FI","1751.50","1956.80","2082.80","2050.10"
"27/02/2025 14:45:00 - 27/02/2025 15:00:00","BZN|FI","1774.50","1959.20","2105.60","2114.80"
"27/02/2025 15:00:00 - 27/02/2025 15:15:00","BZN|FI","1801.80","2065.80","2293.40","2130.90"
"27/02/2025 15:15:00 - 27/02/2025 15:30:00","BZN|FI","1836.80","2126.50","2310.10","2118.90"
"27/02/2025 15:30:00 - 27/02/2025 15:45:00","BZN|FI","1871.90","2187.10","2326.80","2230.20"
"27/02/2025 15:45:00 - 27/02/2025 16:00:00","BZN|FI","1906.90","2247.80","2343.40","2214.90"
"27/02/2025 16:00:00 - 27/02/2025 16:15:00","BZN|FI","1972.70","2361.10","2387.30","2248.10"
"27/02/2025 16:15:00 - 27/02/2025 16:30:00","BZN|FI","2019.70","2416.00","2398.70","2249.10"
"27/02/2025 16:30:00 - 27/02/2025 16:45:00","BZN|FI","2066.70","2470.90","2410.10","2225.90"
"27/02/2025 16:45:00 - 27/02/2025 17:00:00","BZN|FI","2113.60","2525.80","2421.50","2352.70"
"27/02/2025 17:00:00 - 27/02/2025 17:15:00","BZN|FI","2174.00","2564.60","2443.70","2361.10"
"27/02/2025 17:15:00 - 27/02/2025 17:30:00","BZN|FI","2211.40","2588.10","2447.60","2394.90"
"27/02/2025 17:30:00 - 27/02/2025 17:45:00","BZN|FI","2248.80","2603.70","2451.60","2406.00"
"27/02/2025 17:45:00 - 27/02/2025 18:00:00","BZN|FI","2286.20","2627.20","2455.50","2454.20"
"27/02/2025 18:00:00 - 27/02/2025 18:15:00","BZN|FI","2335.00","2627.20","2436.40","2515.20"
"27/02/2025 18:15:00 - 27/02/2025 18:30:00","BZN|FI","2350.00","2642.80","2431.00","2551.50"
"27/02/2025 18:30:00 - 27/02/2025 18:45:00","BZN|FI","2350.00","2642.80","2425.50","2551.50"
"27/02/2025 18:45:00 - 27/02/2025 19:00:00","BZN|FI","2335.00","2627.20","2420.10","2607.80"
"27/02/2025 19:00:00 - 27/02/2025 19:15:00","BZN|FI","2335.00","2597.50","2441.80","2627.70"
"27/02/2025 19:15:00 - 27/02/2025 19:30:00","BZN|FI","2312.50","2568.90","2426.80","2599.60"
"27/02/2025 19:30:00 - 27/02/2025 19:45:00","BZN|FI","2297.50","2540.40","2411.80","2603.20"
"27/02/2025 19:45:00 - 27/02/2025 20:00:00","BZN|FI","2275.10","2511.80","2396.80","2610.50"
"27/02/2025 20:00:00 - 27/02/2025 20:15:00","BZN|FI","2232.70","2468.20","2414.40","2608.60"
"27/02/2025 20:15:00 - 27/02/2025 20:30:00","BZN|FI","2195.80","2427.00","2395.90","2539.80"
"27/02/2025 20:30:00 - 27/02/2025 20:45:00","BZN|FI","2158.80","2385.70","2377.50","2475.00"
"27/02/2025 20:45:00 - 27/02/2025 21:00:00","BZN|FI","2121.80","2344.50","2359.10","2454.20"
"27/02/2025 21:00:00 - 27/02/2025 21:15:00","BZN|FI","2074.60","2290.90","2379.90","2461.40"
"27/02/2025 21:15:00 - 27/02/2025 21:30:00","BZN|FI","2031.00","2246.90","2360.40","2387.00"
"27/02/2025 21:30:00 - 27/02/2025 21:45:00","BZN|FI","1987.50","2202.80","2340.90","2393.30"
"27/02/2025 21:45:00 - 27/02/2025 22:00:00","BZN|FI","1944.00","2158.80","2321.40","2364.30"
"27/02/2025 22:00:00 - 27/02/2025 22:15:00","BZN|FI","1894.50","2109.00","2276.50","2312.10"
"27/02/2025 22:15:00 - 27/02/2025 22:30:00","BZN|FI","1850.80","2072.30","2252.80","2262.50"
"27/02/2025 22:30:00 - 27/02/2025 22:45:00","BZN|FI","1807.10","2035.60","2229.10","2236.00"
"27/02/2025 22:45:00 - 27/02/2025 23:00:00","BZN|FI","1763.40","1998.90","2205.40","2193.40"
"27/02/2025 23:00:00 - 27/02/2025 23:15:00","BZN|FI","1693.60","1955.60","2156.80","2135.40"
"27/02/2025 23:15:00 - 27/02/2025 23:30:00","BZN|FI","1671.10","1939.20","2129.10","2114.60"
"27/02/2025 23:30:00 - 27/02/2025 23:45:00","BZN|FI","1648.50","1922.90","2101.30","2057.20"
"27/02/2025 23:45:00 - 28/02/2025 00:00:00","BZN|FI","1625.90","1906.50","2073.60","1966.20"
"28/02/2025 00:00:00 - 28/02/2025 00:15:00","BZN|FI","1815.30","1864.90","1936.20","1859.90"
"28/02/2025 00:15:00 - 28/02/2025 00:30:00","BZN|FI","1803.70","1843.10","1915.50","1855.30"
"28/02/2025 00:30:00 - 28/02/2025 00:45:00","BZN|FI","1792.00","1821.30","1894.90","1813.20"
"28/02/2025 00:45:00 - 28/02/2025 01:00:00","BZN|FI","1780.30","1799.60","1874.20","1752.40"
"28/02/2025 01:00:00 - 28/02/2025 01:15:00","BZN|FI","1733.80","1737.80","1768.10","1690.40"
"28/02/2025 01:15:00 - 28/02/2025 01:30:00","BZN|FI","1718.10","1691.80","1748.00","1656.60"
"28/02/2025 01:30:00 - 28/02/2025 01:45:00","BZN|FI","1702.40","1645.90","1727.90","1643.30"
"28/02/2025 01:45:00 - 28/02/2025 02:00:00","BZN|FI","1686.70","1599.90","1707.80","1628.80"
"28/02/2025 02:00:00 - 28/02/2025 02:15:00","BZN|FI","1672.30","1536.80","1571.30","1536.20"
"28/02/2025 02:15:00 - 28/02/2025 02:30:00","BZN|FI","1672.30","1488.70","1554.30","1453.30"
"28/02/2025 02:30:00 - 28/02/2025 02:45:00","BZN|FI","1672.30","1440.60","1537.40","1431.20"
"28/02/2025 02:45:00 - 28/02/2025 03:00:00","BZN|FI","1672.30","1392.50","1520.40","1364.30"
"28/02/2025 03:00:00 - 28/02/2025 03:15:00","BZN|FI","1672.30","1354.80","1418.40","1345.70"
"28/02/2025 03:15:00 - 28/02/2025 03:30:00","BZN|FI","1665.00","1307.60","1407.40","1314.90"
"28/02/2025 03:30:00 - 28/02/2025 03:45:00","BZN|FI","1657.70","1260.40","1396.50","1241.40"
"28/02/2025 03:45:00 - 28/02/2025 04:00:00","BZN|FI","1650.40","1213.20","1385.60","1156.20"
"28/02/2025 04:00:00 - 28/02/2025 04:15:00","BZN|FI","1636.90","1118.90","1281.70","1120.80"
"28/02/2025 04:15:00 - 28/02/2025 04:30:00","BZN|FI","1621.40","1095.10","1281.70","1067.00"
"28/02/2025 04:30:00 - 28/02/2025 04:45:00","BZN|FI","1606.00","1079.30","1281.70","1017.80"
"28/02/2025 04:45:00 - 28/02/2025 05:00:00","BZN|FI","1590.50","1055.60","1281.70","991.34"
"28/02/2025 05:00:00 - 28/02/2025 05:15:00","BZN|FI","1559.60","1055.60","1244.10","973.27"
"28/02/2025 05:15:00 - 28/02/2025 05:30:00","BZN|FI","1544.90","1039.70","1251.50","980.86"
"28/02/2025 05:30:00 - 28/02/2025 05:45:00","BZN|FI","1530.20","1039.70","1258.90","999.26"
"28/02/2025 05:45:00 - 28/02/2025 06:00:00","BZN|FI","1515.50","1055.60","1266.30","1031.80"
"28/02/2025 06:00:00 - 28/02/2025 06:15:00","BZN|FI","1496.20","1125.20","1220.20","1075.40"
"28/02/2025 06:15:00 - 28/02/2025 06:30:00","BZN|FI","1496.20","1129.10","1222.00","1074.00"
"28/02/2025 06:30:00 - 28/02/2025 06:45:00","BZN|FI","1496.20","1131.70","1223.80","1034.00"
"28/02/2025 06:45:00 - 28/02/2025 07:00:00","BZN|FI","1496.20","1135.50","1225.50","1053.90"
"28/02/2025 07:00:00 - 28/02/2025 07:15:00","BZN|FI","1496.20","1135.50","1212.70","1091.90"
"28/02/2025 07:15:00 - 28/02/2025 07:30:00","BZN|FI","1484.00","1138.10","1194.90","1104.70"
"28/02/2025 07:30:00 - 28/02/2025 07:45:00","BZN|FI","1471.80","1138.10","1177.10","1089.70"
"28/02/2025 07:45:00 - 28/02/2025 08:00:00","BZN|FI","1459.50","1135.50","1159.30","1097.10"
"28/02/2025 08:00:00 - 28/02/2025 08:15:00","BZN|FI","1423.90","1056.90","1070.30","1113.60"
"28/02/2025 08:15:00 - 28/02/2025 08:30:00","BZN|FI","1375.10","1024.20","1051.80","1091.40"
"28/02/2025 08:30:00 - 28/02/2025 08:45:00","BZN|FI","1326.30","991.50","1033.30","1010.80"
"28/02/2025 08:45:00 - 28/02/2025 09:00:00","BZN|FI","1277.50","958.90","1014.80","993.34"
"28/02/2025 09:00:00 - 28/02/2025 09:15:00","BZN|FI","1167.30","908.80","944.80","961.40"
"28/02/2025 09:15:00 - 28/02/2025 09:30:00","BZN|FI","1114.00","886.50","936.10","917.70"
"28/02/2025 09:30:00 - 28/02/2025 09:45:00","BZN|FI","1060.80","864.10","927.50","876.44"
"28/02/2025 09:45:00 - 28/02/2025 10:00:00","BZN|FI","1007.50","841.80","918.80","856.93"
"28/02/2025 10:00:00 - 28/02/2025 10:15:00","BZN|FI","967.70","831.10","853.20","775.94"
"28/02/2025 10:15:00 - 28/02/2025 10:30:00","BZN|FI","939.10","826.90","852.80","727.01"
"28/02/2025 10:30:00 - 28/02/2025 10:45:00","BZN|FI","910.40","826.90","852.40","727.57"
"28/02/2025 10:45:00 - 28/02/2025 11:00:00","BZN|FI","881.70","831.10","852.00","716.91"
"28/02/2025 11:00:00 - 28/02/2025 11:15:00","BZN|FI","859.40","831.10","835.90","742.15"
"28/02/2025 11:15:00 - 28/02/2025 11:30:00","BZN|FI","856.70","837.40","836.30","776.36"
"28/02/2025 11:30:00 - 28/02/2025 11:45:00","BZN|FI","856.70","841.60","836.60","841.39"
"28/02/2025 11:45:00 - 28/02/2025 12:00:00","BZN|FI","859.40","847.90","837.10","888.06"
"28/02/2025 12:00:00 - 28/02/2025 12:15:00","BZN|FI","859.40","874.10","805.60","896.00"
"28/02/2025 12:15:00 - 28/02/2025 12:30:00","BZN|FI","863.60","888.00","813.60","932.24"
