"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"27/03/2022 03:00:00 (CEST) - 27/03/2022 04:00:00","BZN|FI","1813.20","1737.30","1733.10","1747.80"
"27/03/2022 04:00:00 - 27/03/2022 05:00:00","BZN|FI","1628.70","1419.80","1414.70","1415.00"
"27/03/2022 05:00:00 - 27/03/2022 06:00:00","BZN|FI","1312.80","1137.10","1131.60","1153.50"
"27/03/2022 06:00:00 - 27/03/2022 07:00:00","BZN|FI","985.70","914.00","917.90","929.35"
"27/03/2022 07:00:00 - 27/03/2022 08:00:00","BZN|FI","737.50","742.30","727.20","739.70"
"27/03/2022 08:00:00 - 27/03/2022 09:00:00","BZN|FI","395.10","554.40","409.30","418.77"
"27/03/2022 09:00:00 - 27/03/2022 10:00:00","BZN|FI","245.30","405.30","230.50","227.64"
"27/03/2022 10:00:00 - 27/03/2022 11:00:00","BZN|FI","251.90","388.90","292.30","282.78"
"27/03/2022 11:00:00 - 27/03/2022 12:00:00","BZN|FI","333.20","486.10","475.20","469.07"
"27/03/2022 12:00:00 - 27/03/2022 13:00:00","BZN|FI","468.20","631.80","665.30","661.29"
"27/03/2022 13:00:00 - 27/03/2022 14:00:00","BZN|FI","655.70","813.30","818.00","808.22"
"27/03/2022 14:00:00 - 27/03/2022 15:00:00","BZN|FI","815.40","939.60","942.40","931.61"
"27/03/2022 15:00:00 - 27/03/2022 16:00:00","BZN|FI","911.70","1031.50","1036.70","1006.60"
"27/03/2022 16:00:00 - 27/03/2022 17:00:00","BZN|FI","990.90","1155.10","1271.70","1238.70"
"27/03/2022 17:00:00 - 27/03/2022 18:00:00","BZN|FI","1185.30","1409.60","1542.60","1523.90"
"27/03/2022 18:00:00 - 27/03/2022 19:00:00","BZN|FI","1532.40","1782.10","1809.00","1768.10"
"27/03/2022 19:00:00 - 27/03/2022 20:00:00","BZN|FI","1872.30","2069.40","2159.80","2115.80"
"27/03/2022 20:00:00 - 27/03/2022 21:00:00","BZN|FI","2092.50","2241.80","2369.50","2321.60"
"27/03/2022 21:00:00 - 27/03/2022 22:00:00","BZN|FI","2267.80","2499.50","2604.00","2552.70"
"27/03/2022 22:00:00 - 27/03/2022 23:00:00","BZN|FI","2546.10","2708.20","2744.40","2672.80"
"27/03/2022 23:00:00 - 28/03/2022 00:00:00","BZN|FI","2752.70","2859.60","2883.70","2818.00"
"28/03/2022 00:00:00 - 28/03/2022 01:00:00","BZN|FI","2941.10","2951.50","2946.70","2886.10"
"28/03/2022 01:00:00 - 28/03/2022 02:00:00","BZN|FI","2940.50","2859.90","2853.50","2805.70"
"28/03/2022 02:00:00 - 28/03/2022 03:00:00","BZN|FI","2855.40","2685.70","2678.20","2646.20"
"28/03/2022 03:00:00 - 28/03/2022 04:00:00","BZN|FI","2766.90","2601.50","2590.20","2551.50"
"28/03/2022 04:00:00 - 28/03/2022 05:00:00","BZN|FI","2696.10","2528.80","2524.50","2499.40"
"28/03/2022 05:00:00 - 28/03/2022 06:00:00","BZN|FI","2603.20","2509.80","2511.80","2502.80"
"28/03/2022 06:00:00 - 28/03/2022 07:00:00","BZN|FI","2509.20","2441.60","2407.90","2401.50"
"28/03/2022 07:00:00 - 28/03/2022 08:00:00","BZN|FI","2429.10","2383.20","2299.90","2299.20"
"28/03/2022 08:00:00 - 28/03/2022 09:00:00","BZN|FI","2316.30","2326.20","2171.00","2170.20"
"28/03/2022 09:00:00 - 28/03/2022 10:00:00","BZN|FI","2228.40","2244.20","2060.80","2051.20"
"28/03/2022 10:00:00 - 28/03/2022 11:00:00","BZN|FI","2188.90","2167.00","2033.20","2019.90"
"28/03/2022 11:00:00 - 28/03/2022 12:00:00","BZN|FI","2134.10","2121.90","2078.80","2062.80"
"28/03/2022 12:00:00 - 28/03/2022 13:00:00","BZN|FI","2125.80","2132.60","2064.60","2047.60"
"28/03/2022 13:00:00 - 28/03/2022 14:00:00","BZN|FI","2192.20","2241.00","2058.00","2034.90"
"28/03/2022 14:00:00 - 28/03/2022 15:00:00","BZN|FI","2265.90","2338.40","2121.50","2092.20"
"28/03/2022 15:00:00 - 28/03/2022 16:00:00","BZN|FI","2268.50","2346.30","2039.60","2011.80"
"28/03/2022 16:00:00 - 28/03/2022 17:00:00","BZN|FI","2146.90","2234.50","1934.80","1907.90"
"28/03/2022 17:00:00 - 28/03/2022 18:00:00","BZN|FI","1952.00","2022.60","1753.60","1731.40"
"28/03/2022 18:00:00 - 28/03/2022 19:00:00","BZN|FI","1899.60","1930.50","1715.60","1679.80"
"28/03/2022 19:00:00 - 28/03/2022 20:00:00","BZN|FI","1941.50","1964.10","1790.10","1774.60"
"28/03/2022 20:00:00 - 28/03/2022 21:00:00","BZN|FI","1918.50","1927.00","1788.30","1745.20"
"28/03/2022 21:00:00 - 28/03/2022 22:00:00","BZN|FI","1803.90","1854.30","1777.60","1737.10"
"28/03/2022 22:00:00 - 28/03/2022 23:00:00","BZN|FI","1696.60","1815.90","1699.60","1871.40"
"28/03/2022 23:00:00 - 29/03/2022 00:00:00","BZN|FI","1645.30","1744.30","1979.60","1967.80"
"29/03/2022 00:00:00 - 29/03/2022 01:00:00","BZN|FI","1591.00","1971.10","1966.10","1949.50"
"29/03/2022 01:00:00 - 29/03/2022 02:00:00","BZN|FI","1522.10","1861.50","1853.10","1833.10"
"29/03/2022 02:00:00 - 29/03/2022 03:00:00","BZN|FI","1502.50","1734.80","1728.60","1708.80"
"29/03/2022 03:00:00 - 29/03/2022 04:00:00","BZN|FI","1525.00","1596.30","1589.80","1574.00"
"29/03/2022 04:00:00 - 29/03/2022 05:00:00","BZN|FI","1565.90","1621.00","1614.60","1625.20"
"29/03/2022 05:00:00 - 29/03/2022 06:00:00","BZN|FI","1591.90","1739.20","1736.40","1748.30"
"29/03/2022 06:00:00 - 29/03/2022 07:00:00","BZN|FI","1562.30","1627.70","1784.20","1794.20"
"29/03/2022 07:00:00 - 29/03/2022 08:00:00","BZN|FI","1422.50","1476.40","1633.40","1624.90"
"29/03/2022 08:00:00 - 29/03/2022 09:00:00","BZN|FI","1020.50","1126.50","1082.90","1048.70"
"29/03/2022 09:00:00 - 29/03/2022 10:00:00","BZN|FI","776.90","828.10","790.70","776.63"
"29/03/2022 10:00:00 - 29/03/2022 11:00:00","BZN|FI","844.20","823.50","769.20","761.67"
"29/03/2022 11:00:00 - 29/03/2022 12:00:00","BZN|FI","982.30","927.20","853.00","834.27"
"29/03/2022 12:00:00 - 29/03/2022 13:00:00","BZN|FI","1138.60","997.10","1007.30","988.85"
"29/03/2022 13:00:00 - 29/03/2022 14:00:00","BZN|FI","1290.60","1054.40","1135.10","1122.20"
"29/03/2022 14:00:00 - 29/03/2022 15:00:00","BZN|FI","1430.60","1173.50","1354.00","1335.00"
"29/03/2022 15:00:00 - 29/03/2022 16:00:00","BZN|FI","1551.40","1303.40","1623.40","1612.80"
"29/03/2022 16:00:00 - 29/03/2022 17:00:00","BZN|FI","1636.40","1436.70","1605.20","1613.50"
"29/03/2022 17:00:00 - 29/03/2022 18:00:00","BZN|FI","1729.40","1589.80","1622.30","1622.70"
"29/03/2022 18:00:00 - 29/03/2022 19:00:00","BZN|FI","1919.90","1809.20","1605.70","1581.70"
"29/03/2022 19:00:00 - 29/03/2022 20:00:00","BZN|FI","2133.80","1976.20","1720.60","1679.70"
"29/03/2022 20:00:00 - 29/03/2022 21:00:00","BZN|FI","2225.50","2033.80","1863.80","1828.40"
"29/03/2022 21:00:00 - 29/03/2022 22:00:00","BZN|FI","2218.10","2057.40","1965.30","1944.00"
"29/03/2022 22:00:00 - 29/03/2022 23:00:00","BZN|FI","2150.40","2016.30","1941.10","2031.10"
"29/03/2022 23:00:00 - 30/03/2022 00:00:00","BZN|FI","2064.10","1946.70","2080.20","2054.70"
"30/03/2022 00:00:00 - 30/03/2022 01:00:00","BZN|FI","2011.70","1982.00","1974.20","1961.90"
"30/03/2022 01:00:00 - 30/03/2022 02:00:00","BZN|FI","1924.30","1893.00","1878.40","1871.80"
"30/03/2022 02:00:00 - 30/03/2022 03:00:00","BZN|FI","1860.70","1789.00","1781.60","1769.60"
"30/03/2022 03:00:00 - 30/03/2022 04:00:00","BZN|FI","1839.20","1742.70","1743.70","1719.40"
"30/03/2022 04:00:00 - 30/03/2022 05:00:00","BZN|FI","1784.70","1723.20","1730.10","1707.10"
"30/03/2022 05:00:00 - 30/03/2022 06:00:00","BZN|FI","1708.20","1642.70","1652.80","1627.60"
"30/03/2022 06:00:00 - 30/03/2022 07:00:00","BZN|FI","1573.60","1569.10","1596.40","1575.80"
"30/03/2022 07:00:00 - 30/03/2022 08:00:00","BZN|FI","1349.00","1408.30","1342.80","1333.70"
"30/03/2022 08:00:00 - 30/03/2022 09:00:00","BZN|FI","1112.20","1216.10","1092.70","1053.70"
"30/03/2022 09:00:00 - 30/03/2022 10:00:00","BZN|FI","1043.10","1206.20","1028.00","974.97"
"30/03/2022 10:00:00 - 30/03/2022 11:00:00","BZN|FI","1093.80","1282.50","1077.80","1047.50"
"30/03/2022 11:00:00 - 30/03/2022 12:00:00","BZN|FI","1111.00","1343.70","1201.10","1176.00"
"30/03/2022 12:00:00 - 30/03/2022 13:00:00","BZN|FI","1151.50","1437.30","1293.80","1282.20"
"30/03/2022 13:00:00 - 30/03/2022 14:00:00","BZN|FI","1233.20","1510.30","1400.00","1399.40"
"30/03/2022 14:00:00 - 30/03/2022 15:00:00","BZN|FI","1275.60","1530.50","1479.70","1479.50"
"30/03/2022 15:00:00 - 30/03/2022 16:00:00","BZN|FI","1233.10","1474.30","1394.90","1384.80"
"30/03/2022 16:00:00 - 30/03/2022 17:00:00","BZN|FI","1179.80","1380.90","1262.40","1252.10"
"30/03/2022 17:00:00 - 30/03/2022 18:00:00","BZN|FI","1128.10","1277.90","1035.20","1025.20"
"30/03/2022 18:00:00 - 30/03/2022 19:00:00","BZN|FI","1161.20","1204.90","879.80","862.89"
"30/03/2022 19:00:00 - 30/03/2022 20:00:00","BZN|FI","1235.10","1203.70","970.90","931.76"
"30/03/2022 20:00:00 - 30/03/2022 21:00:00","BZN|FI","1233.60","1206.90","1227.50","1207.50"
"30/03/2022 21:00:00 - 30/03/2022 22:00:00","BZN|FI","1200.70","1180.60","1411.50","1422.60"
"30/03/2022 22:00:00 - 30/03/2022 23:00:00","BZN|FI","1139.50","1137.70","1332.80","1444.20"
"30/03/2022 23:00:00 - 31/03/2022 00:00:00","BZN|FI","1064.30","1047.00","1404.10","1428.50"
"31/03/2022 00:00:00 - 31/03/2022 01:00:00","BZN|FI","900.20","1297.90","1298.00","1323.90"
"31/03/2022 01:00:00 - 31/03/2022 02:00:00","BZN|FI","866.60","1239.30","1239.20","1270.60"
"31/03/2022 02:00:00 - 31/03/2022 03:00:00","BZN|FI","841.00","1131.60","1135.70","1161.00"
"31/03/2022 03:00:00 - 31/03/2022 04:00:00","BZN|FI","782.90","990.30","999.10","1016.90"
"31/03/2022 04:00:00 - 31/03/2022 05:00:00","BZN|FI","698.70","1015.80","1023.90","1049.40"
"31/03/2022 05:00:00 - 31/03/2022 06:00:00","BZN|FI","635.80","932.30","939.70","976.30"
"31/03/2022 06:00:00 - 31/03/2022 07:00:00","BZN|FI","583.90","801.70","832.10","876.28"
"31/03/2022 07:00:00 - 31/03/2022 08:00:00","BZN|FI","474.90","625.00","592.80","628.57"
"31/03/2022 08:00:00 - 31/03/2022 09:00:00","BZN|FI","300.30","449.40","291.80","296.30"
"31/03/2022 09:00:00 - 31/03/2022 10:00:00","BZN|FI","193.00","331.40","118.50","110.62"
"31/03/2022 10:00:00 - 31/03/2022 11:00:00","BZN|FI","165.10","271.90","105.80","102.77"
"31/03/2022 11:00:00 - 31/03/2022 12:00:00","BZN|FI","170.90","249.50","138.60","137.39"
"31/03/2022 12:00:00 - 31/03/2022 13:00:00","BZN|FI","196.60","238.60","178.30","177.37"
"31/03/2022 13:00:00 - 31/03/2022 14:00:00","BZN|FI","246.60","245.10","215.40","218.51"
"31/03/2022 14:00:00 - 31/03/2022 15:00:00","BZN|FI","302.40","284.20","266.00","267.40"
"31/03/2022 15:00:00 - 31/03/2022 16:00:00","BZN|FI","337.10","304.40","311.60","308.05"
"31/03/2022 16:00:00 - 31/03/2022 17:00:00","BZN|FI","358.90","327.60","329.90","333.78"
"31/03/2022 17:00:00 - 31/03/2022 18:00:00","BZN|FI","381.10","356.30","253.80","243.92"
"31/03/2022 18:00:00 - 31/03/2022 19:00:00","BZN|FI","439.40","406.10","212.10","203.13"
"31/03/2022 19:00:00 - 31/03/2022 20:00:00","BZN|FI","524.50","463.10","232.60","220.23"
"31/03/2022 20:00:00 - 31/03/2022 21:00:00","BZN|FI","549.30","427.70","266.10","255.95"
"31/03/2022 21:00:00 - 31/03/2022 22:00:00","BZN|FI","484.80","354.70","331.30","332.28"
"31/03/2022 22:00:00 - 31/03/2022 23:00:00","BZN|FI","421.70","325.90","290.10","310.36"
"31/03/2022 23:00:00 - 01/04/2022 00:00:00","BZN|FI","378.50","306.80","229.80","232.74"
"01/04/2022 00:00:00 - 01/04/2022 01:00:00","BZN|FI","191.80","199.10","199.00","205.75"
"01/04/2022 01:00:00 - 01/04/2022 02:00:00","BZN|FI","175.70","165.20","164.60","173.46"
"01/04/2022 02:00:00 - 01/04/2022 03:00:00","BZN|FI","184.70","124.90","124.10","128.73"
"01/04/2022 03:00:00 - 01/04/2022 04:00:00","BZN|FI","181.30","71.20","70.10","66.20"
"01/04/2022 04:00:00 - 01/04/2022 05:00:00","BZN|FI","165.30","56.20","55.30","45.05"
"01/04/2022 05:00:00 - 01/04/2022 06:00:00","BZN|FI","158.20","61.10","64.40","57.14"
"01/04/2022 06:00:00 - 01/04/2022 07:00:00","BZN|FI","149.40","49.00","85.60","83.44"
"01/04/2022 07:00:00 - 01/04/2022 08:00:00","BZN|FI","117.60","48.90","67.70","64.72"
"01/04/2022 08:00:00 - 01/04/2022 09:00:00","BZN|FI","65.50","37.30","47.20","34.22"
"01/04/2022 09:00:00 - 01/04/2022 10:00:00","BZN|FI","30.30","15.60","55.40","39.20"
"01/04/2022 10:00:00 - 01/04/2022 11:00:00","BZN|FI","28.70","7.70","31.90","22.22"
"01/04/2022 11:00:00 - 01/04/2022 12:00:00","BZN|FI","40.10","6.70","31.70","27.74"
"01/04/2022 12:00:00 - 01/04/2022 13:00:00","BZN|FI","75.20","25.30","60.90","57.87"
"01/04/2022 13:00:00 - 01/04/2022 14:00:00","BZN|FI","130.00","62.00","108.90","107.96"
"01/04/2022 14:00:00 - 01/04/2022 15:00:00","BZN|FI","176.30","105.90","156.60","157.35"
"01/04/2022 15:00:00 - 01/04/2022 16:00:00","BZN|FI","213.40","136.20","193.80","202.40"
"01/04/2022 16:00:00 - 01/04/2022 17:00:00","BZN|FI","248.60","158.50","198.00","203.51"
"01/04/2022 17:00:00 - 01/04/2022 18:00:00","BZN|FI","288.20","188.90","160.20","168.24"
"01/04/2022 18:00:00 - 01/04/2022 19:00:00","BZN|FI","352.50","254.00","162.00","174.93"
"01/04/2022 19:00:00 - 01/04/2022 20:00:00","BZN|FI","449.50","365.60","236.30","257.69"
"01/04/2022 20:00:00 - 01/04/2022 21:00:00","BZN|FI","559.20","484.20","392.90","426.56"
"01/04/2022 21:00:00 - 01/04/2022 22:00:00","BZN|FI","635.10","543.40","621.20","673.31"
"01/04/2022 22:00:00 - 01/04/2022 23:00:00","BZN|FI","720.50","620.80","753.50","922.40"
"01/04/2022 23:00:00 - 02/04/2022 00:00:00","BZN|FI","827.30","726.30","923.20","976.18"
"02/04/2022 00:00:00 - 02/04/2022 01:00:00","BZN|FI","983.40","1046.70","1049.00","1080.30"
"02/04/2022 01:00:00 - 02/04/2022 02:00:00","BZN|FI","1085.40","1147.70","1153.70","1169.60"
"02/04/2022 02:00:00 - 02/04/2022 03:00:00","BZN|FI","1245.40","1336.60","1341.70","1357.10"
"02/04/2022 03:00:00 - 02/04/2022 04:00:00","BZN|FI","1405.80","1557.60","1565.40","1581.30"
"02/04/2022 04:00:00 - 02/04/2022 05:00:00","BZN|FI","1560.20","1874.00","1890.20","1896.80"
"02/04/2022 05:00:00 - 02/04/2022 06:00:00","BZN|FI","1749.70","2118.40","2142.40","2151.00"
"02/04/2022 06:00:00 - 02/04/2022 07:00:00","BZN|FI","1884.00","2159.30","2275.40","2290.70"
"02/04/2022 07:00:00 - 02/04/2022 08:00:00","BZN|FI","2017.90","2262.30","2182.10","2181.10"
"02/04/2022 08:00:00 - 02/04/2022 09:00:00","BZN|FI","1907.10","2102.20","1826.20","1823.50"
"02/04/2022 09:00:00 - 02/04/2022 10:00:00","BZN|FI","1544.70","1652.60","1574.80","1580.40"
"02/04/2022 10:00:00 - 02/04/2022 11:00:00","BZN|FI","1502.20","1599.30","1841.40","1852.40"
"02/04/2022 11:00:00 - 02/04/2022 12:00:00","BZN|FI","1712.20","1745.10","2050.10","2064.60"
"02/04/2022 12:00:00 - 02/04/2022 13:00:00","BZN|FI","1901.70","1902.70","2136.50","2145.10"
"02/04/2022 13:00:00 - 02/04/2022 14:00:00","BZN|FI","1954.20","1967.00","2099.00","2109.00"
"02/04/2022 14:00:00 - 02/04/2022 15:00:00","BZN|FI","1867.00","1949.40","2088.50","2092.20"
"02/04/2022 15:00:00 - 02/04/2022 16:00:00","BZN|FI","1679.30","1809.10","1991.40","2021.00"
"02/04/2022 16:00:00 - 02/04/2022 17:00:00","BZN|FI","1424.50","1570.30","1716.70","1744.10"
"02/04/2022 17:00:00 - 02/04/2022 18:00:00","BZN|FI","1319.50","1450.00","1447.30","1472.00"
"02/04/2022 18:00:00 - 02/04/2022 19:00:00","BZN|FI","1427.20","1485.00","1313.80","1326.50"
"02/04/2022 19:00:00 - 02/04/2022 20:00:00","BZN|FI","1531.30","1490.40","1296.30","1275.00"
"02/04/2022 20:00:00 - 02/04/2022 21:00:00","BZN|FI","1470.90","1423.20","1234.60","1222.20"
"02/04/2022 21:00:00 - 02/04/2022 22:00:00","BZN|FI","1364.60","1328.70","1096.30","1090.00"
"02/04/2022 22:00:00 - 02/04/2022 23:00:00","BZN|FI","1368.50","1195.50","1094.40","1016.20"
"02/04/2022 23:00:00 - 03/04/2022 00:00:00","BZN|FI","1426.40","1092.90","1076.20","1059.40"
"03/04/2022 00:00:00 - 03/04/2022 01:00:00","BZN|FI","1373.70","1129.10","1127.90","1126.30"
"03/04/2022 01:00:00 - 03/04/2022 02:00:00","BZN|FI","1254.00","1155.50","1155.50","1161.10"
"03/04/2022 02:00:00 - 03/04/2022 03:00:00","BZN|FI","1122.50","1097.50","1101.10","1093.90"
"03/04/2022 03:00:00 - 03/04/2022 04:00:00","BZN|FI","992.10","1055.80","1058.20","1035.20"
"03/04/2022 04:00:00 - 03/04/2022 05:00:00","BZN|FI","893.20","967.80","967.10","961.90"
"03/04/2022 05:00:00 - 03/04/2022 06:00:00","BZN|FI","800.60","797.90","797.10","797.99"
"03/04/2022 06:00:00 - 03/04/2022 07:00:00","BZN|FI","686.90","666.50","725.10","711.16"
"03/04/2022 07:00:00 - 03/04/2022 08:00:00","BZN|FI","600.80","610.70","533.40","527.44"
"03/04/2022 08:00:00 - 03/04/2022 09:00:00","BZN|FI","347.00","391.00","314.40","313.58"
"03/04/2022 09:00:00 - 03/04/2022 10:00:00","BZN|FI","180.80","208.10","153.90","145.60"
"03/04/2022 10:00:00 - 03/04/2022 11:00:00","BZN|FI","175.50","195.40","251.10","254.87"
"03/04/2022 11:00:00 - 03/04/2022 12:00:00","BZN|FI","204.20","221.50","299.00","307.18"
"03/04/2022 12:00:00 - 03/04/2022 13:00:00","BZN|FI","253.00","260.30","384.80","395.15"
"03/04/2022 13:00:00 - 03/04/2022 14:00:00","BZN|FI","308.50","318.00","472.30","482.59"
"03/04/2022 14:00:00 - 03/04/2022 15:00:00","BZN|FI","357.00","372.80","520.10","527.96"
"03/04/2022 15:00:00 - 03/04/2022 16:00:00","BZN|FI","386.80","399.70","543.90","543.87"
"03/04/2022 16:00:00 - 03/04/2022 17:00:00","BZN|FI","377.50","368.10","470.30","481.01"
"03/04/2022 17:00:00 - 03/04/2022 18:00:00","BZN|FI","336.20","320.50","395.50","398.61"
"03/04/2022 18:00:00 - 03/04/2022 19:00:00","BZN|FI","325.90","303.50","276.00","262.15"
"03/04/2022 19:00:00 - 03/04/2022 20:00:00","BZN|FI","319.70","294.00","261.80","250.44"
"03/04/2022 20:00:00 - 03/04/2022 21:00:00","BZN|FI","274.90","278.40","284.90","273.45"
"03/04/2022 21:00:00 - 03/04/2022 22:00:00","BZN|FI","227.00","282.90","357.40","349.31"
"03/04/2022 22:00:00 - 03/04/2022 23:00:00","BZN|FI","196.20","304.50","331.20","371.33"
"03/04/2022 23:00:00 - 04/04/2022 00:00:00","BZN|FI","186.30","333.70","349.00","353.16"
"04/04/2022 00:00:00 - 04/04/2022 01:00:00","BZN|FI","235.50","369.90","368.30","374.49"
"04/04/2022 01:00:00 - 04/04/2022 02:00:00","BZN|FI","246.20","401.60","398.70","395.70"
"04/04/2022 02:00:00 - 04/04/2022 03:00:00","BZN|FI","269.20","447.70","446.80","449.92"
"04/04/2022 03:00:00 - 04/04/2022 04:00:00","BZN|FI","293.80","544.70","551.20","552.32"
"04/04/2022 04:00:00 - 04/04/2022 05:00:00","BZN|FI","340.80","641.50","650.60","652.86"
"04/04/2022 05:00:00 - 04/04/2022 06:00:00","BZN|FI","419.20","684.00","690.40","690.08"
"04/04/2022 06:00:00 - 04/04/2022 07:00:00","BZN|FI","491.60","666.80","773.80","763.60"
"04/04/2022 07:00:00 - 04/04/2022 08:00:00","BZN|FI","683.10","829.90","764.20","744.18"
"04/04/2022 08:00:00 - 04/04/2022 09:00:00","BZN|FI","719.90","800.00","609.20","585.00"
"04/04/2022 09:00:00 - 04/04/2022 10:00:00","BZN|FI","462.50","531.30","434.80","415.81"
"04/04/2022 10:00:00 - 04/04/2022 11:00:00","BZN|FI","337.30","403.10","382.80","362.48"
"04/04/2022 11:00:00 - 04/04/2022 12:00:00","BZN|FI","369.20","415.60","384.20","360.95"
"04/04/2022 12:00:00 - 04/04/2022 13:00:00","BZN|FI","438.00","473.10","462.80","432.76"
"04/04/2022 13:00:00 - 04/04/2022 14:00:00","BZN|FI","540.80","519.90","623.30","607.76"
"04/04/2022 14:00:00 - 04/04/2022 15:00:00","BZN|FI","680.70","590.10","818.20","815.92"
"04/04/2022 15:00:00 - 04/04/2022 16:00:00","BZN|FI","812.70","668.00","959.50","956.00"
"04/04/2022 16:00:00 - 04/04/2022 17:00:00","BZN|FI","914.10","727.50","1000.70","1000.60"
"04/04/2022 17:00:00 - 04/04/2022 18:00:00","BZN|FI","1052.00","836.50","1133.50","1119.80"
"04/04/2022 18:00:00 - 04/04/2022 19:00:00","BZN|FI","1267.10","1035.30","1281.70","1256.60"
"04/04/2022 19:00:00 - 04/04/2022 20:00:00","BZN|FI","1461.30","1253.80","1448.30","1427.30"
"04/04/2022 20:00:00 - 04/04/2022 21:00:00","BZN|FI","1547.70","1410.40","1586.60","1574.50"
"04/04/2022 21:00:00 - 04/04/2022 22:00:00","BZN|FI","1545.10","1465.30","1717.30","1711.40"
"04/04/2022 22:00:00 - 04/04/2022 23:00:00","BZN|FI","1514.10","1482.30","1703.50","1741.90"
"04/04/2022 23:00:00 - 05/04/2022 00:00:00","BZN|FI","1513.30","1539.70","1840.20","1841.80"
"05/04/2022 00:00:00 - 05/04/2022 01:00:00","BZN|FI","1673.30","1890.90","1890.50","1888.90"
"05/04/2022 01:00:00 - 05/04/2022 02:00:00","BZN|FI","1782.80","1968.00","1969.90","1961.50"
"05/04/2022 02:00:00 - 05/04/2022 03:00:00","BZN|FI","1853.70","2032.20","2036.60","2031.60"
"05/04/2022 03:00:00 - 05/04/2022 04:00:00","BZN|FI","1896.10","2031.50","2029.10","2027.30"
"05/04/2022 04:00:00 - 05/04/2022 05:00:00","BZN|FI","1892.30","1975.50","1964.80","1952.70"
"05/04/2022 05:00:00 - 05/04/2022 06:00:00","BZN|FI","1883.60","1869.10","1854.70","1833.80"
"05/04/2022 06:00:00 - 05/04/2022 07:00:00","BZN|FI","1846.20","1817.90","1791.30","1772.60"
"05/04/2022 07:00:00 - 05/04/2022 08:00:00","BZN|FI","1778.30","1779.70","1771.80","1743.20"
"05/04/2022 08:00:00 - 05/04/2022 09:00:00","BZN|FI","1786.30","1797.70","1763.90","1736.20"
"05/04/2022 09:00:00 - 05/04/2022 10:00:00","BZN|FI","1860.50","1849.40","1738.20","1716.20"
"05/04/2022 10:00:00 - 05/04/2022 11:00:00","BZN|FI","1924.10","1919.40","1755.10","1721.70"
"05/04/2022 11:00:00 - 05/04/2022 12:00:00","BZN|FI","1997.90","1987.10","1752.10","1722.20"
"05/04/2022 12:00:00 - 05/04/2022 13:00:00","BZN|FI","2074.80","2067.40","1810.50","1790.30"
"05/04/2022 13:00:00 - 05/04/2022 14:00:00","BZN|FI","2136.00","2165.80","1885.90","1862.40"
"05/04/2022 14:00:00 - 05/04/2022 15:00:00","BZN|FI","2201.20","2212.30","1979.90","1955.50"
"05/04/2022 15:00:00 - 05/04/2022 16:00:00","BZN|FI","2260.80","2228.20","2061.60","2054.30"
"05/04/2022 16:00:00 - 05/04/2022 17:00:00","BZN|FI","2313.10","2254.40","2104.40","2098.20"
"05/04/2022 17:00:00 - 05/04/2022 18:00:00","BZN|FI","2399.00","2274.80","2112.20","2095.10"
"05/04/2022 18:00:00 - 05/04/2022 19:00:00","BZN|FI","2439.70","2351.40","2139.10","2114.00"
"05/04/2022 19:00:00 - 05/04/2022 20:00:00","BZN|FI","2436.20","2387.70","2133.00","2099.70"
"05/04/2022 20:00:00 - 05/04/2022 21:00:00","BZN|FI","2381.50","2321.80","2168.50","2152.40"
"05/04/2022 21:00:00 - 05/04/2022 22:00:00","BZN|FI","2325.40","2196.20","2163.20","2148.90"
"05/04/2022 22:00:00 - 05/04/2022 23:00:00","BZN|FI","2324.00","2128.00","2110.10","2067.20"
"05/04/2022 23:00:00 - 06/04/2022 00:00:00","BZN|FI","2329.00","2106.80","2032.80","2044.30"
"06/04/2022 00:00:00 - 06/04/2022 01:00:00","BZN|FI","2102.70","2066.70","2064.60","2082.90"
"06/04/2022 01:00:00 - 06/04/2022 02:00:00","BZN|FI","2147.00","2098.40","2097.00","2103.00"
"06/04/2022 02:00:00 - 06/04/2022 03:00:00","BZN|FI","2175.10","2102.70","2108.20","2110.10"
"06/04/2022 03:00:00 - 06/04/2022 04:00:00","BZN|FI","2159.30","2050.00","2063.30","2076.20"
"06/04/2022 04:00:00 - 06/04/2022 05:00:00","BZN|FI","2085.20","1881.20","1897.80","1905.10"
"06/04/2022 05:00:00 - 06/04/2022 06:00:00","BZN|FI","2013.40","1755.70","1775.30","1776.20"
"06/04/2022 06:00:00 - 06/04/2022 07:00:00","BZN|FI","1903.10","1686.90","1739.60","1754.80"
"06/04/2022 07:00:00 - 06/04/2022 08:00:00","BZN|FI","1775.30","1587.60","1655.90","1699.30"
"06/04/2022 08:00:00 - 06/04/2022 09:00:00","BZN|FI","1754.70","1536.20","1483.80","1517.60"
"06/04/2022 09:00:00 - 06/04/2022 10:00:00","BZN|FI","1786.00","1601.60","1278.30","1271.20"
"06/04/2022 10:00:00 - 06/04/2022 11:00:00","BZN|FI","1688.20","1641.00","1324.00","1276.80"
"06/04/2022 11:00:00 - 06/04/2022 12:00:00","BZN|FI","1576.40","1599.10","1209.90","1160.60"
"06/04/2022 12:00:00 - 06/04/2022 13:00:00","BZN|FI","1537.10","1487.10","1158.50","1119.90"
"06/04/2022 13:00:00 - 06/04/2022 14:00:00","BZN|FI","1476.60","1358.40","1144.60","1122.40"
