"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"20/04/2023 18:00:00 - 20/04/2023 19:00:00","BZN|FI","953.80","964.70","1088.80","1031.40"
"20/04/2023 19:00:00 - 20/04/2023 20:00:00","BZN|FI","1344.00","1308.10","1300.10","1425.50"
"20/04/2023 20:00:00 - 20/04/2023 21:00:00","BZN|FI","1601.00","1542.80","1451.40","1899.40"
"20/04/2023 21:00:00 - 20/04/2023 22:00:00","BZN|FI","1727.40","1664.90","1670.20","2108.40"
"20/04/2023 22:00:00 - 20/04/2023 23:00:00","BZN|FI","1668.70","1625.20","1927.70","2268.40"
"20/04/2023 23:00:00 - 21/04/2023 00:00:00","BZN|FI","1652.40","1567.00","2049.40","2381.60"
"21/04/2023 00:00:00 - 21/04/2023 01:00:00","BZN|FI","1608.80","2326.20","1900.90","2360.20"
"21/04/2023 01:00:00 - 21/04/2023 02:00:00","BZN|FI","1389.60","2109.20","1850.40","2150.90"
"21/04/2023 02:00:00 - 21/04/2023 03:00:00","BZN|FI","1144.40","1742.80","1705.70","1764.40"
"21/04/2023 03:00:00 - 21/04/2023 04:00:00","BZN|FI","981.20","1303.60","1463.10","1317.30"
"21/04/2023 04:00:00 - 21/04/2023 05:00:00","BZN|FI","899.90","1036.00","1224.40","1037.20"
"21/04/2023 05:00:00 - 21/04/2023 06:00:00","BZN|FI","784.40","1038.60","974.90","1027.20"
"21/04/2023 06:00:00 - 21/04/2023 07:00:00","BZN|FI","757.60","956.90","857.10","901.16"
"21/04/2023 07:00:00 - 21/04/2023 08:00:00","BZN|FI","405.60","633.10","633.10","449.70"
"21/04/2023 08:00:00 - 21/04/2023 09:00:00","BZN|FI","196.00","408.40","427.90","115.84"
"21/04/2023 09:00:00 - 21/04/2023 10:00:00","BZN|FI","187.70","339.20","254.90","93.14"
"21/04/2023 10:00:00 - 21/04/2023 11:00:00","BZN|FI","251.90","368.10","197.30","179.03"
"21/04/2023 11:00:00 - 21/04/2023 12:00:00","BZN|FI","331.40","410.20","236.90","307.31"
"21/04/2023 12:00:00 - 21/04/2023 13:00:00","BZN|FI","402.60","441.60","318.40","388.50"
"21/04/2023 13:00:00 - 21/04/2023 14:00:00","BZN|FI","499.00","501.70","440.00","442.31"
"21/04/2023 14:00:00 - 21/04/2023 15:00:00","BZN|FI","568.10","551.40","550.40","515.47"
"21/04/2023 15:00:00 - 21/04/2023 16:00:00","BZN|FI","604.90","578.80","576.90","491.28"
"21/04/2023 16:00:00 - 21/04/2023 17:00:00","BZN|FI","586.70","582.60","613.10","464.94"
"21/04/2023 17:00:00 - 21/04/2023 18:00:00","BZN|FI","570.90","606.10","612.10","480.61"
"21/04/2023 18:00:00 - 21/04/2023 19:00:00","BZN|FI","640.50","738.10","721.00","610.72"
"21/04/2023 19:00:00 - 21/04/2023 20:00:00","BZN|FI","810.50","983.40","987.70","998.67"
"21/04/2023 20:00:00 - 21/04/2023 21:00:00","BZN|FI","1151.10","1372.00","1405.20","1596.80"
"21/04/2023 21:00:00 - 21/04/2023 22:00:00","BZN|FI","1526.20","1762.90","1824.00","2197.10"
"21/04/2023 22:00:00 - 21/04/2023 23:00:00","BZN|FI","1817.60","2079.70","2267.60","2620.20"
"21/04/2023 23:00:00 - 22/04/2023 00:00:00","BZN|FI","1980.00","2294.60","2604.90","2877.10"
"22/04/2023 00:00:00 - 22/04/2023 01:00:00","BZN|FI","2471.60","3114.90","2573.90","3062.80"
"22/04/2023 01:00:00 - 22/04/2023 02:00:00","BZN|FI","2220.40","2870.50","2417.80","2845.80"
"22/04/2023 02:00:00 - 22/04/2023 03:00:00","BZN|FI","2058.10","2252.30","2391.80","2273.20"
"22/04/2023 03:00:00 - 22/04/2023 04:00:00","BZN|FI","1962.10","1785.90","2316.90","1814.00"
"22/04/2023 04:00:00 - 22/04/2023 05:00:00","BZN|FI","1928.80","1889.10","2104.50","1869.10"
"22/04/2023 05:00:00 - 22/04/2023 06:00:00","BZN|FI","1772.60","2232.80","1601.10","2207.30"
"22/04/2023 06:00:00 - 22/04/2023 07:00:00","BZN|FI","1656.20","2050.50","1699.40","1892.60"
"22/04/2023 07:00:00 - 22/04/2023 08:00:00","BZN|FI","1175.30","1509.20","1216.60","1265.80"
"22/04/2023 08:00:00 - 22/04/2023 09:00:00","BZN|FI","938.40","1166.90","1084.60","1019.10"
"22/04/2023 09:00:00 - 22/04/2023 10:00:00","BZN|FI","1022.80","1150.30","974.90","1030.30"
"22/04/2023 10:00:00 - 22/04/2023 11:00:00","BZN|FI","1116.70","1209.10","1096.20","1121.60"
"22/04/2023 11:00:00 - 22/04/2023 12:00:00","BZN|FI","1132.90","1167.50","1012.10","1168.40"
"22/04/2023 12:00:00 - 22/04/2023 13:00:00","BZN|FI","1162.10","1077.20","1101.00","1190.80"
"22/04/2023 13:00:00 - 22/04/2023 14:00:00","BZN|FI","1242.00","1037.00","1084.20","1218.20"
"22/04/2023 14:00:00 - 22/04/2023 15:00:00","BZN|FI","1255.60","1043.60","1148.80","1324.80"
"22/04/2023 15:00:00 - 22/04/2023 16:00:00","BZN|FI","1154.00","1044.90","1174.60","1385.60"
"22/04/2023 16:00:00 - 22/04/2023 17:00:00","BZN|FI","1051.00","1017.00","1251.00","1246.50"
"22/04/2023 17:00:00 - 22/04/2023 18:00:00","BZN|FI","965.40","983.70","1204.20","1106.80"
"22/04/2023 18:00:00 - 22/04/2023 19:00:00","BZN|FI","995.20","987.40","1097.30","891.21"
"22/04/2023 19:00:00 - 22/04/2023 20:00:00","BZN|FI","1233.10","1104.40","1150.60","859.05"
"22/04/2023 20:00:00 - 22/04/2023 21:00:00","BZN|FI","1576.50","1408.40","1255.10","1070.50"
"22/04/2023 21:00:00 - 22/04/2023 22:00:00","BZN|FI","1818.10","1668.90","1334.10","1255.60"
"22/04/2023 22:00:00 - 22/04/2023 23:00:00","BZN|FI","1905.40","1885.60","1476.10","1465.30"
"22/04/2023 23:00:00 - 23/04/2023 00:00:00","BZN|FI","1945.70","1929.30","1559.60","1602.60"
"23/04/2023 00:00:00 - 23/04/2023 01:00:00","BZN|FI","1640.30","1540.10","1492.60","1533.20"
"23/04/2023 01:00:00 - 23/04/2023 02:00:00","BZN|FI","1522.60","1354.30","1450.60","1352.80"
"23/04/2023 02:00:00 - 23/04/2023 03:00:00","BZN|FI","1375.30","1202.10","1308.70","1207.60"
"23/04/2023 03:00:00 - 23/04/2023 04:00:00","BZN|FI","1230.50","1050.70","1145.70","1055.10"
"23/04/2023 04:00:00 - 23/04/2023 05:00:00","BZN|FI","1079.00","1062.40","1017.30","1064.50"
"23/04/2023 05:00:00 - 23/04/2023 06:00:00","BZN|FI","972.30","1039.60","919.50","1044.70"
"23/04/2023 06:00:00 - 23/04/2023 07:00:00","BZN|FI","822.90","892.00","830.80","885.51"
"23/04/2023 07:00:00 - 23/04/2023 08:00:00","BZN|FI","617.70","700.60","700.60","747.05"
"23/04/2023 08:00:00 - 23/04/2023 09:00:00","BZN|FI","549.00","633.70","641.10","726.93"
"23/04/2023 09:00:00 - 23/04/2023 10:00:00","BZN|FI","596.20","621.00","603.00","799.42"
"23/04/2023 10:00:00 - 23/04/2023 11:00:00","BZN|FI","681.90","642.00","669.50","791.81"
"23/04/2023 11:00:00 - 23/04/2023 12:00:00","BZN|FI","768.90","692.10","725.30","861.72"
"23/04/2023 12:00:00 - 23/04/2023 13:00:00","BZN|FI","858.60","745.70","747.80","939.44"
"23/04/2023 13:00:00 - 23/04/2023 14:00:00","BZN|FI","902.80","727.00","780.80","920.18"
"23/04/2023 14:00:00 - 23/04/2023 15:00:00","BZN|FI","909.20","764.60","865.80","971.64"
"23/04/2023 15:00:00 - 23/04/2023 16:00:00","BZN|FI","999.00","785.10","875.60","933.26"
"23/04/2023 16:00:00 - 23/04/2023 17:00:00","BZN|FI","1114.60","930.80","960.60","1043.50"
"23/04/2023 17:00:00 - 23/04/2023 18:00:00","BZN|FI","1275.20","1061.10","1058.60","990.42"
"23/04/2023 18:00:00 - 23/04/2023 19:00:00","BZN|FI","1520.10","1248.50","1258.80","991.10"
"23/04/2023 19:00:00 - 23/04/2023 20:00:00","BZN|FI","1807.10","1497.70","1269.70","1055.20"
"23/04/2023 20:00:00 - 23/04/2023 21:00:00","BZN|FI","2077.70","1691.30","1276.30","1126.60"
"23/04/2023 21:00:00 - 23/04/2023 22:00:00","BZN|FI","2296.80","1889.00","1380.90","1413.60"
"23/04/2023 22:00:00 - 23/04/2023 23:00:00","BZN|FI","2461.20","2108.00","1517.20","1534.90"
"23/04/2023 23:00:00 - 24/04/2023 00:00:00","BZN|FI","2752.90","2376.30","1849.30","1919.10"
"24/04/2023 00:00:00 - 24/04/2023 01:00:00","BZN|FI","2125.00","2160.90","1923.10","2127.60"
"24/04/2023 01:00:00 - 24/04/2023 02:00:00","BZN|FI","2303.40","2244.90","2218.20","2220.70"
"24/04/2023 02:00:00 - 24/04/2023 03:00:00","BZN|FI","2437.80","2220.00","2315.60","2200.20"
"24/04/2023 03:00:00 - 24/04/2023 04:00:00","BZN|FI","2562.00","2205.00","2369.20","2183.70"
"24/04/2023 04:00:00 - 24/04/2023 05:00:00","BZN|FI","2555.70","2181.20","2319.30","2157.00"
"24/04/2023 05:00:00 - 24/04/2023 06:00:00","BZN|FI","2493.90","2133.70","2273.80","2111.70"
"24/04/2023 06:00:00 - 24/04/2023 07:00:00","BZN|FI","2429.70","2132.30","2199.30","2083.30"
"24/04/2023 07:00:00 - 24/04/2023 08:00:00","BZN|FI","2171.80","1967.20","1967.20","1960.10"
"24/04/2023 08:00:00 - 24/04/2023 09:00:00","BZN|FI","1952.40","1764.90","1776.20","1804.30"
"24/04/2023 09:00:00 - 24/04/2023 10:00:00","BZN|FI","1837.20","1700.40","1661.90","1692.30"
"24/04/2023 10:00:00 - 24/04/2023 11:00:00","BZN|FI","1663.20","1589.60","1575.50","1307.80"
"24/04/2023 11:00:00 - 24/04/2023 12:00:00","BZN|FI","1483.80","1397.60","1431.40","1020.60"
"24/04/2023 12:00:00 - 24/04/2023 13:00:00","BZN|FI","1293.40","1358.00","1077.60","926.70"
"24/04/2023 13:00:00 - 24/04/2023 14:00:00","BZN|FI","1170.60","1229.30","874.60","790.81"
"24/04/2023 14:00:00 - 24/04/2023 15:00:00","BZN|FI","1011.10","1011.50","771.40","619.87"
"24/04/2023 15:00:00 - 24/04/2023 16:00:00","BZN|FI","879.90","821.10","639.40","430.05"
"24/04/2023 16:00:00 - 24/04/2023 17:00:00","BZN|FI","774.70","683.90","454.20","353.12"
"24/04/2023 17:00:00 - 24/04/2023 18:00:00","BZN|FI","657.90","581.40","318.40","260.07"
"24/04/2023 18:00:00 - 24/04/2023 19:00:00","BZN|FI","647.30","571.20","331.80","314.63"
"24/04/2023 19:00:00 - 24/04/2023 20:00:00","BZN|FI","759.90","637.90","409.40","423.00"
"24/04/2023 20:00:00 - 24/04/2023 21:00:00","BZN|FI","978.10","799.90","616.20","587.23"
"24/04/2023 21:00:00 - 24/04/2023 22:00:00","BZN|FI","1210.40","929.10","807.70","665.44"
"24/04/2023 22:00:00 - 24/04/2023 23:00:00","BZN|FI","1321.80","1021.70","946.70","698.17"
"24/04/2023 23:00:00 - 25/04/2023 00:00:00","BZN|FI","1401.60","1205.20","982.40","661.68"
"25/04/2023 00:00:00 - 25/04/2023 01:00:00","BZN|FI","1305.90","714.70","968.30","710.33"
"25/04/2023 01:00:00 - 25/04/2023 02:00:00","BZN|FI","1396.10","811.80","1003.00","805.77"
"25/04/2023 02:00:00 - 25/04/2023 03:00:00","BZN|FI","1484.50","985.00","1082.70","977.89"
"25/04/2023 03:00:00 - 25/04/2023 04:00:00","BZN|FI","1649.60","1074.00","1186.80","1065.40"
"25/04/2023 04:00:00 - 25/04/2023 05:00:00","BZN|FI","1877.00","1094.70","1430.10","1080.60"
"25/04/2023 05:00:00 - 25/04/2023 06:00:00","BZN|FI","1964.60","1322.40","1573.70","1308.00"
"25/04/2023 06:00:00 - 25/04/2023 07:00:00","BZN|FI","1893.70","1481.80","1534.60","1458.80"
"25/04/2023 07:00:00 - 25/04/2023 08:00:00","BZN|FI","1627.20","1391.00","1391.00","1427.60"
"25/04/2023 08:00:00 - 25/04/2023 09:00:00","BZN|FI","1718.40","1429.40","1405.70","1353.70"
"25/04/2023 09:00:00 - 25/04/2023 10:00:00","BZN|FI","1953.80","1694.50","1616.30","1473.70"
"25/04/2023 10:00:00 - 25/04/2023 11:00:00","BZN|FI","2185.50","1964.30","1819.40","1636.90"
"25/04/2023 11:00:00 - 25/04/2023 12:00:00","BZN|FI","2408.00","2129.70","1816.90","2002.10"
"25/04/2023 12:00:00 - 25/04/2023 13:00:00","BZN|FI","2604.90","2200.20","2125.30","2271.00"
"25/04/2023 13:00:00 - 25/04/2023 14:00:00","BZN|FI","2761.20","2343.70","2432.10","2541.50"
"25/04/2023 14:00:00 - 25/04/2023 15:00:00","BZN|FI","2920.10","2698.60","2665.20","2705.40"
"25/04/2023 15:00:00 - 25/04/2023 16:00:00","BZN|FI","2995.30","2828.40","2828.70","2922.10"
"25/04/2023 16:00:00 - 25/04/2023 17:00:00","BZN|FI","2999.40","2780.10","2838.10","2917.70"
"25/04/2023 17:00:00 - 25/04/2023 18:00:00","BZN|FI","2928.40","2751.30","2894.20","2976.50"
"25/04/2023 18:00:00 - 25/04/2023 19:00:00","BZN|FI","2928.00","2738.10","3016.40","3029.50"
"25/04/2023 19:00:00 - 25/04/2023 20:00:00","BZN|FI","2984.20","2777.00","3159.70","2928.30"
"25/04/2023 20:00:00 - 25/04/2023 21:00:00","BZN|FI","3019.50","2842.80","3249.60","2731.10"
"25/04/2023 21:00:00 - 25/04/2023 22:00:00","BZN|FI","2976.40","2797.70","2995.30","2666.50"
"25/04/2023 22:00:00 - 25/04/2023 23:00:00","BZN|FI","2922.10","2651.20","2616.30","2600.60"
"25/04/2023 23:00:00 - 26/04/2023 00:00:00","BZN|FI","2876.10","2422.70","2373.70","2440.60"
"26/04/2023 00:00:00 - 26/04/2023 01:00:00","BZN|FI","2144.70","2226.90","2376.80","2233.40"
"26/04/2023 01:00:00 - 26/04/2023 02:00:00","BZN|FI","1882.40","1979.10","2174.10","1982.40"
"26/04/2023 02:00:00 - 26/04/2023 03:00:00","BZN|FI","1783.20","1764.80","2012.20","1760.80"
"26/04/2023 03:00:00 - 26/04/2023 04:00:00","BZN|FI","1758.50","1632.70","1797.50","1630.30"
"26/04/2023 04:00:00 - 26/04/2023 05:00:00","BZN|FI","1757.20","1564.40","1688.90","1578.20"
"26/04/2023 05:00:00 - 26/04/2023 06:00:00","BZN|FI","1713.00","1438.80","1572.60","1469.00"
"26/04/2023 06:00:00 - 26/04/2023 07:00:00","BZN|FI","1802.30","1392.90","1498.50","1343.80"
"26/04/2023 07:00:00 - 26/04/2023 08:00:00","BZN|FI","1795.00","1267.10","1267.10","1226.50"
"26/04/2023 08:00:00 - 26/04/2023 09:00:00","BZN|FI","1376.80","880.60","856.00","1227.00"
"26/04/2023 09:00:00 - 26/04/2023 10:00:00","BZN|FI","1022.90","680.00","659.50","1264.70"
"26/04/2023 10:00:00 - 26/04/2023 11:00:00","BZN|FI","915.00","692.70","857.90","1223.50"
"26/04/2023 11:00:00 - 26/04/2023 12:00:00","BZN|FI","972.80","794.50","1252.80","1201.80"
"26/04/2023 12:00:00 - 26/04/2023 13:00:00","BZN|FI","1148.60","877.70","1271.10","1431.00"
"26/04/2023 13:00:00 - 26/04/2023 14:00:00","BZN|FI","1294.00","1003.80","1320.10","1479.70"
"26/04/2023 14:00:00 - 26/04/2023 15:00:00","BZN|FI","1379.60","1078.30","1480.60","1582.00"
"26/04/2023 15:00:00 - 26/04/2023 16:00:00","BZN|FI","1354.40","1158.20","1536.00","1617.50"
"26/04/2023 16:00:00 - 26/04/2023 17:00:00","BZN|FI","1228.10","1196.10","1557.20","1524.10"
"26/04/2023 17:00:00 - 26/04/2023 18:00:00","BZN|FI","1115.30","1197.90","1510.60","1304.30"
"26/04/2023 18:00:00 - 26/04/2023 19:00:00","BZN|FI","1178.60","1230.70","1449.60","1258.50"
"26/04/2023 19:00:00 - 26/04/2023 20:00:00","BZN|FI","1209.90","1377.30","1493.90","1417.50"
"26/04/2023 20:00:00 - 26/04/2023 21:00:00","BZN|FI","1249.30","1591.30","1639.70","1259.00"
"26/04/2023 21:00:00 - 26/04/2023 22:00:00","BZN|FI","1353.30","1921.50","1684.90","1226.10"
"26/04/2023 22:00:00 - 26/04/2023 23:00:00","BZN|FI","1481.00","2208.20","1530.10","1364.60"
"26/04/2023 23:00:00 - 27/04/2023 00:00:00","BZN|FI","1549.10","2367.20","1500.70","1743.40"
"27/04/2023 00:00:00 - 27/04/2023 01:00:00","BZN|FI","1949.10","1830.90","1703.90","1817.90"
"27/04/2023 01:00:00 - 27/04/2023 02:00:00","BZN|FI","2083.70","1788.00","1974.40","1766.80"
"27/04/2023 02:00:00 - 27/04/2023 03:00:00","BZN|FI","2109.60","1757.90","2003.10","1735.70"
"27/04/2023 03:00:00 - 27/04/2023 04:00:00","BZN|FI","2177.10","1786.40","1981.50","1762.30"
"27/04/2023 04:00:00 - 27/04/2023 05:00:00","BZN|FI","2231.30","1870.90","1921.60","1842.90"
"27/04/2023 05:00:00 - 27/04/2023 06:00:00","BZN|FI","2182.20","1697.70","1787.90","1683.40"
"27/04/2023 06:00:00 - 27/04/2023 07:00:00","BZN|FI","2104.90","1485.40","1550.90","1464.10"
"27/04/2023 07:00:00 - 27/04/2023 08:00:00","BZN|FI","1749.60","1210.60","1210.60","1125.30"
"27/04/2023 08:00:00 - 27/04/2023 09:00:00","BZN|FI","1365.10","947.10","914.80","876.74"
"27/04/2023 09:00:00 - 27/04/2023 10:00:00","BZN|FI","1160.70","784.50","748.90","786.60"
"27/04/2023 10:00:00 - 27/04/2023 11:00:00","BZN|FI","1019.30","776.50","730.50","733.17"
"27/04/2023 11:00:00 - 27/04/2023 12:00:00","BZN|FI","945.70","760.00","817.40","856.66"
"27/04/2023 12:00:00 - 27/04/2023 13:00:00","BZN|FI","952.70","833.80","780.00","925.85"
"27/04/2023 13:00:00 - 27/04/2023 14:00:00","BZN|FI","1020.00","970.70","889.80","984.68"
"27/04/2023 14:00:00 - 27/04/2023 15:00:00","BZN|FI","1111.80","1027.70","959.00","1075.20"
"27/04/2023 15:00:00 - 27/04/2023 16:00:00","BZN|FI","1207.90","1000.10","990.20","1178.40"
"27/04/2023 16:00:00 - 27/04/2023 17:00:00","BZN|FI","1284.60","984.40","1047.70","1168.00"
"27/04/2023 17:00:00 - 27/04/2023 18:00:00","BZN|FI","1284.80","973.10","1117.80","971.20"
"27/04/2023 18:00:00 - 27/04/2023 19:00:00","BZN|FI","1225.20","919.90","1082.50","732.07"
"27/04/2023 19:00:00 - 27/04/2023 20:00:00","BZN|FI","1219.40","913.80","954.00","603.63"
"27/04/2023 20:00:00 - 27/04/2023 21:00:00","BZN|FI","1241.40","1045.90","834.10","540.09"
"27/04/2023 21:00:00 - 27/04/2023 22:00:00","BZN|FI","1234.30","1178.50","901.20","615.66"
"27/04/2023 22:00:00 - 27/04/2023 23:00:00","BZN|FI","1230.70","1217.80","978.20","656.26"
"27/04/2023 23:00:00 - 28/04/2023 00:00:00","BZN|FI","1245.20","1286.10","1063.90","689.36"
"28/04/2023 00:00:00 - 28/04/2023 01:00:00","BZN|FI","1392.80","893.00","940.30","853.47"
"28/04/2023 01:00:00 - 28/04/2023 02:00:00","BZN|FI","1420.70","979.00","945.80","965.55"
"28/04/2023 02:00:00 - 28/04/2023 03:00:00","BZN|FI","1445.90","1126.40","1085.50","1096.40"
"28/04/2023 03:00:00 - 28/04/2023 04:00:00","BZN|FI","1420.80","1095.00","1172.90","1086.70"
"28/04/2023 04:00:00 - 28/04/2023 05:00:00","BZN|FI","1294.40","1017.20","1173.30","995.77"
"28/04/2023 05:00:00 - 28/04/2023 06:00:00","BZN|FI","1163.30","948.50","1022.70","934.03"
"28/04/2023 06:00:00 - 28/04/2023 07:00:00","BZN|FI","1011.60","813.90","837.00","866.67"
"28/04/2023 07:00:00 - 28/04/2023 08:00:00","BZN|FI","759.70","670.60","670.60","656.95"
"28/04/2023 08:00:00 - 28/04/2023 09:00:00","BZN|FI","625.00","541.30","569.10","503.85"
"28/04/2023 09:00:00 - 28/04/2023 10:00:00","BZN|FI","559.40","460.90","460.90","423.68"
"28/04/2023 10:00:00 - 28/04/2023 11:00:00","BZN|FI","523.70","443.80","431.20","427.48"
"28/04/2023 11:00:00 - 28/04/2023 12:00:00","BZN|FI","491.20","452.80","359.00","435.49"
"28/04/2023 12:00:00 - 28/04/2023 13:00:00","BZN|FI","451.80","418.20","327.30","445.15"
"28/04/2023 13:00:00 - 28/04/2023 14:00:00","BZN|FI","415.00","373.30","333.40","416.46"
"28/04/2023 14:00:00 - 28/04/2023 15:00:00","BZN|FI","375.60","313.40","358.40","387.54"
"28/04/2023 15:00:00 - 28/04/2023 16:00:00","BZN|FI","355.90","281.60","351.30","322.43"
"28/04/2023 16:00:00 - 28/04/2023 17:00:00","BZN|FI","328.40","270.20","324.40","313.92"
"28/04/2023 17:00:00 - 28/04/2023 18:00:00","BZN|FI","305.40","259.20","284.50","309.90"
"28/04/2023 18:00:00 - 28/04/2023 19:00:00","BZN|FI","306.50","248.40","303.30","294.03"
"28/04/2023 19:00:00 - 28/04/2023 20:00:00","BZN|FI","349.90","296.60","351.60","295.76"
"28/04/2023 20:00:00 - 28/04/2023 21:00:00","BZN|FI","399.50","356.20","418.90","296.00"
"28/04/2023 21:00:00 - 28/04/2023 22:00:00","BZN|FI","421.40","412.30","431.50","293.99"
"28/04/2023 22:00:00 - 28/04/2023 23:00:00","BZN|FI","423.70","450.50","393.60","289.16"
"28/04/2023 23:00:00 - 29/04/2023 00:00:00","BZN|FI","390.90","433.40","347.70","289.63"
"29/04/2023 00:00:00 - 29/04/2023 01:00:00","BZN|FI","343.00","307.90","329.70","288.41"
"29/04/2023 01:00:00 - 29/04/2023 02:00:00","BZN|FI","327.60","310.80","371.20","301.86"
"29/04/2023 02:00:00 - 29/04/2023 03:00:00","BZN|FI","395.10","373.80","389.50","444.45"
"29/04/2023 03:00:00 - 29/04/2023 04:00:00","BZN|FI","450.00","434.30","440.60","444.45"
"29/04/2023 04:00:00 - 29/04/2023 05:00:00","BZN|FI","500.10","480.50","549.30","475.10"
"29/04/2023 05:00:00 - 29/04/2023 06:00:00","BZN|FI","556.80","515.00","576.70","513.78"
"29/04/2023 06:00:00 - 29/04/2023 07:00:00","BZN|FI","511.30","526.50","551.10","499.49"
"29/04/2023 07:00:00 - 29/04/2023 08:00:00","BZN|FI","538.90","534.90","537.30","544.55"
"29/04/2023 08:00:00 - 29/04/2023 09:00:00","BZN|FI","620.90","577.00","549.00","595.32"
"29/04/2023 09:00:00 - 29/04/2023 10:00:00","BZN|FI","779.70","688.60","675.60","660.08"
"29/04/2023 10:00:00 - 29/04/2023 11:00:00","BZN|FI","984.20","859.30","806.50","840.54"
"29/04/2023 11:00:00 - 29/04/2023 12:00:00","BZN|FI","1212.30","1033.70","925.30","1066.10"
"29/04/2023 12:00:00 - 29/04/2023 13:00:00","BZN|FI","1405.30","1145.40","1044.30","1194.50"
"29/04/2023 13:00:00 - 29/04/2023 14:00:00","BZN|FI","1603.50","1195.10","1155.90","1303.70"
"29/04/2023 14:00:00 - 29/04/2023 15:00:00","BZN|FI","1716.80","1315.20","1264.00","1540.90"
"29/04/2023 15:00:00 - 29/04/2023 16:00:00","BZN|FI","1737.00","1342.00","1324.30","1557.30"
"29/04/2023 16:00:00 - 29/04/2023 17:00:00","BZN|FI","1716.70","1300.60","1428.50","1464.10"
"29/04/2023 17:00:00 - 29/04/2023 18:00:00","BZN|FI","1629.80","1210.40","1370.70","1546.10"
"29/04/2023 18:00:00 - 29/04/2023 19:00:00","BZN|FI","1696.20","1179.30","1318.60","1431.60"
"29/04/2023 19:00:00 - 29/04/2023 20:00:00","BZN|FI","1873.70","1296.60","1533.30","1478.80"
"29/04/2023 20:00:00 - 29/04/2023 21:00:00","BZN|FI","2126.60","1562.30","1838.30","1484.10"
"29/04/2023 21:00:00 - 29/04/2023 22:00:00","BZN|FI","2428.90","1823.10","2063.10","1901.50"
"29/04/2023 22:00:00 - 29/04/2023 23:00:00","BZN|FI","2550.60","2034.80","2001.90","2000.00"
"29/04/2023 23:00:00 - 30/04/2023 00:00:00","BZN|FI","2531.00","2253.20","2108.00","2100.70"
"30/04/2023 00:00:00 - 30/04/2023 01:00:00","BZN|FI","2059.80","2352.10","1927.10","2341.70"
"30/04/2023 01:00:00 - 30/04/2023 02:00:00","BZN|FI","1910.90","2362.70","1911.80","2381.00"
"30/04/2023 02:00:00 - 30/04/2023 03:00:00","BZN|FI","1699.40","1903.10","1972.30","1917.50"
"30/04/2023 03:00:00 - 30/04/2023 04:00:00","BZN|FI","1483.00","1629.30","1908.40","1643.60"
"30/04/2023 04:00:00 - 30/04/2023 05:00:00","BZN|FI","1384.20","1401.60","1524.80","1402.30"
"30/04/2023 05:00:00 - 30/04/2023 06:00:00","BZN|FI","1294.70","1149.70","1448.70","1135.50"
"30/04/2023 06:00:00 - 30/04/2023 07:00:00","BZN|FI","1100.70","1217.60","1419.00","976.54"
"30/04/2023 07:00:00 - 30/04/2023 08:00:00","BZN|FI","893.70","1212.50","1212.50","905.19"
"30/04/2023 08:00:00 - 30/04/2023 09:00:00","BZN|FI","854.90","1061.10","920.80","1014.10"
"30/04/2023 09:00:00 - 30/04/2023 10:00:00","BZN|FI","908.60","1231.90","1066.00","1218.70"
"30/04/2023 10:00:00 - 30/04/2023 11:00:00","BZN|FI","1040.00","1389.70","1266.20","1346.50"
"30/04/2023 11:00:00 - 30/04/2023 12:00:00","BZN|FI","1113.40","1395.80","1111.10","1295.00"
"30/04/2023 12:00:00 - 30/04/2023 13:00:00","BZN|FI","984.70","1342.00","1118.70","1155.40"
"30/04/2023 13:00:00 - 30/04/2023 14:00:00","BZN|FI","979.00","1291.90","1032.20","904.70"
"30/04/2023 14:00:00 - 30/04/2023 15:00:00","BZN|FI","991.10","1172.10","1027.40","745.65"
"30/04/2023 15:00:00 - 30/04/2023 16:00:00","BZN|FI","894.60","1006.70","876.60","983.28"
"30/04/2023 16:00:00 - 30/04/2023 17:00:00","BZN|FI","796.10","971.50","789.10","1125.80"
"30/04/2023 17:00:00 - 30/04/2023 18:00:00","BZN|FI","681.60","964.40","1027.20","1367.10"
"30/04/2023 18:00:00 - 30/04/2023 19:00:00","BZN|FI","626.60","1142.70","1323.80","1504.40"
"30/04/2023 19:00:00 - 30/04/2023 20:00:00","BZN|FI","784.30","1394.70","1667.20","1464.40"
"30/04/2023 20:00:00 - 30/04/2023 21:00:00","BZN|FI","1074.20","1557.90","1782.90","1587.50"
"30/04/2023 21:00:00 - 30/04/2023 22:00:00","BZN|FI","1296.60","1655.60","1704.60","1732.30"
"30/04/2023 22:00:00 - 30/04/2023 23:00:00","BZN|FI","1473.50","1833.10","1741.10","1764.30"
"30/04/2023 23:00:00 - 01/05/2023 00:00:00","BZN|FI","1610.60","1984.70","1869.00","1766.30"
"01/05/2023 00:00:00 - 01/05/2023 01:00:00","BZN|FI","1768.70","1758.50","1707.30","1714.40"
"01/05/2023 01:00:00 - 01/05/2023 02:00:00","BZN|FI","1664.60","1611.30","1593.90","1577.00"
"01/05/2023 02:00:00 - 01/05/2023 03:00:00","BZN|FI","1560.40","1484.70","1569.60","1455.70"
"01/05/2023 03:00:00 - 01/05/2023 04:00:00","BZN|FI","1442.10","1405.00","1468.50","1376.00"
