"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|FI","2011.60","2044.90","2146.00","2047.40"
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|FI","1932.60","2001.40","2036.10","2038.80"
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|FI","1907.80","1909.50","1860.10","2017.40"
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|FI","1698.00","1850.60","1903.20","1814.10"
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|FI","1594.80","1902.00","1940.80","1915.30"
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|FI","1623.30","1785.60","1779.20","1870.60"
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|FI","1660.80","1704.00","1769.30","1872.80"
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|FI","1698.80","1587.20","1704.60","1717.60"
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|FI","1596.20","1525.50","1649.00","1648.50"
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|FI","1466.90","1398.30","1490.30","1530.30"
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|FI","1354.00","1236.20","1348.40","1447.50"
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|FI","1183.10","997.70","1186.10","1313.40"
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|FI","1068.80","818.80","1023.50","1115.40"
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|FI","999.00","728.10","919.70","981.28"
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|FI","944.40","657.90","845.10","860.70"
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|FI","824.00","673.50","731.60","728.90"
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|FI","561.60","640.90","642.50","666.95"
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|FI","538.20","566.60","577.50","575.80"
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|FI","496.40","436.60","543.90","459.49"
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|FI","488.70","358.90","502.10","368.83"
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|FI","464.30","327.20","431.40","324.57"
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|FI","465.20","316.90","407.80","312.78"
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|FI","431.90","356.70","397.10","326.02"
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|FI","441.70","381.40","381.40","350.35"
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|FI","450.20","392.50","396.10","333.73"
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|FI","434.20","408.20","389.30","292.24"
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|FI","433.50","377.80","389.60","258.74"
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|FI","442.90","371.00","360.40","188.02"
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|FI","473.40","378.00","344.70","161.98"
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|FI","495.10","412.20","347.90","173.89"
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|FI","531.80","499.60","357.00","246.86"
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|FI","572.10","545.30","389.90","332.38"
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|FI","596.50","545.70","438.90","382.78"
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|FI","586.90","552.80","446.40","412.55"
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|FI","570.00","569.90","467.70","548.59"
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|FI","575.50","633.90","542.80","665.06"
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|FI","606.40","650.00","661.40","787.15"
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|FI","641.90","669.70","752.10","946.43"
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|FI","685.40","764.00","857.80","1047.50"
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|FI","717.90","845.90","1033.70","983.64"
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|FI","994.60","1018.50","1155.90","1009.40"
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|FI","1050.00","1178.40","1154.80","1168.40"
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|FI","1064.90","1241.90","1184.60","1234.20"
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|FI","1112.60","1291.20","1241.60","1282.90"
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|FI","1145.50","1371.30","1248.20","1363.50"
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|FI","1171.60","1448.30","1252.60","1449.40"
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|FI","1221.60","1388.80","1322.50","1576.60"
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|FI","1217.70","1377.80","1377.80","1665.10"
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|FI","1177.30","1299.40","1450.10","1646.10"
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|FI","1157.30","1253.60","1496.00","1642.50"
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|FI","1119.90","1167.00","1476.40","1700.00"
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|FI","1124.40","1147.20","1416.40","1623.20"
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|FI","1143.90","1122.20","1456.00","1512.90"
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|FI","1137.20","1144.50","1450.40","1539.50"
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|FI","1264.30","1221.70","1513.10","1785.50"
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|FI","1348.00","1289.00","1610.20","2132.10"
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|FI","1449.00","1359.60","1801.10","2425.70"
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|FI","1513.50","1440.20","2068.40","2512.40"
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|FI","1600.40","1552.90","2319.20","2350.60"
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|FI","1684.20","1660.00","2420.20","2356.10"
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|FI","1870.20","1799.50","2391.40","2434.10"
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|FI","2062.20","1958.00","2430.00","2765.80"
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|FI","2211.40","2057.40","2518.80","2942.30"
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|FI","2303.20","2177.00","2703.70","3015.60"
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|FI","2311.90","2903.50","2849.60","2902.80"
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|FI","2394.00","2843.10","2920.30","2824.90"
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|FI","2513.70","3042.90","2870.70","3012.40"
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|FI","2588.60","3086.70","2853.70","3060.10"
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|FI","2640.80","3171.70","2951.40","3143.40"
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|FI","2644.00","3169.60","2958.90","3153.70"
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|FI","2563.40","3077.00","3028.80","3084.20"
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|FI","2477.30","3005.70","3005.70","2795.20"
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|FI","2397.40","2847.70","2882.30","2746.10"
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|FI","2314.50","2603.90","2536.30","2497.90"
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|FI","2142.80","2271.00","2343.20","2204.10"
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|FI","1961.70","2042.50","2076.00","1964.00"
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|FI","1844.30","1871.60","1899.50","1820.50"
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|FI","1883.70","1791.70","1861.10","1788.40"
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|FI","1916.50","1772.70","1909.40","1751.20"
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|FI","1874.40","1749.60","1836.50","1771.20"
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|FI","1793.20","1732.70","1717.90","1724.20"
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|FI","1631.10","1658.20","1688.60","1648.30"
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|FI","1417.40","1483.20","1605.70","1471.20"
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|FI","1287.70","1294.20","1492.50","1190.70"
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|FI","1159.50","1132.30","1311.10","918.92"
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|FI","1080.70","1025.80","1083.20","718.42"
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|FI","990.40","922.70","844.70","585.05"
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|FI","908.80","799.30","613.50","508.70"
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|FI","738.00","393.40","525.90","423.04"
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|FI","625.50","291.50","468.20","320.24"
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|FI","581.70","246.50","395.60","264.47"
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|FI","527.00","215.10","330.70","229.72"
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|FI","489.70","197.80","278.30","212.48"
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|FI","436.30","175.80","263.80","188.82"
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|FI","422.70","226.70","275.60","244.29"
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|FI","464.40","308.60","308.60","275.95"
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|FI","526.60","385.20","383.90","331.82"
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|FI","580.00","458.60","430.60","409.35"
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|FI","625.10","514.50","465.50","497.68"
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|FI","673.40","575.60","545.10","538.87"
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|FI","701.60","698.10","634.50","558.69"
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|FI","745.80","813.60","736.90","621.50"
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|FI","856.10","926.20","842.90","713.27"
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|FI","964.60","1037.70","933.30","898.08"
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|FI","1064.90","1147.50","994.10","1113.60"
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|FI","1158.70","1235.20","1139.30","1374.40"
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|FI","1276.00","1340.70","1304.10","1609.10"
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|FI","1365.30","1432.60","1469.50","1883.00"
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|FI","1452.10","1501.30","1678.10","1978.40"
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|FI","1501.40","1627.60","1954.70","1926.80"
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|FI","1583.10","1732.10","2097.00","1863.30"
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|FI","1703.50","1845.70","2030.10","1985.50"
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|FI","2083.30","2064.80","2081.40","2079.00"
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|FI","2189.30","2259.90","2209.00","2260.10"
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|FI","2292.60","2484.30","2311.30","2483.70"
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|FI","2336.30","2738.60","2410.70","2743.00"
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|FI","2413.60","2885.50","2506.50","2892.30"
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|FI","2527.30","2989.80","2744.80","2995.20"
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|FI","2668.50","2980.10","2870.10","2997.40"
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|FI","2774.20","2975.40","2975.40","2870.30"
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|FI","2799.00","2961.20","3031.40","2927.10"
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|FI","2849.10","2905.50","2923.20","3114.60"
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|FI","2883.90","2844.60","2988.20","3435.30"
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|FI","2892.50","2848.60","3102.40","3547.20"
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|FI","2978.70","2826.10","3337.70","3424.10"
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|FI","3051.20","2839.50","3468.00","3414.00"
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|FI","3114.60","2825.60","3396.70","3498.30"
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|FI","3150.30","2834.70","3377.30","3607.30"
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|FI","3192.80","2916.00","3453.40","3688.00"
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|FI","3245.40","2990.10","3572.80","3627.90"
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|FI","3312.20","3017.20","3644.60","3668.70"
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|FI","3339.20","3021.10","3576.00","3744.20"
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|FI","3375.50","3039.10","3597.10","3712.70"
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|FI","3356.80","3038.40","3585.00","3625.90"
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|FI","3383.30","3064.10","3577.80","3657.10"
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|FI","3419.40","3088.60","3558.40","3690.10"
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|FI","3313.70","3577.50","3577.30","3620.10"
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|FI","3373.60","3564.60","3620.30","3596.50"
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|FI","3388.80","3592.50","3597.10","3612.20"
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|FI","3449.10","3535.20","3606.70","3524.80"
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|FI","3448.20","3557.70","3672.40","3547.90"
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|FI","3545.00","3690.80","3675.50","3691.60"
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|FI","3644.70","3762.80","3715.60","3857.90"
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|FI","3714.80","3820.40","3820.40","3978.60"
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|FI","3793.40","3895.70","3919.80","4075.50"
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|FI","3836.70","3941.20","3987.40","4196.80"
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|FI","3887.00","3933.30","4039.00","4291.90"
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|FI","3932.30","3981.60","4118.10","4345.70"
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|FI","3942.30","4004.00","4184.80","4367.20"
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|FI","3964.80","4037.10","4233.00","4378.70"
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|FI","4000.40","4075.00","4259.90","4389.20"
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|FI","4023.70","4081.10","4260.60","4394.60"
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|FI","4008.20","4105.00","4266.70","4358.90"
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|FI","4011.50","4107.10","4274.40","4343.20"
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|FI","4040.10","4032.70","4259.50","4268.40"
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|FI","4040.30","4049.60","4247.40","4220.80"
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|FI","4025.90","4045.60","4179.50","4215.60"
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|FI","4042.70","4045.20","4113.30","4110.60"
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|FI","4036.00","4031.10","4107.30","4062.60"
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|FI","4051.50","4033.50","3965.40","4067.50"
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|FI","4111.30","4063.10","3999.10","4077.00"
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|FI","4112.40","3979.30","4005.10","3990.40"
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|FI","4104.70","3959.70","4001.90","3968.80"
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|FI","4082.40","3907.30","3972.60","3910.20"
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|FI","4034.50","3919.90","3951.20","3916.20"
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|FI","4013.40","4001.10","3900.90","4017.30"
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|FI","3997.30","3983.60","3924.20","4128.40"
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|FI","3950.60","3968.90","3968.90","4132.00"
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|FI","3883.20","3933.30","4000.10","4056.50"
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|FI","3830.00","3902.20","3982.20","3997.10"
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|FI","3767.50","3858.30","3885.70","3906.90"
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|FI","3696.80","3793.80","3767.20","3795.00"
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|FI","3630.30","3663.00","3774.70","3637.10"
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|FI","3562.30","3623.10","3660.90","3488.30"
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|FI","3544.80","3604.60","3603.80","3361.10"
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|FI","3498.80","3546.40","3531.60","3420.20"
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|FI","3437.60","3473.50","3395.60","3427.90"
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|FI","3347.60","3376.50","3399.40","3360.90"
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|FI","3264.50","3276.10","3324.50","3222.70"
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|FI","3158.80","3148.90","3196.30","3112.00"
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|FI","3049.60","3024.30","3048.60","2929.50"
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|FI","2941.70","2892.50","2926.80","2653.10"
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|FI","2851.80","2811.30","2813.10","2409.40"
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|FI","2792.70","2743.30","2468.60","2379.10"
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|FI","2771.90","2361.30","2383.00","2331.70"
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|FI","2668.00","2230.20","2379.30","2183.70"
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|FI","2592.10","2195.90","2303.60","2148.90"
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|FI","2520.20","2007.60","2198.10","1970.90"
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|FI","2396.60","1945.40","2125.50","1904.90"
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|FI","2311.40","1835.60","2014.30","1792.90"
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|FI","2268.10","1897.10","2010.70","1746.80"
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|FI","2228.80","1930.40","1930.40","1647.30"
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|FI","2198.90","1989.20","1894.20","1611.70"
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|FI","2141.20","1995.50","1807.80","1661.20"
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|FI","1999.80","1965.30","1662.40","1747.60"
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|FI","1828.20","1894.60","1659.90","1753.10"
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|FI","1709.40","1848.20","1693.40","1696.20"
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|FI","1712.60","1822.80","1704.70","1732.20"
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|FI","1743.10","1888.10","1668.50","1744.50"
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|FI","1695.00","1873.10","1634.00","1831.70"
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|FI","1601.70","1783.90","1585.70","1811.80"
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|FI","1476.80","1684.60","1621.90","1818.70"
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|FI","1358.70","1591.40","1617.20","1743.40"
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|FI","1253.00","1502.70","1610.40","1665.10"
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|FI","1243.50","1491.80","1521.20","1639.50"
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|FI","1205.20","1532.30","1486.80","1690.80"
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|FI","1235.50","1534.30","1439.90","1743.80"
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|FI","1274.50","1548.30","1459.30","1765.50"
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|FI","1251.60","1533.70","1566.30","1531.30"
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|FI","1341.20","1506.50","1632.30","1501.30"
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|FI","1360.00","1622.60","1502.60","1621.90"
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|FI","1457.60","1564.60","1570.60","1558.70"
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|FI","1581.50","1856.30","1769.20","1842.00"
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|FI","1778.10","2024.60","1871.40","2000.20"
