"MTU (CET/CEST)","Area","Day-ahead (MW)","Intraday (MW)","Current (MW)","Actual (MW)"
"04/03/2020 14:00:00 - 04/03/2020 15:00:00","BZN|FI","1619.70","1590.09","1608.15","1588.60"
"04/03/2020 15:00:00 - 04/03/2020 16:00:00","BZN|FI","1703.73","1682.51","1757.38","1740.50"
"04/03/2020 16:00:00 - 04/03/2020 17:00:00","BZN|FI","1750.37","1733.86","1848.43","1830.40"
"04/03/2020 17:00:00 - 04/03/2020 18:00:00","BZN|FI","1778.15","1759.36","1882.52","1862.70"
"04/03/2020 18:00:00 - 04/03/2020 19:00:00","BZN|FI","1797.48","1774.98","1897.98","1874.90"
"04/03/2020 19:00:00 - 04/03/2020 20:00:00","BZN|FI","1807.69","1776.88","1895.32","1868.10"
"04/03/2020 20:00:00 - 04/03/2020 21:00:00","BZN|FI","1805.51","1763.57","1899.55","1870.40"
"04/03/2020 21:00:00 - 04/03/2020 22:00:00","BZN|FI","1793.27","1743.10","1888.54","1865.60"
"04/03/2020 22:00:00 - 04/03/2020 23:00:00","BZN|FI","1774.75","1722.92","1844.12","1839.40"
"04/03/2020 23:00:00 - 05/03/2020 00:00:00","BZN|FI","1758.86","1700.33","1821.43","1811.40"
"05/03/2020 00:00:00 - 05/03/2020 01:00:00","BZN|FI","1647.97","1779.23","1779.86","1775.80"
"05/03/2020 01:00:00 - 05/03/2020 02:00:00","BZN|FI","1628.28","1736.43","1740.90","1731.10"
"05/03/2020 02:00:00 - 05/03/2020 03:00:00","BZN|FI","1605.08","1674.09","1679.07","1669.00"
"05/03/2020 03:00:00 - 05/03/2020 04:00:00","BZN|FI","1570.76","1637.14","1646.24","1633.50"
"05/03/2020 04:00:00 - 05/03/2020 05:00:00","BZN|FI","1521.86","1583.19","1596.08","1584.10"
"05/03/2020 05:00:00 - 05/03/2020 06:00:00","BZN|FI","1456.03","1505.84","1518.34","1512.90"
"05/03/2020 06:00:00 - 05/03/2020 07:00:00","BZN|FI","1376.20","1446.70","1400.61","1404.80"
"05/03/2020 07:00:00 - 05/03/2020 08:00:00","BZN|FI","1301.44","1376.68","1322.46","1326.50"
"05/03/2020 08:00:00 - 05/03/2020 09:00:00","BZN|FI","1235.27","1305.09","1212.97","1225.10"
"05/03/2020 09:00:00 - 05/03/2020 10:00:00","BZN|FI","1172.64","1239.30","1118.09","1134.40"
"05/03/2020 10:00:00 - 05/03/2020 11:00:00","BZN|FI","1108.04","1173.46","998.93","1011.30"
"05/03/2020 11:00:00 - 05/03/2020 12:00:00","BZN|FI","1045.46","1107.94","865.64","870.04"
"05/03/2020 12:00:00 - 05/03/2020 13:00:00","BZN|FI","995.25","1034.10","794.93","797.27"
"05/03/2020 13:00:00 - 05/03/2020 14:00:00","BZN|FI","953.30","963.40","727.99","734.65"
"05/03/2020 14:00:00 - 05/03/2020 15:00:00","BZN|FI","914.82","912.71","725.47","725.56"
"05/03/2020 15:00:00 - 05/03/2020 16:00:00","BZN|FI","886.79","882.74","748.92","747.43"
"05/03/2020 16:00:00 - 05/03/2020 17:00:00","BZN|FI","876.39","875.83","766.45","755.57"
"05/03/2020 17:00:00 - 05/03/2020 18:00:00","BZN|FI","875.53","883.17","766.97","752.47"
"05/03/2020 18:00:00 - 05/03/2020 19:00:00","BZN|FI","881.97","902.40","786.02","764.01"
"05/03/2020 19:00:00 - 05/03/2020 20:00:00","BZN|FI","888.13","923.23","827.82","808.45"
"05/03/2020 20:00:00 - 05/03/2020 21:00:00","BZN|FI","889.69","938.88","826.40","810.04"
"05/03/2020 21:00:00 - 05/03/2020 22:00:00","BZN|FI","898.39","953.26","806.52","791.74"
"05/03/2020 22:00:00 - 05/03/2020 23:00:00","BZN|FI","909.49","965.02","826.48","834.62"
"05/03/2020 23:00:00 - 06/03/2020 00:00:00","BZN|FI","928.67","971.87","846.98","829.12"
"06/03/2020 00:00:00 - 06/03/2020 01:00:00","BZN|FI","905.48","849.73","849.94","830.44"
"06/03/2020 01:00:00 - 06/03/2020 02:00:00","BZN|FI","922.26","855.94","856.64","840.34"
"06/03/2020 02:00:00 - 06/03/2020 03:00:00","BZN|FI","925.60","910.15","910.46","894.44"
"06/03/2020 03:00:00 - 06/03/2020 04:00:00","BZN|FI","919.53","974.97","974.99","959.98"
"06/03/2020 04:00:00 - 06/03/2020 05:00:00","BZN|FI","873.76","902.26","906.57","888.72"
"06/03/2020 05:00:00 - 06/03/2020 06:00:00","BZN|FI","805.54","849.50","857.15","843.02"
"06/03/2020 06:00:00 - 06/03/2020 07:00:00","BZN|FI","759.88","814.89","841.21","826.30"
"06/03/2020 07:00:00 - 06/03/2020 08:00:00","BZN|FI","731.72","794.51","722.27","711.91"
"06/03/2020 08:00:00 - 06/03/2020 09:00:00","BZN|FI","718.94","773.43","620.33","603.81"
"06/03/2020 09:00:00 - 06/03/2020 10:00:00","BZN|FI","733.36","768.71","577.85","561.58"
"06/03/2020 10:00:00 - 06/03/2020 11:00:00","BZN|FI","764.16","784.25","562.75","550.58"
"06/03/2020 11:00:00 - 06/03/2020 12:00:00","BZN|FI","800.79","808.37","622.02","605.94"
"06/03/2020 12:00:00 - 06/03/2020 13:00:00","BZN|FI","838.00","822.23","678.52","661.94"
"06/03/2020 13:00:00 - 06/03/2020 14:00:00","BZN|FI","835.09","805.68","688.88","676.67"
"06/03/2020 14:00:00 - 06/03/2020 15:00:00","BZN|FI","802.81","777.46","712.35","707.45"
"06/03/2020 15:00:00 - 06/03/2020 16:00:00","BZN|FI","797.09","782.00","695.04","693.48"
"06/03/2020 16:00:00 - 06/03/2020 17:00:00","BZN|FI","824.75","823.81","787.71","777.91"
"06/03/2020 17:00:00 - 06/03/2020 18:00:00","BZN|FI","864.21","870.56","1001.19","987.96"
"06/03/2020 18:00:00 - 06/03/2020 19:00:00","BZN|FI","906.83","904.26","1122.28","1111.50"
"06/03/2020 19:00:00 - 06/03/2020 20:00:00","BZN|FI","933.73","920.32","1149.15","1129.50"
"06/03/2020 20:00:00 - 06/03/2020 21:00:00","BZN|FI","944.39","929.97","1194.14","1177.50"
"06/03/2020 21:00:00 - 06/03/2020 22:00:00","BZN|FI","955.57","951.56","1244.40","1228.20"
"06/03/2020 22:00:00 - 06/03/2020 23:00:00","BZN|FI","950.33","968.05","1215.08","1257.10"
"06/03/2020 23:00:00 - 07/03/2020 00:00:00","BZN|FI","937.14","958.17","1269.42","1257.00"
"07/03/2020 00:00:00 - 07/03/2020 01:00:00","BZN|FI","912.52","1230.73","1230.54","1220.30"
"07/03/2020 01:00:00 - 07/03/2020 02:00:00","BZN|FI","904.76","1194.54","1194.45","1202.60"
"07/03/2020 02:00:00 - 07/03/2020 03:00:00","BZN|FI","903.89","1113.97","1113.12","1116.90"
"07/03/2020 03:00:00 - 07/03/2020 04:00:00","BZN|FI","909.33","1095.95","1096.12","1094.30"
"07/03/2020 04:00:00 - 07/03/2020 05:00:00","BZN|FI","918.89","1100.61","1104.38","1090.30"
"07/03/2020 05:00:00 - 07/03/2020 06:00:00","BZN|FI","941.72","1081.27","1085.81","1064.40"
"07/03/2020 06:00:00 - 07/03/2020 07:00:00","BZN|FI","966.04","1087.38","971.95","948.12"
"07/03/2020 07:00:00 - 07/03/2020 08:00:00","BZN|FI","917.92","1032.88","862.92","835.69"
"07/03/2020 08:00:00 - 07/03/2020 09:00:00","BZN|FI","759.52","882.31","776.17","756.35"
"07/03/2020 09:00:00 - 07/03/2020 10:00:00","BZN|FI","634.10","752.26","682.19","665.75"
"07/03/2020 10:00:00 - 07/03/2020 11:00:00","BZN|FI","572.77","677.00","608.24","585.76"
"07/03/2020 11:00:00 - 07/03/2020 12:00:00","BZN|FI","521.45","616.93","548.64","527.38"
"07/03/2020 12:00:00 - 07/03/2020 13:00:00","BZN|FI","476.78","541.06","489.15","466.70"
"07/03/2020 13:00:00 - 07/03/2020 14:00:00","BZN|FI","437.93","476.38","433.54","412.77"
"07/03/2020 14:00:00 - 07/03/2020 15:00:00","BZN|FI","427.02","458.83","413.42","398.96"
"07/03/2020 15:00:00 - 07/03/2020 16:00:00","BZN|FI","419.55","441.92","394.12","381.01"
"07/03/2020 16:00:00 - 07/03/2020 17:00:00","BZN|FI","402.53","418.76","430.09","418.48"
"07/03/2020 17:00:00 - 07/03/2020 18:00:00","BZN|FI","400.61","416.12","478.97","467.01"
"07/03/2020 18:00:00 - 07/03/2020 19:00:00","BZN|FI","410.23","430.37","566.80","552.24"
"07/03/2020 19:00:00 - 07/03/2020 20:00:00","BZN|FI","417.48","446.65","594.21","583.15"
"07/03/2020 20:00:00 - 07/03/2020 21:00:00","BZN|FI","419.03","459.15","768.96","765.16"
"07/03/2020 21:00:00 - 07/03/2020 22:00:00","BZN|FI","428.59","477.06","851.17","854.52"
"07/03/2020 22:00:00 - 07/03/2020 23:00:00","BZN|FI","434.83","496.04","847.45","927.19"
"07/03/2020 23:00:00 - 08/03/2020 00:00:00","BZN|FI","456.67","507.75","1029.27","1029.30"
"08/03/2020 00:00:00 - 08/03/2020 01:00:00","BZN|FI","651.75","1134.54","1133.88","1133.80"
"08/03/2020 01:00:00 - 08/03/2020 02:00:00","BZN|FI","705.00","1183.64","1180.44","1184.30"
"08/03/2020 02:00:00 - 08/03/2020 03:00:00","BZN|FI","776.48","1258.67","1254.76","1259.40"
"08/03/2020 03:00:00 - 08/03/2020 04:00:00","BZN|FI","865.23","1325.47","1321.68","1328.40"
"08/03/2020 04:00:00 - 08/03/2020 05:00:00","BZN|FI","963.71","1349.80","1347.37","1333.20"
"08/03/2020 05:00:00 - 08/03/2020 06:00:00","BZN|FI","1069.90","1373.54","1372.84","1355.90"
"08/03/2020 06:00:00 - 08/03/2020 07:00:00","BZN|FI","1180.21","1429.20","1419.41","1402.90"
"08/03/2020 07:00:00 - 08/03/2020 08:00:00","BZN|FI","1242.35","1444.97","1525.81","1513.20"
"08/03/2020 08:00:00 - 08/03/2020 09:00:00","BZN|FI","1218.95","1428.26","1566.13","1561.60"
"08/03/2020 09:00:00 - 08/03/2020 10:00:00","BZN|FI","1215.07","1463.08","1552.58","1544.40"
"08/03/2020 10:00:00 - 08/03/2020 11:00:00","BZN|FI","1309.12","1556.58","1596.31","1590.90"
"08/03/2020 11:00:00 - 08/03/2020 12:00:00","BZN|FI","1441.05","1655.02","1685.06","1682.20"
"08/03/2020 12:00:00 - 08/03/2020 13:00:00","BZN|FI","1559.72","1717.82","1739.14","1739.60"
"08/03/2020 13:00:00 - 08/03/2020 14:00:00","BZN|FI","1648.77","1751.72","1782.89","1787.20"
"08/03/2020 14:00:00 - 08/03/2020 15:00:00","BZN|FI","1715.23","1798.79","1821.79","1827.30"
"08/03/2020 15:00:00 - 08/03/2020 16:00:00","BZN|FI","1767.22","1832.60","1826.41","1832.60"
"08/03/2020 16:00:00 - 08/03/2020 17:00:00","BZN|FI","1806.42","1853.08","1860.26","1866.20"
"08/03/2020 17:00:00 - 08/03/2020 18:00:00","BZN|FI","1834.88","1865.54","1882.90","1887.30"
"08/03/2020 18:00:00 - 08/03/2020 19:00:00","BZN|FI","1856.38","1878.61","1887.72","1891.00"
"08/03/2020 19:00:00 - 08/03/2020 20:00:00","BZN|FI","1870.98","1888.02","1892.92","1893.70"
"08/03/2020 20:00:00 - 08/03/2020 21:00:00","BZN|FI","1880.72","1894.78","1892.01","1891.30"
"08/03/2020 21:00:00 - 08/03/2020 22:00:00","BZN|FI","1888.68","1900.17","1876.89","1876.10"
"08/03/2020 22:00:00 - 08/03/2020 23:00:00","BZN|FI","1888.86","1902.56","1884.39","1863.40"
"08/03/2020 23:00:00 - 09/03/2020 00:00:00","BZN|FI","1881.98","1903.00","1862.01","1859.70"
"09/03/2020 00:00:00 - 09/03/2020 01:00:00","BZN|FI","1909.74","1871.62","1871.69","1868.30"
"09/03/2020 01:00:00 - 09/03/2020 02:00:00","BZN|FI","1906.61","1884.80","1884.94","1882.80"
"09/03/2020 02:00:00 - 09/03/2020 03:00:00","BZN|FI","1901.08","1875.66","1875.72","1874.20"
"09/03/2020 03:00:00 - 09/03/2020 04:00:00","BZN|FI","1892.85","1869.17","1869.61","1867.30"
"09/03/2020 04:00:00 - 09/03/2020 05:00:00","BZN|FI","1878.97","1864.13","1865.61","1862.40"
"09/03/2020 05:00:00 - 09/03/2020 06:00:00","BZN|FI","1860.37","1862.99","1865.40","1861.30"
"09/03/2020 06:00:00 - 09/03/2020 07:00:00","BZN|FI","1838.00","1851.09","1877.37","1871.30"
"09/03/2020 07:00:00 - 09/03/2020 08:00:00","BZN|FI","1810.47","1830.40","1866.64","1861.50"
"09/03/2020 08:00:00 - 09/03/2020 09:00:00","BZN|FI","1777.08","1801.32","1825.54","1822.20"
"09/03/2020 09:00:00 - 09/03/2020 10:00:00","BZN|FI","1736.99","1763.98","1783.01","1773.90"
"09/03/2020 10:00:00 - 09/03/2020 11:00:00","BZN|FI","1694.11","1721.69","1745.39","1735.80"
"09/03/2020 11:00:00 - 09/03/2020 12:00:00","BZN|FI","1650.31","1680.42","1729.92","1716.80"
"09/03/2020 12:00:00 - 09/03/2020 13:00:00","BZN|FI","1613.58","1635.26","1678.93","1661.90"
"09/03/2020 13:00:00 - 09/03/2020 14:00:00","BZN|FI","1584.40","1601.64","1644.16","1627.00"
"09/03/2020 14:00:00 - 09/03/2020 15:00:00","BZN|FI","1569.34","1584.31","1613.78","1602.10"
"09/03/2020 15:00:00 - 09/03/2020 16:00:00","BZN|FI","1561.19","1583.68","1664.11","1656.50"
"09/03/2020 16:00:00 - 09/03/2020 17:00:00","BZN|FI","1566.53","1603.24","1670.40","1666.70"
"09/03/2020 17:00:00 - 09/03/2020 18:00:00","BZN|FI","1582.48","1625.20","1688.05","1684.20"
"09/03/2020 18:00:00 - 09/03/2020 19:00:00","BZN|FI","1600.46","1639.38","1718.86","1707.00"
"09/03/2020 19:00:00 - 09/03/2020 20:00:00","BZN|FI","1602.45","1636.71","1749.61","1739.20"
"09/03/2020 20:00:00 - 09/03/2020 21:00:00","BZN|FI","1582.98","1611.51","1731.86","1721.00"
"09/03/2020 21:00:00 - 09/03/2020 22:00:00","BZN|FI","1557.36","1575.43","1693.66","1686.60"
"09/03/2020 22:00:00 - 09/03/2020 23:00:00","BZN|FI","1526.54","1534.53","1645.56","1669.70"
"09/03/2020 23:00:00 - 10/03/2020 00:00:00","BZN|FI","1489.18","1482.73","1641.27","1630.00"
"10/03/2020 00:00:00 - 10/03/2020 01:00:00","BZN|FI","1438.12","1593.06","1594.49","1577.90"
"10/03/2020 01:00:00 - 10/03/2020 02:00:00","BZN|FI","1392.78","1515.19","1520.21","1493.60"
"10/03/2020 02:00:00 - 10/03/2020 03:00:00","BZN|FI","1344.51","1494.54","1499.87","1479.90"
"10/03/2020 03:00:00 - 10/03/2020 04:00:00","BZN|FI","1293.50","1469.47","1475.17","1460.00"
"10/03/2020 04:00:00 - 10/03/2020 05:00:00","BZN|FI","1253.81","1390.27","1396.02","1374.70"
"10/03/2020 05:00:00 - 10/03/2020 06:00:00","BZN|FI","1228.60","1323.35","1330.01","1304.00"
"10/03/2020 06:00:00 - 10/03/2020 07:00:00","BZN|FI","1202.86","1275.67","1227.38","1201.30"
"10/03/2020 07:00:00 - 10/03/2020 08:00:00","BZN|FI","1149.87","1197.85","1121.07","1095.40"
"10/03/2020 08:00:00 - 10/03/2020 09:00:00","BZN|FI","1046.29","1086.13","806.09","896.83"
"10/03/2020 09:00:00 - 10/03/2020 10:00:00","BZN|FI","937.66","993.45","783.79","758.89"
"10/03/2020 10:00:00 - 10/03/2020 11:00:00","BZN|FI","852.28","917.87","706.96","690.78"
"10/03/2020 11:00:00 - 10/03/2020 12:00:00","BZN|FI","764.57","828.42","606.79","591.84"
"10/03/2020 12:00:00 - 10/03/2020 13:00:00","BZN|FI","692.30","737.13","573.14","555.59"
"10/03/2020 13:00:00 - 10/03/2020 14:00:00","BZN|FI","608.04","637.71","504.89","486.92"
"10/03/2020 14:00:00 - 10/03/2020 15:00:00","BZN|FI","523.42","558.36","409.59","394.30"
"10/03/2020 15:00:00 - 10/03/2020 16:00:00","BZN|FI","460.23","509.03","365.38","352.07"
"10/03/2020 16:00:00 - 10/03/2020 17:00:00","BZN|FI","415.79","490.67","357.57","344.28"
"10/03/2020 17:00:00 - 10/03/2020 18:00:00","BZN|FI","395.11","485.78","389.88","379.46"
"10/03/2020 18:00:00 - 10/03/2020 19:00:00","BZN|FI","405.22","494.73","448.47","441.55"
"10/03/2020 19:00:00 - 10/03/2020 20:00:00","BZN|FI","413.11","499.22","495.04","485.31"
"10/03/2020 20:00:00 - 10/03/2020 21:00:00","BZN|FI","413.68","497.76","515.39","517.68"
"10/03/2020 21:00:00 - 10/03/2020 22:00:00","BZN|FI","428.75","506.54","541.97","552.30"
"10/03/2020 22:00:00 - 10/03/2020 23:00:00","BZN|FI","433.79","509.72","534.64","608.25"
"10/03/2020 23:00:00 - 11/03/2020 00:00:00","BZN|FI","438.55","502.15","546.41","548.38"
"11/03/2020 00:00:00 - 11/03/2020 01:00:00","BZN|FI","475.15","520.28","519.76","521.61"
"11/03/2020 01:00:00 - 11/03/2020 02:00:00","BZN|FI","473.87","490.01","489.06","492.56"
"11/03/2020 02:00:00 - 11/03/2020 03:00:00","BZN|FI","484.42","507.33","505.84","510.67"
"11/03/2020 03:00:00 - 11/03/2020 04:00:00","BZN|FI","519.24","546.11","546.20","548.63"
"11/03/2020 04:00:00 - 11/03/2020 05:00:00","BZN|FI","577.52","564.07","567.88","569.92"
"11/03/2020 05:00:00 - 11/03/2020 06:00:00","BZN|FI","638.11","602.42","607.00","609.50"
"11/03/2020 06:00:00 - 11/03/2020 07:00:00","BZN|FI","689.01","651.78","638.18","645.22"
"11/03/2020 07:00:00 - 11/03/2020 08:00:00","BZN|FI","708.08","685.73","658.80","670.78"
"11/03/2020 08:00:00 - 11/03/2020 09:00:00","BZN|FI","704.31","709.92","650.64","663.05"
"11/03/2020 09:00:00 - 11/03/2020 10:00:00","BZN|FI","709.65","738.13","636.70","642.39"
"11/03/2020 10:00:00 - 11/03/2020 11:00:00","BZN|FI","703.22","736.99","613.94","616.40"
"11/03/2020 11:00:00 - 11/03/2020 12:00:00","BZN|FI","682.33","714.01","570.57","569.76"
"11/03/2020 12:00:00 - 11/03/2020 13:00:00","BZN|FI","651.94","671.40","473.89","466.51"
"11/03/2020 13:00:00 - 11/03/2020 14:00:00","BZN|FI","600.07","608.61","421.39","412.64"
"11/03/2020 14:00:00 - 11/03/2020 15:00:00","BZN|FI","536.80","533.73","384.12","371.08"
"11/03/2020 15:00:00 - 11/03/2020 16:00:00","BZN|FI","493.63","479.97","344.93","326.72"
"11/03/2020 16:00:00 - 11/03/2020 17:00:00","BZN|FI","467.89","462.64","315.55","300.24"
"11/03/2020 17:00:00 - 11/03/2020 18:00:00","BZN|FI","465.61","478.80","335.20","321.61"
"11/03/2020 18:00:00 - 11/03/2020 19:00:00","BZN|FI","475.21","500.33","369.76","357.83"
"11/03/2020 19:00:00 - 11/03/2020 20:00:00","BZN|FI","474.24","495.21","330.30","318.69"
"11/03/2020 20:00:00 - 11/03/2020 21:00:00","BZN|FI","470.66","473.90","256.22","243.53"
"11/03/2020 21:00:00 - 11/03/2020 22:00:00","BZN|FI","467.75","463.06","203.68","192.74"
"11/03/2020 22:00:00 - 11/03/2020 23:00:00","BZN|FI","458.83","453.02","212.22","182.74"
"11/03/2020 23:00:00 - 12/03/2020 00:00:00","BZN|FI","447.09","443.12","193.68","189.04"
"12/03/2020 00:00:00 - 12/03/2020 01:00:00","BZN|FI","316.95","192.32","192.14","191.54"
"12/03/2020 01:00:00 - 12/03/2020 02:00:00","BZN|FI","318.14","188.41","187.51","184.46"
"12/03/2020 02:00:00 - 12/03/2020 03:00:00","BZN|FI","320.65","198.68","197.53","194.68"
"12/03/2020 03:00:00 - 12/03/2020 04:00:00","BZN|FI","338.15","212.33","209.98","211.21"
"12/03/2020 04:00:00 - 12/03/2020 05:00:00","BZN|FI","376.07","238.24","235.96","230.81"
"12/03/2020 05:00:00 - 12/03/2020 06:00:00","BZN|FI","425.78","283.06","282.48","275.67"
"12/03/2020 06:00:00 - 12/03/2020 07:00:00","BZN|FI","462.58","340.29","322.16","321.04"
"12/03/2020 07:00:00 - 12/03/2020 08:00:00","BZN|FI","461.80","359.28","311.54","305.74"
"12/03/2020 08:00:00 - 12/03/2020 09:00:00","BZN|FI","454.10","362.23","256.03","247.90"
"12/03/2020 09:00:00 - 12/03/2020 10:00:00","BZN|FI","474.43","385.18","244.81","234.02"
"12/03/2020 10:00:00 - 12/03/2020 11:00:00","BZN|FI","486.93","413.54","255.66","244.50"
"12/03/2020 11:00:00 - 12/03/2020 12:00:00","BZN|FI","478.78","435.75","277.35","264.84"
"12/03/2020 12:00:00 - 12/03/2020 13:00:00","BZN|FI","458.01","449.64","268.74","255.22"
"12/03/2020 13:00:00 - 12/03/2020 14:00:00","BZN|FI","435.97","446.57","315.36","304.22"
"12/03/2020 14:00:00 - 12/03/2020 15:00:00","BZN|FI","412.88","398.42","320.92","322.53"
"12/03/2020 15:00:00 - 12/03/2020 16:00:00","BZN|FI","383.73","350.13","255.27","250.45"
"12/03/2020 16:00:00 - 12/03/2020 17:00:00","BZN|FI","352.26","305.20","191.87","183.85"
"12/03/2020 17:00:00 - 12/03/2020 18:00:00","BZN|FI","320.46","268.49","152.51","147.12"
"12/03/2020 18:00:00 - 12/03/2020 19:00:00","BZN|FI","307.32","258.32","151.88","146.22"
"12/03/2020 19:00:00 - 12/03/2020 20:00:00","BZN|FI","311.00","259.85","150.80","143.79"
"12/03/2020 20:00:00 - 12/03/2020 21:00:00","BZN|FI","320.00","269.53","178.37","173.91"
"12/03/2020 21:00:00 - 12/03/2020 22:00:00","BZN|FI","336.43","313.17","198.91","195.61"
"12/03/2020 22:00:00 - 12/03/2020 23:00:00","BZN|FI","365.06","358.08","229.48","225.74"
"12/03/2020 23:00:00 - 13/03/2020 00:00:00","BZN|FI","412.38","402.35","262.43","263.24"
"13/03/2020 00:00:00 - 13/03/2020 01:00:00","BZN|FI","406.40","320.62","321.71","319.36"
"13/03/2020 01:00:00 - 13/03/2020 02:00:00","BZN|FI","502.25","440.93","438.85","437.50"
"13/03/2020 02:00:00 - 13/03/2020 03:00:00","BZN|FI","627.99","626.58","618.65","630.15"
"13/03/2020 03:00:00 - 13/03/2020 04:00:00","BZN|FI","802.10","916.63","902.69","913.23"
"13/03/2020 04:00:00 - 13/03/2020 05:00:00","BZN|FI","978.64","1095.93","1084.22","1095.80"
"13/03/2020 05:00:00 - 13/03/2020 06:00:00","BZN|FI","1149.83","1189.31","1181.23","1191.30"
"13/03/2020 06:00:00 - 13/03/2020 07:00:00","BZN|FI","1301.96","1316.02","1278.74","1282.50"
"13/03/2020 07:00:00 - 13/03/2020 08:00:00","BZN|FI","1401.79","1407.10","1371.84","1369.40"
"13/03/2020 08:00:00 - 13/03/2020 09:00:00","BZN|FI","1480.41","1483.70","1445.12","1440.50"
"13/03/2020 09:00:00 - 13/03/2020 10:00:00","BZN|FI","1566.37","1563.99","1541.75","1534.40"
"13/03/2020 10:00:00 - 13/03/2020 11:00:00","BZN|FI","1638.27","1635.91","1658.36","1650.20"
"13/03/2020 11:00:00 - 13/03/2020 12:00:00","BZN|FI","1701.11","1699.37","1754.68","1750.30"
"13/03/2020 12:00:00 - 13/03/2020 13:00:00","BZN|FI","1763.36","1759.03","1781.70","1775.50"
"13/03/2020 13:00:00 - 13/03/2020 14:00:00","BZN|FI","1804.45","1811.99","1783.88","1782.20"
"13/03/2020 14:00:00 - 13/03/2020 15:00:00","BZN|FI","1833.84","1839.36","1804.33","1806.60"
"13/03/2020 15:00:00 - 13/03/2020 16:00:00","BZN|FI","1846.52","1859.76","1762.21","1770.70"
"13/03/2020 16:00:00 - 13/03/2020 17:00:00","BZN|FI","1847.92","1861.41","1692.84","1701.10"
"13/03/2020 17:00:00 - 13/03/2020 18:00:00","BZN|FI","1847.60","1839.62","1550.24","1551.50"
"13/03/2020 18:00:00 - 13/03/2020 19:00:00","BZN|FI","1839.35","1795.95","1378.30","1375.40"
"13/03/2020 19:00:00 - 13/03/2020 20:00:00","BZN|FI","1821.96","1740.49","1199.12","1190.40"
"13/03/2020 20:00:00 - 13/03/2020 21:00:00","BZN|FI","1782.53","1666.13","1091.99","1074.20"
"13/03/2020 21:00:00 - 13/03/2020 22:00:00","BZN|FI","1724.50","1573.32","1111.66","1161.60"
"13/03/2020 22:00:00 - 13/03/2020 23:00:00","BZN|FI","1671.48","1530.56","1160.93","1219.30"
"13/03/2020 23:00:00 - 14/03/2020 00:00:00","BZN|FI","1636.97","1540.34","1320.91","1308.60"
"14/03/2020 00:00:00 - 14/03/2020 01:00:00","BZN|FI","1477.34","1358.15","1357.69","1356.50"
"14/03/2020 01:00:00 - 14/03/2020 02:00:00","BZN|FI","1481.93","1371.20","1372.03","1372.60"
"14/03/2020 02:00:00 - 14/03/2020 03:00:00","BZN|FI","1467.52","1362.11","1358.01","1360.90"
"14/03/2020 03:00:00 - 14/03/2020 04:00:00","BZN|FI","1472.58","1440.96","1431.73","1427.00"
"14/03/2020 04:00:00 - 14/03/2020 05:00:00","BZN|FI","1493.59","1534.02","1527.21","1542.30"
"14/03/2020 05:00:00 - 14/03/2020 06:00:00","BZN|FI","1519.93","1549.45","1545.48","1563.30"
"14/03/2020 06:00:00 - 14/03/2020 07:00:00","BZN|FI","1537.69","1563.93","1517.08","1529.80"
"14/03/2020 07:00:00 - 14/03/2020 08:00:00","BZN|FI","1547.99","1550.27","1410.05","1399.40"
"14/03/2020 08:00:00 - 14/03/2020 09:00:00","BZN|FI","1542.41","1504.86","1240.19","1232.50"
"14/03/2020 09:00:00 - 14/03/2020 10:00:00","BZN|FI","1541.52","1453.73","1143.12","1131.30"
"14/03/2020 10:00:00 - 14/03/2020 11:00:00","BZN|FI","1519.21","1388.97","1175.86","1160.70"
"14/03/2020 11:00:00 - 14/03/2020 12:00:00","BZN|FI","1465.63","1320.63","1067.71","1061.40"
"14/03/2020 12:00:00 - 14/03/2020 13:00:00","BZN|FI","1390.78","1241.95","931.39","928.82"
"14/03/2020 13:00:00 - 14/03/2020 14:00:00","BZN|FI","1266.43","1118.24","806.99","803.26"
"14/03/2020 14:00:00 - 14/03/2020 15:00:00","BZN|FI","1094.89","972.46","619.90","607.18"
"14/03/2020 15:00:00 - 14/03/2020 16:00:00","BZN|FI","915.48","816.91","520.03","507.91"
"14/03/2020 16:00:00 - 14/03/2020 17:00:00","BZN|FI","708.47","620.81","392.19","387.18"
"14/03/2020 17:00:00 - 14/03/2020 18:00:00","BZN|FI","492.31","446.75","319.03","313.95"
"14/03/2020 18:00:00 - 14/03/2020 19:00:00","BZN|FI","361.32","360.59","431.29","416.64"
"14/03/2020 19:00:00 - 14/03/2020 20:00:00","BZN|FI","323.30","354.87","724.20","709.53"
"14/03/2020 20:00:00 - 14/03/2020 21:00:00","BZN|FI","372.44","443.52","1138.11","1124.20"
"14/03/2020 21:00:00 - 14/03/2020 22:00:00","BZN|FI","510.07","643.97","1372.99","1362.50"
"14/03/2020 22:00:00 - 14/03/2020 23:00:00","BZN|FI","716.92","911.67","1455.00","1540.40"
"14/03/2020 23:00:00 - 15/03/2020 00:00:00","BZN|FI","956.62","1155.25","1675.36","1689.70"
"15/03/2020 00:00:00 - 15/03/2020 01:00:00","BZN|FI","1445.47","1757.01","1755.97","1766.80"
"15/03/2020 01:00:00 - 15/03/2020 02:00:00","BZN|FI","1568.41","1831.15","1824.04","1833.70"
"15/03/2020 02:00:00 - 15/03/2020 03:00:00","BZN|FI","1661.72","1876.00","1874.02","1879.70"
